Geneid,featureCounts on data 323: Counts_HISAT2 on data 31 and data 30: aligned reads (BAM),featureCounts on data 327: Counts_HISAT2 on data 35 and data 34: aligned reads (BAM),featureCounts on data 329: Counts_HISAT2 on data 37 and data 36: aligned reads (BAM),featureCounts on data 337: Counts_HISAT2 on data 45 and data 44: aligned reads (BAM),featureCounts on data 341: Counts_HISAT2 on data 49 and data 48: aligned reads (BAM),featureCounts on data 345: Counts_HISAT2 on data 53 and data 52: aligned reads (BAM),featureCounts on data 351: Counts_HISAT2 on data 59 and data 58: aligned reads (BAM),featureCounts on data 353: Counts_HISAT2 on data 61 and data 60: aligned reads (BAM),featureCounts on data 365: Counts_HISAT2 on data 73 and data 72: aligned reads (BAM)
25841,241,193,147,149,236,190,124,79,152
25842,805,1509,514,867,2879,1201,1230,772,1591
25843,79,179,88,107,274,135,133,68,228
25844,747,1299,815,670,1921,784,951,552,1068
25845,0,0,0,0,0,0,0,0,0
25847,994,1732,1031,1229,2939,1568,1409,1078,2035
25849,4640,7856,6620,5014,11485,7392,8289,4712,11721
2585,1857,2513,1778,1641,4159,2289,2009,1327,2888
25850,297,308,166,194,392,228,194,160,173
25851,1595,1145,1273,1063,1577,1033,970,646,945
25852,2274,4092,2474,2847,6649,3434,3556,2228,4743
25853,656,852,464,577,1396,633,639,462,859
25854,954,1563,1344,1087,2015,1115,1142,589,1392
25855,219,314,235,286,602,297,237,100,370
25858,46,40,29,43,58,25,34,13,24
25859,1758,3270,2638,2586,4830,3260,2726,3131,4032
25861,451,161,186,292,254,241,138,100,183
25862,1392,1158,883,955,1983,1067,1107,841,1108
25864,191,381,225,167,399,253,317,168,527
25865,261,257,161,177,248,151,156,85,88
2587,52,81,47,55,123,67,47,22,59
25870,613,982,519,544,1429,572,712,469,866
25871,1606,2689,1412,1777,4139,1999,2092,1555,2903
25873,1770,3261,2538,2256,4224,2319,2254,1195,2899
25874,1567,4177,2910,2736,5152,3039,3125,1760,4073
25875,1271,2052,1229,1361,2588,1484,1606,1032,1919
25876,156,256,148,150,193,125,179,65,152
25878,93,70,116,138,308,196,135,112,129
25879,486,1077,619,777,1798,720,786,388,1127
2588,483,336,319,398,546,276,286,172,231
25880,100,163,137,135,327,138,147,71,203
25884,13,32,3,4,6,15,10,2,9
25885,2128,1883,1952,1538,2914,1868,1601,977,1691
25886,73,67,81,37,61,48,40,39,58
25888,364,538,384,350,782,438,432,262,429
2589,1881,4504,2036,2633,5879,2473,3037,1650,3536
25890,269,162,159,193,369,214,235,119,194
25891,1478,2217,511,1034,3461,1106,1248,758,1288
25893,169,316,274,153,441,162,127,147,106
25894,55,41,45,26,134,54,32,26,25
25895,104,72,39,34,160,38,75,36,44
25896,690,942,653,671,1455,700,716,465,814
25897,4954,9864,5153,6326,15249,7792,7815,4532,11267
25898,1309,2849,1523,1565,3428,2025,2203,1331,2455
259,4,1,1,1,2,2,2,1,4
2590,1876,2458,1392,1804,3127,1720,1501,1035,1889
25900,1181,1387,948,1053,2264,1330,1000,713,1126
25901,629,1235,850,940,1812,1018,1052,740,1366
25902,1167,1454,1160,995,2240,1230,999,756,1394
25903,157,130,94,201,143,113,144,32,174
25904,701,1007,652,690,1596,886,804,481,1010
25906,105,190,163,203,335,182,170,93,198
25907,170,236,160,134,231,113,107,84,99
25909,3425,4795,2989,3543,8362,4688,4561,2560,5406
2591,98,94,77,89,241,95,98,101,164
25911,369,679,487,543,864,497,487,325,969
25912,2584,4433,2765,3429,6594,3726,4150,2337,5043
25913,663,1369,633,876,2148,1037,1134,713,1175
25914,824,1328,1313,939,2244,1444,1446,823,1101
25915,253,408,304,220,558,319,296,166,383
25917,1342,1859,1170,1349,2893,1658,1587,1059,2290
259173,537,575,330,464,600,452,487,325,329
259197,0,0,0,0,0,0,0,0,0
2592,519,651,471,412,961,494,554,312,430
25920,1475,1224,1107,1054,2134,965,865,513,1016
25921,1405,2040,1112,1420,2945,1530,1277,940,1684
259215,0,0,0,0,0,0,0,0,0
259217,7295,12498,9168,9684,19507,11223,10176,7608,14415
25923,1776,2256,1124,1725,4867,1903,1808,1158,2194
259230,2560,3670,2162,3083,7739,3336,3310,1923,3980
259232,5565,11303,7003,7276,16570,8541,8066,4843,10357
259234,0,0,0,0,0,0,0,0,0
259236,226,312,179,160,388,142,165,78,290
259239,1,4,3,2,0,0,1,0,0
25924,2961,3600,3345,2987,4847,2972,2988,1967,3846
259240,0,0,0,0,0,0,0,0,0
259249,0,0,0,0,0,0,0,0,0
25925,1082,1575,1032,1067,2097,926,1007,574,1031
25926,666,1239,586,687,1734,897,867,555,1306
259266,155,283,154,180,376,186,238,132,225
25927,1723,3842,2512,2318,4745,2354,2788,1610,3634
25928,97,246,83,230,291,240,234,82,535
259282,12222,15528,11996,12280,20280,13906,11356,6858,14313
259283,2,0,0,0,0,2,0,0,0
259285,57,33,16,23,43,44,34,27,34
259286,36,8,12,33,45,24,35,9,16
259287,0,0,0,0,0,2,0,2,2
259289,0,8,0,0,0,12,0,0,2
25929,1115,1276,982,930,2089,1143,1114,728,1379
259290,0,0,0,0,0,0,0,0,0
259292,0,0,0,0,0,0,0,0,0
259293,0,0,2,0,0,0,2,0,0
259294,0,0,0,0,0,0,0,1,1
259295,0,0,0,0,0,0,0,2,1
259296,0,0,0,0,0,0,0,0,0
2593,176,231,180,233,344,179,196,92,170
25930,1616,828,1066,810,1118,899,616,643,599
259307,7,12,3,0,0,9,4,0,4
259308,41,35,18,27,25,30,21,17,18
25932,2899,3115,1488,3293,10061,4049,3471,2033,3710
25934,419,906,527,721,1529,701,842,546,1143
25936,2726,3453,1954,2508,5598,2690,2911,1950,3551
25937,1023,896,376,790,1845,778,633,414,731
25938,2370,3472,1619,2481,5627,2773,2702,1568,2794
25939,975,1868,892,1335,3294,1547,1380,866,1785
25940,1252,2111,1511,1675,3055,1918,1659,1200,2054
25941,1815,3508,2145,2116,4592,2181,2383,1472,2638
25942,2349,2577,1839,2029,3871,2501,2246,1310,2709
25943,6581,6988,4381,5445,11394,6127,5471,3954,6381
25945,2241,5523,2834,3079,6498,2631,3197,2146,4065
25946,644,425,472,442,581,417,356,168,246
25948,2311,4777,1982,2860,6501,3257,3475,1976,4776
25949,760,1661,873,1107,2863,1320,1309,696,1799
2595,844,812,591,664,1386,898,698,505,850
25950,352,505,166,335,896,388,380,225,452
25953,1656,1404,1162,1125,2058,1384,1109,804,1309
25956,1169,928,915,814,1428,793,812,713,681
25957,12817,14949,9262,12363,21300,12490,10786,6851,11525
25959,488,453,364,472,831,418,400,213,413
2596,8902,21120,14599,15777,25419,14305,14834,9129,24418
25960,352,459,332,324,707,225,335,228,285
25961,348,262,207,180,477,191,202,177,229
25962,2346,3438,2169,2281,5441,2840,2510,1547,3404
25963,1255,1929,961,1427,3635,1763,1727,1003,2296
25966,1545,1716,1135,1336,2686,1866,1436,1077,1783
2597,16501,37292,25085,23334,49206,25942,27882,15267,39924
25970,1291,974,883,824,1410,835,770,487,664
25972,668,1469,621,820,2197,1003,1132,730,1522
25973,66,181,84,79,178,102,108,72,135
25974,216,372,238,295,539,265,274,194,362
25975,57,70,33,18,124,39,59,25,31
25976,917,1637,494,834,2957,1172,1150,669,1281
25977,3601,10189,5925,6148,13171,6822,8139,4711,10807
25978,1103,2411,1074,1428,3940,1885,1894,1182,2229
25979,436,850,378,476,1165,501,555,360,995
25980,294,488,304,321,768,378,307,160,401
25981,2479,1729,1983,1848,2387,1760,1294,1026,906
25983,415,870,496,639,1611,686,776,404,1234
25984,0,0,0,0,0,0,0,0,0
25987,59,27,32,39,28,18,29,13,19
25988,570,797,515,499,932,522,492,332,614
25989,1766,2091,1578,1514,2353,1380,1396,859,1396
25992,599,555,391,560,560,353,240,246,182
25994,2838,7293,3740,4421,11004,5209,5427,3431,8076
25996,480,1101,531,822,1495,810,773,387,1047
25998,3610,5733,3469,3894,9524,4856,4855,3025,5886
25999,5802,3922,4109,3256,4259,2939,2358,2605,2752
26,0,0,1,0,0,0,0,2,0
26000,911,728,633,654,1077,672,629,456,890
26001,769,852,672,669,1375,709,709,487,837
26002,744,784,288,670,1845,802,1158,452,912
26003,733,1040,714,722,1572,932,773,474,995
26005,2047,2175,1937,2013,3201,2053,1639,1172,1846
26007,405,384,301,274,420,288,333,156,295
26009,4440,5964,3641,5154,9800,5247,5003,3146,5939
26010,2451,3986,2805,2813,5361,3116,2988,1920,3544
26011,4286,3933,3484,3635,4665,2989,2941,2075,3146
26012,7651,7008,6182,5340,8846,4458,4595,2622,3231
26013,736,648,650,583,857,517,441,339,416
26015,923,649,606,552,875,584,451,321,452
26017,1241,3009,1788,2261,4018,1786,1859,1024,3174
26018,5509,5300,1569,3084,7189,3533,3766,2477,3835
26019,3680,5177,3176,4703,8439,4263,3876,2400,5671
26020,787,580,308,545,987,520,480,215,405
26022,193,191,127,217,758,314,299,124,178
26024,9,0,2,1,0,2,3,0,2
26025,517,373,189,418,687,444,402,201,334
26027,964,641,470,608,1002,876,634,348,419
260293,587,1045,653,598,1319,771,937,678,1309
260294,202,149,91,78,171,91,95,64,35
26030,1568,582,737,889,1438,1426,921,453,952
26031,2504,3335,1903,2272,4788,2654,2205,1571,2540
26032,1236,1228,762,837,1714,1163,1261,838,1360
26033,52126,107278,61500,74380,166125,85299,83735,55590,109689
26034,5853,10220,6612,7986,13808,8371,8996,6334,12397
260341,36,25,27,22,8,19,13,27,14
26035,1771,4507,2031,2670,5442,2739,3484,1993,4392
26036,5664,9165,4972,6149,13361,7447,7164,4656,9088
26037,12335,15429,12711,11835,20057,13742,10749,7677,12295
26038,17713,17080,16455,16025,20273,12925,10543,6445,8471
26039,1603,2667,1589,1648,3959,1883,1911,1339,2095
26040,4746,4673,3856,4187,6567,3916,3351,2449,3396
260425,3877,5599,4005,4305,8102,4830,4576,3168,7087
260429,2,0,2,0,4,2,0,2,1
26043,4290,5206,3326,4267,10115,5047,4555,2881,4988
260434,16,41,28,10,18,15,14,7,39
260436,0,0,0,0,0,0,0,0,0
26045,5139,8701,4242,6234,11427,5889,6157,4119,7790
26046,2670,5639,2850,3495,8690,4541,4488,2669,5687
26047,6144,10558,6982,6535,14337,8649,8362,4806,10532
26048,359,315,258,196,462,280,281,196,214
26049,6270,11875,6015,7695,18410,8828,9316,5916,12238
26050,2839,3010,2657,2279,3815,2345,2363,1863,2965
26051,10503,13516,9741,10448,16622,8352,8260,4710,9591
26052,11983,21085,11504,14414,31885,17994,16768,11752,22754
26053,2942,2300,1581,2018,3510,1871,1589,1237,1684
26054,8928,13150,8817,9865,21471,11097,10281,6778,12392
26056,1922,1462,1333,1089,2135,1254,1313,926,1464
26057,14121,19649,15535,16193,30010,17948,16127,10324,20262
26058,6259,8631,6017,7032,14474,8135,6708,3907,8687
26059,15205,18031,15055,17072,27642,14425,13321,8401,15592
26060,5441,10066,5589,7169,16356,7548,8249,5031,10467
26061,927,1242,936,919,1756,1167,1048,751,1290
26062,0,0,0,0,0,0,0,4,0
26063,0,0,0,0,0,0,0,1,0
26064,831,663,454,826,1407,802,587,342,602
26065,16,10,15,21,50,18,14,0,38
26070,22,1,6,11,12,7,11,2,10
26071,169,188,156,154,118,134,104,74,115
26073,1236,1652,1105,1196,2622,1123,1261,760,1560
26074,242,176,172,124,266,186,210,114,148
26077,268,176,136,162,330,186,186,163,140
26080,0,0,0,0,0,0,0,0,1
26082,0,0,0,2,0,0,0,0,0
26083,16,3,6,14,18,3,15,12,11
26084,227,164,110,110,324,134,159,116,119
26085,0,0,0,0,0,0,0,0,0
26086,904,786,608,533,846,528,511,302,481
26088,736,670,674,645,1127,590,570,329,491
26090,1722,2258,1574,1511,3297,1977,1721,1075,1883
26091,4254,7230,4227,5082,11207,5773,5512,3839,6566
26092,2296,3426,1587,2273,5290,2365,2550,1453,2951
26093,434,387,255,390,595,327,246,141,308
26094,401,542,432,376,940,438,474,333,680
26095,538,1015,591,894,2104,508,1343,397,504
26097,743,1217,697,832,2045,1057,916,619,1319
26098,1078,1776,1121,1253,2728,1457,1442,952,1827
26099,632,541,371,394,899,500,399,182,406
26100,2324,3564,2164,2235,4435,2273,2371,1335,3008
26102,35,17,12,19,14,9,14,5,29
26103,27,35,5,4,10,11,4,15,16
26108,1378,2007,752,1150,3418,1280,1420,765,1381
26112,188,178,135,214,391,274,184,163,299
26115,10788,11854,11373,9242,15835,11024,9099,7202,10749
26118,7363,9583,5725,6922,16396,8277,9008,5572,8414
26119,304,126,159,221,360,235,129,80,146
26121,17,5,4,11,27,3,6,2,6
26122,3035,4595,2834,3415,6519,3711,3593,2258,4931
26123,298,590,217,273,990,378,415,233,612
26127,3396,8504,3932,5574,10846,6225,5711,3768,10116
26128,2054,3718,2235,2606,5765,3138,3322,2131,4617
26130,3756,5635,3638,4531,8971,4886,4655,3097,6146
26133,2439,2832,1977,2121,4482,2555,1927,1310,2506
26134,1502,1918,1298,1374,2730,1655,1563,1047,1801
26135,3702,6239,3574,4435,9400,4961,4536,2641,5104
26136,69,99,22,76,228,79,59,33,62
26137,20106,18505,4474,12269,38382,13191,15968,8376,13490
26138,0,1,0,0,0,0,0,0,0
26140,198,120,148,136,192,95,133,54,89
26145,331,357,275,242,498,280,283,219,336
26146,1524,1997,1507,1661,2813,1787,1443,957,1671
26147,375,332,250,280,539,399,252,184,328
26148,1064,975,978,1066,1604,1106,936,644,1054
26149,316,627,330,350,954,399,516,258,625
2615,262,84,41,127,235,52,42,50,32
26150,32,66,34,44,19,61,38,16,22
26151,481,733,484,508,985,532,440,295,415
26152,1671,2157,1394,1819,2743,1701,1431,1037,1983
26153,77,67,66,66,107,31,51,27,42
26154,101,92,38,44,113,62,77,58,40
26155,1058,1372,968,885,1968,1087,1175,586,1425
26156,2754,5009,2750,3145,6509,3417,3496,2100,5126
26157,64,158,62,114,299,83,103,51,102
26160,4086,3972,3531,3255,5920,3641,3045,2136,3319
26164,549,415,465,425,709,337,460,230,530
26165,0,0,0,0,0,0,0,0,0
26166,304,690,364,394,769,516,518,284,448
26167,564,455,335,391,987,348,366,315,352
26168,77,186,95,99,254,122,89,70,149
2617,2742,5353,3549,3568,7604,4380,3985,2252,6051
261726,1819,4458,2470,2681,6459,3118,3446,2158,4970
261729,2493,5529,3218,3826,9464,5411,5099,3996,7831
26173,2930,1812,2228,2058,2378,1794,1396,968,1246
261734,912,732,551,545,850,567,467,306,417
26175,0,0,0,0,0,1,0,3,0
2618,858,1229,762,752,1927,1010,968,636,1032
26184,2,8,5,7,2,8,3,4,2
26188,2,2,2,6,7,1,0,2,0
26189,6,0,0,2,0,0,4,0,0
2619,162,190,59,91,321,89,105,62,160
26190,3779,5811,3043,3918,7671,3989,3922,2527,4351
26191,46,68,40,27,126,62,56,25,54
262,3980,9393,4612,6076,14206,7317,7035,4258,9845
2620,602,780,697,585,1595,835,942,496,952
26205,339,402,369,247,647,300,326,210,365
26206,170,168,132,97,313,156,147,110,128
26207,4540,6247,2019,3781,9748,3451,4350,2691,4389
2621,786,738,583,569,1039,577,517,361,560
26211,0,0,0,0,2,0,0,0,0
26212,6,0,0,0,0,2,0,4,2
26219,2,8,0,2,0,0,0,0,2
2622,1127,1081,1243,1001,1630,1060,964,595,904
26220,2361,3507,2786,2209,3827,2160,1122,1360,2620
26222,146,162,130,114,175,166,57,115,155
26223,35,74,42,38,128,41,34,14,24
26224,1968,4329,2097,2630,6687,3316,3607,2116,4588
26225,1691,3814,1851,2301,5900,2694,2956,1888,3233
26226,142,72,62,83,80,59,40,48,48
26227,1651,1868,971,1537,3013,1382,1465,603,1457
26228,4,6,0,4,2,0,6,0,0
26229,355,420,289,286,656,309,360,199,369
2623,0,0,0,0,2,4,1,0,0
26230,1011,2103,1122,1101,2425,1690,1235,796,2680
26231,76,59,70,40,87,47,40,28,75
26232,1174,1957,1117,1094,2316,1184,1212,842,1664
26233,82,48,58,49,63,48,58,44,48
26234,5259,7946,4336,5786,14802,7022,6880,4188,9048
26235,1371,2193,1102,1486,2675,1392,1414,883,1727
26238,5,4,0,0,0,1,2,1,0
26239,0,0,0,0,0,0,0,0,0
2624,60,42,44,51,66,27,48,21,31
26240,302,608,381,514,827,444,450,219,544
26245,6,22,10,14,20,9,9,3,14
26246,35,66,53,15,59,28,20,39,24
26247,39,56,26,31,78,31,53,50,17
26248,0,0,2,3,0,2,0,0,1
26249,2693,2829,1836,2521,3849,2307,1923,1413,2547
2625,0,0,4,4,0,0,0,0,0
26251,125,141,81,97,160,79,77,66,67
26253,6,13,0,0,27,10,0,2,11
26254,36,3,13,10,12,2,7,3,4
26255,32,22,12,14,52,24,9,15,18
26256,424,597,408,555,1108,454,542,400,799
26257,2,4,0,0,0,2,0,0,2
26258,3190,7776,4553,4605,10670,5439,6097,3773,7765
26259,985,880,579,619,1246,702,582,425,496
2626,0,0,0,0,0,0,2,0,0
26260,761,1551,855,985,2146,1158,1231,615,1429
26261,15,8,11,7,9,13,13,6,10
26262,516,858,561,569,833,416,436,286,509
26263,530,1042,565,535,1680,724,767,587,973
26266,191,146,129,161,177,113,107,95,108
26267,1071,1045,955,948,1448,787,756,488,862
26268,3293,5092,3699,3475,8170,4341,4401,2778,5293
26269,580,919,389,553,1522,647,727,428,769
2627,4,0,2,0,0,1,2,0,0
26270,84,105,93,70,224,61,96,62,96
26271,73,157,71,91,251,105,133,67,105
26272,261,426,218,242,603,352,331,220,410
26273,2097,4363,2164,2712,6453,3076,3546,2305,4359
26275,1231,1821,781,1268,2984,1351,1168,766,1312
26276,635,920,751,622,1420,798,781,540,1000
26277,825,1097,733,636,1918,860,897,514,1177
26278,13583,25596,16217,18734,36528,21907,22074,14093,31091
26279,4,0,0,0,4,4,2,0,0
2628,5446,8544,2555,4758,16585,7063,7017,4425,6511
26280,388,644,440,411,654,396,450,333,602
26281,17,52,18,50,106,37,36,35,51
26284,564,583,523,404,740,399,489,246,506
26285,0,2,2,0,0,0,0,0,0
26286,1080,1912,1011,1171,4020,1715,1548,896,1965
26287,21,31,28,36,65,17,92,34,60
26289,10407,18958,14018,14163,25858,18451,17036,9296,26751
2629,2,0,5,1,0,2,1,2,7
26290,45,73,57,40,145,77,60,30,43
26291,0,0,0,0,0,0,0,0,0
26292,4,2,1,5,3,1,1,0,0
26297,1713,2256,1928,1778,3861,2082,1824,1127,2583
26298,43,81,19,89,178,92,78,76,133
2630,23,21,29,13,31,21,13,7,13
26301,80,81,49,80,178,71,76,30,44
2631,1719,3245,1612,1888,4589,2397,2322,1524,2503
2632,419,808,521,523,1372,732,689,371,810
2633,208,151,78,128,389,174,141,133,183
26330,44,43,44,60,85,31,24,35,25
26333,0,0,0,0,0,0,0,0,0
26338,0,0,0,0,1,0,1,2,0
26339,0,0,0,2,0,2,0,0,0
2634,195,271,155,258,507,204,168,102,233
26341,0,0,0,0,0,0,0,0,0
26343,0,0,0,0,0,0,0,0,0
2635,147,299,85,131,350,176,234,105,303
26353,1310,1728,981,1353,2788,1639,1700,1142,2137
26354,1392,3209,1913,2150,5057,2467,2522,1556,3871
26355,996,1965,1200,1264,2963,1577,1329,1001,2060
2636,21,11,13,14,12,19,9,3,4
2637,2,6,10,2,0,0,4,0,0
2638,7,9,2,5,12,4,6,3,9
2639,494,539,340,336,956,349,370,225,402
2641,0,2,0,0,1,0,1,0,0
2642,0,0,0,0,2,0,0,0,0
2643,75,167,81,92,221,129,110,77,102
2644,60,83,58,46,126,44,48,39,59
2645,55,57,26,38,47,41,33,17,53
2646,52,53,24,16,39,48,41,17,29
26468,861,1108,723,916,1574,816,735,411,781
26469,937,966,787,899,1263,661,612,437,536
2647,67,138,116,56,194,82,107,82,168
26470,3336,2519,2642,1942,3601,2308,2178,1821,2458
26471,191,147,92,118,251,87,156,99,175
26472,204,250,213,279,487,148,207,141,205
26476,1,2,3,0,0,0,0,0,0
2648,2284,1806,1572,1606,2638,1614,1197,843,977
2649,339,260,257,230,365,272,242,201,262
26492,0,0,0,0,0,0,0,1,0
26493,0,14,2,1,2,0,0,0,0
26494,2,0,0,0,0,0,0,0,0
26496,0,0,0,0,0,0,0,0,0
26499,12,6,8,5,44,14,13,7,17
265,9,11,4,5,20,8,0,2,1
2650,342,640,307,373,822,402,508,244,600
26502,1090,1393,916,970,1692,1107,1024,587,1207
26503,823,1058,685,732,1790,955,1002,708,1351
26504,586,498,411,448,682,365,354,246,335
26505,929,825,582,703,1358,755,663,507,715
26507,2041,1865,1777,1720,2908,1717,1442,1229,1859
26508,53,33,31,24,111,58,37,18,50
26509,402,655,374,725,1154,387,384,245,440
2651,331,442,212,308,877,255,369,210,352
26511,520,1038,421,522,1777,679,792,549,919
26512,1800,2810,1738,2402,4567,2446,2326,1411,2983
26515,1593,2631,1344,1958,4732,2143,2107,1524,2532
26517,315,662,468,458,941,352,442,255,651
26519,351,903,593,584,1205,509,707,358,1014
2652,0,0,0,0,0,0,0,0,0
26520,242,445,297,340,781,405,394,264,379
26521,293,661,364,470,1055,490,462,263,642
26523,3452,3346,2847,2802,5050,3137,2451,1841,2905
26524,210,183,83,149,353,154,154,78,138
26525,0,0,0,0,0,0,0,0,0
26526,16,12,2,0,16,9,6,2,9
26528,858,888,686,695,1349,771,694,413,876
26529,0,0,0,0,0,0,0,0,0
2653,404,869,376,491,1254,594,592,313,560
26531,0,0,0,0,0,0,0,0,0
26532,0,0,0,0,0,0,0,0,0
26533,0,0,0,0,1,0,0,0,0
26534,0,0,0,0,0,0,0,0,0
26538,0,0,0,0,0,0,0,0,0
26539,4,0,1,4,0,0,1,0,0
26548,16,23,12,8,10,11,8,3,16
2657,0,0,0,0,0,0,0,0,0
26574,0,0,0,0,0,0,0,0,0
26575,362,739,310,449,794,433,462,188,523
26576,74,74,65,71,99,59,71,34,73
26577,18,57,22,51,78,36,45,22,41
26578,1142,2578,1407,1649,3628,1928,1968,1240,2561
26579,1,0,2,0,0,0,0,0,0
2658,2,6,3,11,2,5,2,2,2
26580,81,158,110,113,280,119,168,75,171
26585,16,32,6,12,15,20,16,0,34
26586,729,1419,938,806,2135,1059,1026,692,1436
26589,463,787,514,577,1100,643,601,316,796
26595,0,0,0,0,0,0,0,0,0
266,0,0,1,0,0,0,0,0,0
2660,32,78,38,68,86,48,35,45,81
26608,447,615,404,471,967,523,567,384,721
26609,2,2,10,6,18,0,0,1,6
2661,42,136,61,80,106,72,95,47,87
26610,691,1031,439,788,1993,853,818,574,973
2662,149,86,139,121,250,109,91,84,190
26628,6,12,7,3,22,2,18,3,2
2664,11354,13124,10285,9321,17571,10973,10365,7006,14444
26648,0,0,0,0,0,0,0,0,0
2665,3796,7231,4223,5620,13836,7060,7218,3730,10385
266553,0,0,0,1,0,2,0,0,0
26658,0,0,0,0,0,0,0,0,0
26659,4,6,7,4,28,16,2,18,3
266629,4,2,3,2,14,1,0,2,0
26664,4,2,12,5,11,2,4,3,10
266655,1150,1477,1125,1178,2232,1114,1150,647,1031
266675,42,50,22,36,35,19,41,27,19
266697,0,0,0,0,0,0,0,0,0
266722,5927,14238,9884,7317,18088,10011,9253,7447,12946
266727,974,780,482,614,756,402,347,200,318
266740,0,0,0,0,2,0,0,0,0
266743,15,145,14,73,106,22,43,53,21
266747,743,433,415,379,622,471,345,314,328
2668,14,13,2,10,22,6,13,11,7
266812,3720,9213,5406,5945,12276,6669,6648,4889,8872
26682,1,0,0,0,0,2,0,0,0
26683,0,0,0,0,0,1,0,0,0
26686,0,0,0,0,0,0,0,0,0
26689,0,0,2,0,0,0,0,0,0
2669,268,247,84,139,505,220,224,181,291
266917,18,18,26,28,71,18,17,16,9
266919,2,0,0,0,0,2,2,0,0
26692,0,0,0,0,0,0,0,0,0
26693,0,2,0,2,0,2,2,0,0
26696,4,0,0,0,0,0,0,0,0
266971,83,186,119,103,294,138,113,67,169
266977,0,0,1,2,2,0,0,0,2
267,3500,5220,2644,3237,8725,3873,4211,2427,5216
2670,47733,39115,28021,50355,77764,64213,50985,33133,69751
267002,224,303,240,243,355,262,293,142,271
267004,0,0,0,0,0,0,0,0,0
267010,2737,8501,4188,1551,4421,2347,2794,1280,12952
267012,0,0,0,0,3,0,0,0,0
267020,8,17,9,8,2,18,11,11,15
26707,0,0,0,0,0,0,0,0,0
2671,276,350,222,287,479,303,296,168,362
26716,0,0,0,0,0,0,0,0,0
2672,8,6,7,4,13,8,8,4,7
2673,3776,7103,4386,5157,10723,6035,6364,4218,7436
26735,27,4,10,11,2,4,4,5,8
26737,6,4,2,10,0,10,0,7,6
2674,1491,1275,562,966,2318,1155,1460,850,1593
26740,17,28,3,52,35,9,7,15,12
26747,458,703,498,556,1176,568,545,399,816
2675,722,1242,680,634,1234,692,608,487,1232
26750,4183,6670,4300,4551,10662,5905,5018,3299,7634
26751,1959,2763,1732,1699,3645,2078,1914,1564,2239
2676,0,0,1,1,0,0,0,0,0
26762,26,37,28,27,37,11,34,13,35
26765,8,11,6,5,4,3,4,4,6
26766,0,0,0,0,0,0,1,0,0
26767,45,27,14,6,62,36,27,14,16
26768,4895,5670,4954,4399,7210,4206,3664,1581,3675
26769,10,11,3,1,24,6,12,8,11
2677,1079,1215,763,874,1606,947,942,568,929
26770,31,61,33,29,72,43,41,24,68
26771,6,17,8,11,9,10,12,6,12
26772,9,12,10,4,29,8,10,2,6
26773,12,10,3,8,17,12,10,5,6
26774,19,36,16,13,68,19,39,13,19
26775,31,71,70,26,81,36,32,21,54
26776,53,89,37,27,51,22,23,26,60
26777,24,36,14,26,38,28,12,17,32
26778,285,490,294,238,377,249,268,136,590
26779,0,2,3,0,0,4,0,2,0
2678,87,62,81,59,47,60,56,32,28
26780,154,268,171,97,264,116,150,111,343
26781,42,75,47,30,84,32,27,25,59
26782,384,802,535,336,227,396,271,129,181
26783,38,153,101,37,152,62,27,31,74
26784,94,386,282,154,404,136,149,142,314
26785,11,22,8,7,29,16,9,9,8
26786,6,22,14,5,24,3,4,5,5
26787,0,0,0,0,0,0,0,0,0
26788,21,85,30,18,43,28,14,11,76
26789,16,79,15,10,11,16,7,15,19
2679,2,0,0,2,0,4,1,0,0
26790,0,0,0,0,0,0,0,0,0
26791,65,145,55,40,174,68,89,67,173
26792,455,1018,684,241,681,391,344,275,1341
26793,27,73,52,31,40,28,39,25,107
26795,63,318,145,61,177,58,61,37,229
26796,8,20,20,10,15,6,3,1,13
26797,0,0,0,0,0,0,0,0,0
26798,1,3,1,0,2,1,1,1,1
26799,111,266,105,131,209,157,169,131,317
268,21,17,15,18,17,4,4,0,11
26800,24,21,8,17,29,21,16,10,20
26801,0,0,0,0,0,0,0,0,9
26802,56,322,122,64,191,92,92,77,302
26804,9,72,37,23,46,17,33,32,43
26805,21,68,23,4,64,16,22,15,62
26806,6,18,16,9,39,16,27,20,24
26807,5,3,7,3,2,3,1,4,1
26808,17,50,19,6,19,2,3,12,23
26809,9,11,11,2,9,4,0,7,11
2681,235,820,202,523,965,597,505,243,451
26810,61,312,138,95,176,113,109,79,289
26811,17,69,62,21,42,24,32,26,110
26812,2,3,2,2,2,1,1,0,0
26813,5,21,4,11,39,15,15,16,28
26814,13,20,14,2,49,5,1,18,22
26815,27,71,38,22,55,28,39,21,77
26816,10,9,5,4,6,4,3,6,20
26817,29,76,45,26,102,20,49,16,58
26818,103,290,140,58,158,70,84,56,293
26819,10,72,26,12,48,14,21,24,40
26820,184,781,242,174,538,206,230,175,541
26821,60,249,128,72,244,144,125,81,255
26822,6,16,4,8,31,10,5,4,12
26824,4478,5767,3630,3121,7814,4706,3161,1558,5415
26827,51,227,98,88,275,101,125,66,205
26828,4,28,12,7,6,6,14,3,18
26829,87,276,158,65,178,50,61,19,105
2683,162,234,103,161,299,163,134,114,130
26830,7,20,15,12,33,16,17,8,37
26831,81,596,285,81,364,136,74,66,294
26832,294,1326,775,227,773,272,315,212,1317
