Geneid,featureCounts on data 314: Counts_HISAT2 on data 22 and data 21: aligned reads (BAM),featureCounts on data 322: Counts_HISAT2 on data 30 and data 29: aligned reads (BAM),featureCounts on data 324: Counts_HISAT2 on data 32 and data 31: aligned reads (BAM),featureCounts on data 332: Counts_HISAT2 on data 40 and data 39: aligned reads (BAM),featureCounts on data 336: Counts_HISAT2 on data 44 and data 43: aligned reads (BAM),featureCounts on data 340: Counts_HISAT2 on data 48 and data 47: aligned reads (BAM),featureCounts on data 346: Counts_HISAT2 on data 54 and data 53: aligned reads (BAM),featureCounts on data 348: Counts_HISAT2 on data 56 and data 55: aligned reads (BAM),featureCounts on data 360: Counts_HISAT2 on data 68 and data 67: aligned reads (BAM)
51350,0,0,0,0,0,0,0,0,0
51351,2738,1785,1296,2011,1744,1176,2029,2324,1466
51352,0,0,1,0,2,0,0,0,0
5136,9309,5299,5484,11864,7187,6260,11338,9963,10643
51360,2258,1028,1038,1553,1640,1265,2019,1957,1449
51361,5855,3141,2897,5457,4494,3332,4834,5116,3922
51362,4698,2979,2865,5240,4645,3061,4710,4858,4046
51363,3963,2050,2803,4268,3514,2757,3461,4128,3417
51364,37,20,35,29,35,17,22,32,21
51365,16,19,11,22,75,16,12,35,17
51366,18763,12209,10686,14768,14649,10304,15797,18382,14030
51367,248,224,155,210,260,138,246,279,309
51368,574,339,330,635,539,389,532,725,507
5137,6825,5469,3993,7965,5384,5109,7843,11905,5592
51371,2053,1680,1604,2883,2519,1728,2706,2871,2490
51372,2381,1982,1893,2654,2289,1535,2328,2461,2156
51373,550,415,459,827,555,447,768,746,695
51374,384,331,223,404,528,327,482,656,426
51375,720,481,396,692,598,440,674,809,604
51377,8163,4621,4623,7758,6222,4803,7925,7936,6405
51378,17,4,2,6,8,11,3,17,8
51379,1838,1556,1242,1739,1373,1030,1523,2027,1580
5138,9644,4736,6686,10158,8133,4897,6842,8666,5611
51380,878,721,760,792,593,495,615,782,548
51382,5384,4253,4344,7801,5870,4780,7582,7333,6784
51384,171,110,157,202,151,141,146,208,146
51385,1264,804,837,1302,784,705,853,959,719
51386,5417,4516,5121,8071,5881,4684,6675,7413,6020
51388,599,403,392,752,656,416,688,757,638
51389,2193,1914,1922,2805,2081,1693,2269,2790,2017
5139,788,658,398,474,1051,319,735,779,440
51390,4216,2661,2462,3434,3232,2161,3399,4229,2717
51393,184,159,159,299,257,219,183,255,274
51397,1197,722,801,1229,1160,837,1340,1491,1182
51398,245,143,193,334,244,160,262,305,207
51399,581,525,403,1017,964,622,841,893,853
514,389,540,505,733,724,559,715,933,623
5140,2431,2029,1255,2078,1982,1260,2445,2571,1907
51400,5314,2960,3362,5609,4376,3483,5938,5648,5076
51406,1599,1085,1321,2333,1724,1179,1803,2106,1700
51409,305,234,267,383,339,239,294,407,330
5141,2627,838,1579,1702,1180,980,1329,1825,853
51411,108,172,231,392,391,151,266,290,116
51412,1309,591,762,1162,945,732,1060,1024,1097
5142,7333,4760,3442,8499,5835,4439,6419,8832,5914
51421,1878,806,908,1783,1448,1035,1372,2474,1303
51422,3606,1694,1838,2557,1935,1449,1848,2545,1633
51426,3493,2716,2096,3673,2996,2421,3500,4277,2985
51427,1199,774,453,970,1129,575,1231,1509,794
51428,2633,1319,2349,2883,2347,1754,2278,2565,1903
51429,2652,1630,1485,2747,2432,1765,2529,3105,2291
5143,330,284,265,421,293,148,299,296,152
51430,4930,3113,2367,4324,4564,2836,5133,5768,4310
51433,4115,2861,2554,4205,3433,3030,3904,5309,3733
51434,2814,1912,2095,3220,2634,2106,3123,3179,2895
51435,2604,1909,777,1819,2794,1033,2273,2924,1913
51438,0,0,0,0,0,0,0,0,0
51439,5128,3218,2481,5341,4847,3275,5247,6231,4917
5144,15787,9169,7316,14168,12878,9169,13101,14249,12075
51440,23629,16544,13629,28241,19352,13645,19165,28321,18752
51441,2359,1269,1422,2722,2362,1709,2656,2851,2384
51442,0,4,0,0,0,0,0,0,0
51444,1319,1059,858,1450,1283,983,1464,1971,1249
51447,2342,1494,1450,2741,2252,1501,2349,2675,2132
51449,7792,4154,4523,8841,7690,5736,8815,10137,7878
5145,30,21,58,35,30,23,40,50,24
51450,4,5,0,5,0,6,0,4,2
51451,1528,856,1036,1666,1367,1067,1622,1870,1434
51454,2672,1560,1427,2219,2046,1361,2404,3111,2086
51455,4327,3191,3129,4239,3999,2942,4462,4950,3659
51458,159,63,89,111,72,99,167,125,106
5146,80,46,33,23,36,28,49,48,48
51460,1516,986,959,1498,1324,930,1428,1725,1351
51463,251,144,189,124,128,141,172,198,169
51465,2350,1334,1462,2843,2323,1349,2758,3396,2221
51466,5586,3026,4699,5528,3350,2451,3433,4106,2511
5147,655,481,423,670,571,412,621,698,649
51471,32,27,43,37,21,34,22,24,26
51473,443,223,183,393,450,332,354,347,373
51474,1353,947,912,1357,1125,775,939,1439,846
51475,0,0,0,0,0,0,2,0,0
51477,107,66,110,134,121,80,96,135,73
51478,177,158,132,226,195,172,249,349,243
51479,4827,2843,2478,3981,3454,2590,3464,5457,2737
5148,2,0,0,0,0,1,0,0,0
51480,0,0,2,0,0,0,2,0,0
51481,0,0,2,0,0,0,0,2,0
5149,7,11,7,5,23,6,21,36,9
51490,608,360,453,688,515,411,479,642,419
51491,364,206,248,427,304,193,248,324,242
51493,2484,1684,1643,3247,2677,1900,3144,2987,3004
51495,11920,8946,6011,14002,14129,8536,14510,16440,12554
51496,3423,2107,1796,3356,3170,2286,3571,4011,3026
51497,1365,1034,1138,2087,1526,1120,1533,2289,1370
51499,461,355,314,774,622,433,711,702,625
515,4792,4149,3434,6738,5914,4064,6927,6788,6360
5150,1701,1269,1115,1367,1613,1016,1851,2156,1340
51501,762,719,513,1306,980,750,1100,1095,1077
51503,2676,2088,1824,3508,3067,2199,3542,3559,2989
51504,1133,954,981,1822,1276,1136,1501,1662,1417
51506,1666,1083,1245,2101,1504,1159,1350,1726,1428
51507,5126,4011,3538,6540,5452,3850,6037,6417,5118
5151,3340,2453,2518,3354,2608,3387,3952,7452,2790
51510,4957,4108,3677,6559,5365,4153,6439,6465,5802
51512,10,11,9,8,10,6,6,18,16
51513,40,7,21,28,6,16,4,32,13
51514,23,12,15,51,31,6,39,38,28
51517,1965,602,1006,1400,1252,1068,1415,2159,1514
5152,560,432,306,674,511,301,481,550,297
51520,11425,8515,7474,12723,11466,8690,13498,13597,11565
51522,959,884,717,1613,1298,911,1598,1490,1338
51523,2758,1430,1558,3016,2407,1521,2527,3073,2020
51524,447,336,341,437,386,256,360,514,320
51526,1375,940,857,1523,1381,860,1439,1644,1559
51527,1355,1047,1132,2075,1513,1214,1675,2096,1882
51528,1851,1589,1116,2173,1922,1535,2619,2792,2503
51529,338,220,314,499,355,279,356,421,335
5153,2501,865,1259,2103,1964,1343,2023,2249,1903
51530,379,289,264,420,401,293,428,393,363
51531,1234,830,754,1242,1023,873,1214,1466,999
51533,404,231,298,333,327,230,380,422,259
51534,4838,3451,3379,6223,4539,3418,5838,5838,4759
51535,3600,2746,2882,4598,3730,2604,4044,4544,3469
51537,76,77,63,125,94,85,82,86,83
51538,5080,3674,3597,6310,4516,3130,5361,5212,4503
5154,1386,920,924,1909,1314,1005,1388,1798,1162
51540,1,3,2,3,5,3,4,4,9
51542,2296,1703,1372,2090,2002,1511,2316,2758,2024
51545,48,27,24,58,45,50,38,47,39
51547,237,182,264,292,188,192,218,259,184
51548,110,48,76,94,105,62,77,125,94
5155,526,259,225,629,439,306,305,452,332
51550,677,471,460,776,675,453,694,806,644
51552,8767,4632,4321,8064,6569,5061,8406,10159,6190
51554,166,103,68,59,55,56,95,110,88
51555,32139,16430,17391,33951,22038,20068,31984,36072,21704
51557,25,28,15,38,26,27,53,51,32
51559,9043,4095,5245,9827,6540,5903,9280,7375,6712
5156,7059,6406,5344,9974,6821,3467,5075,5275,4226
51560,39877,15118,22128,34536,27461,21626,33037,37556,26999
51561,21,6,8,24,17,7,15,17,2
51562,1026,634,663,1018,1058,622,913,1109,807
51564,494,390,432,528,345,292,338,486,215
51566,11061,7659,7348,14540,10099,8729,13945,12895,11282
51567,2731,1746,1600,3423,2822,1987,3012,3410,2542
51569,4976,4901,4201,7095,6116,4546,7070,7906,5585
5157,29,30,19,41,49,40,16,63,23
51571,8291,5805,5551,11444,9000,6671,10599,9769,9560
51573,3956,3005,2750,5554,3969,2891,4772,5386,3818
51574,3119,2344,1698,3586,2785,1974,3036,3801,2628
51575,4963,3052,2823,4561,4016,3097,4339,4861,3645
5158,1330,731,1074,1134,660,955,655,1486,432
51582,15736,11654,10693,22229,17917,11853,19473,20826,17188
51585,6691,4405,4039,6203,5962,4128,6505,7285,5296
51586,1618,766,1068,1267,870,714,914,1250,754
51588,629,313,416,682,555,365,550,835,513
5159,1468,1082,825,1387,1613,763,1184,1475,1103
51592,13782,7954,7779,12342,10578,7685,12519,13865,10637
51593,2292,1140,1581,2682,1408,1135,1257,2054,1379
51594,13063,10076,10108,15961,13577,9957,14661,16096,13797
51596,303,4,6,16,20,12,8,8,15
51599,138,118,140,166,95,97,131,168,118
516,686,508,727,1061,696,582,703,788,834
5160,5527,3676,3695,6735,5206,4087,6078,5921,5592
51601,237,212,124,264,242,152,309,351,202
51602,3269,2286,2055,3093,2688,2236,2782,2905,2711
51603,1247,668,735,1288,1149,762,1441,1454,1169
51604,935,456,518,838,934,615,871,1339,723
51605,1134,746,963,1292,1075,888,1348,1398,1230
51606,7597,4626,4905,9815,9413,6881,10305,9795,9478
51608,808,381,413,742,563,401,511,698,554
5161,0,0,0,0,0,0,0,0,0
51611,664,425,386,725,557,413,702,756,544
51614,1708,1105,1240,2134,1699,1393,1899,2072,1708
51616,2861,1793,1575,2934,2855,1892,3280,3886,2740
51617,19474,10853,11198,21712,16947,11379,17154,18510,14756
51619,1568,882,851,1498,1243,870,1330,1582,958
5162,3404,2560,1903,4939,3842,2719,4212,4484,3608
51621,240,286,166,373,22,166,305,356,91
51622,877,511,481,765,653,442,755,1056,713
51626,2145,1501,1522,2106,1666,1410,2068,2340,1973
51629,399,236,328,477,374,315,271,527,336
5163,1439,1177,788,1328,1228,1027,1536,1716,1301
51631,425,266,186,250,270,229,329,445,324
51633,2122,1749,1365,2702,2240,1555,2568,2869,1997
51634,1099,902,826,1340,1242,836,1276,1232,1153
51635,2125,1611,1286,3091,2778,1870,2901,3072,2892
51637,2259,1836,1671,3192,2456,1760,2863,3124,2617
51639,601,675,563,1100,1057,629,948,1106,881
5164,1799,679,798,1447,1516,842,1306,1620,1221
51642,571,446,482,837,572,551,813,835,749
51643,1202,969,545,1245,1682,758,1503,1720,1195
51645,1027,825,799,1444,1180,774,1285,1370,1110
51646,9591,6358,7330,12503,9141,6898,10912,11884,9052
51647,333,283,306,583,364,318,431,448,458
51649,2408,1718,1823,3172,2535,1990,2949,3037,2678
5165,21659,10669,10894,20163,14275,12440,23400,22413,18097
51650,858,616,629,925,827,626,1004,910,758
51651,679,482,475,872,545,454,717,794,600
51652,216,166,195,349,324,208,232,311,289
51654,1383,985,1047,1510,1278,916,1173,1498,1126
51655,1252,592,284,1067,848,588,493,653,1127
51657,302,276,288,356,302,223,236,299,267
51659,53,41,29,40,57,28,43,59,47
5166,2160,2725,395,1451,2624,1176,2065,3165,1505
51660,2558,2055,1557,2759,2579,1697,2749,3160,2429
51661,149,103,101,159,149,103,146,147,114
51663,12691,9135,8835,16436,14175,9292,13072,16279,11695
51665,3579,1886,1933,3391,2705,1800,2735,4069,2428
51666,169,94,51,100,221,154,140,345,152
51667,3469,2351,2239,3689,3151,2207,3445,3916,2896
51668,493,352,302,573,396,300,483,521,483
51669,28392,18826,16173,35819,30340,21329,33849,34764,33832
5167,118,100,101,137,141,117,156,231,161
51673,956,653,754,1294,939,859,1054,2340,904
51676,25,5,0,11,0,2,3,8,2
51678,13567,10769,8033,14766,15685,9870,14070,16898,11881
5168,3071,2865,2708,6847,4539,4037,6177,16422,3287
51684,667,318,310,538,494,292,375,553,280
51686,91,31,69,81,66,38,81,75,47
5169,98,81,63,95,52,57,73,89,47
51690,110,126,118,161,156,101,160,163,159
51691,4344,3609,2406,4374,4580,3058,5220,6394,4635
51692,1631,1100,992,1697,1518,1174,1652,1852,1754
51693,872,663,761,1142,953,654,942,1096,831
51696,5764,4000,3497,6813,4227,3527,6148,6735,4905
51699,2478,1664,1856,3193,2518,1840,2818,3203,2688
517,1370,1047,1280,1916,1534,1079,1530,2039,1389
5170,5069,2457,2894,5245,4016,2542,4072,4936,3456
51700,143,95,134,168,158,142,217,489,141
51701,18678,11002,10869,21124,15963,11839,17683,18564,15035
51702,0,0,0,0,0,1,0,0,0
51703,390,295,177,382,580,265,368,384,362
51704,7759,4598,1849,5412,7101,3125,5967,13927,4728
51705,260,298,198,442,524,287,366,459,272
51706,1033,592,547,964,1196,628,1143,1224,979
51710,879,513,585,734,617,763,761,882,601
51714,5789,4719,3651,7597,7688,4621,7694,9142,7426
51715,2701,2119,1658,3383,3058,2003,3136,4062,2902
51716,0,2,2,2,0,0,0,2,1
51719,14594,9383,9004,18646,13884,11116,17508,17028,15053
5172,1064,699,792,716,530,493,721,999,684
51720,2779,2037,2000,3357,2848,1966,2615,2984,2290
51725,629,245,371,510,481,471,682,703,637
51726,1684,1215,853,2435,1975,1244,1788,2116,1533
51727,7132,5289,4718,8613,6647,5273,8743,9157,7907
51728,694,259,401,636,586,339,580,685,494
51729,4894,1961,2489,3980,3523,2409,3678,4429,2913
5173,188,91,100,180,112,55,117,92,131
51733,12,12,7,22,11,5,9,11,8
51734,91,41,67,92,67,34,95,125,60
51735,7920,5703,4786,7498,5041,5241,6570,8490,6158
51738,28,8,23,19,19,13,28,36,9
5174,100,90,60,83,86,45,109,106,91
51741,1096,785,515,915,842,600,890,1191,740
51742,11023,7572,7685,11111,9013,6983,9446,11572,8188
51744,14,39,38,70,43,34,30,52,57
51747,13608,10535,8103,11596,8847,6843,9174,11440,8743
5175,704,987,438,1969,2176,757,1101,1485,1048
51750,12,6,11,5,4,8,8,10,5
51751,44,148,95,125,88,65,80,97,60
51752,2391,1663,1398,2348,2067,1578,2771,3324,2154
51754,1307,568,864,982,806,518,768,1116,560
51755,4754,2972,3632,4618,3156,2420,3563,4564,2990
51759,3602,2440,2436,4159,3527,2585,3609,4071,3316
5176,1951,838,778,2007,1369,965,1910,1537,1584
51760,1535,1153,1302,1933,1613,898,1362,1815,1286
51761,16176,7611,8926,14866,10842,9344,14718,14340,12666
51762,3777,3085,2276,5201,3917,3090,4625,5465,4049
51763,819,482,521,1031,730,560,830,1085,675
51764,25,9,8,51,15,10,14,51,13
51765,176,177,109,286,208,116,232,160,176
51768,4024,2249,2057,4425,3268,2824,3964,4536,3489
51773,18967,10198,10328,16944,14658,10145,15728,18246,11995
51776,1409,1172,711,1652,1577,1098,1678,2086,1278
51778,104,88,79,121,104,74,80,111,59
5178,49111,27130,26711,56934,40997,31411,50087,49568,45814
51780,8207,4543,4830,7738,7121,4434,6488,8328,5309
5179,147,180,185,227,391,140,137,224,199
518,2752,2076,2395,4274,3133,2219,3328,3476,3435
51802,0,0,0,0,0,0,0,0,0
51804,415,158,182,389,383,256,319,397,320
51805,504,319,407,695,657,439,707,701,700
51806,0,0,0,0,0,0,2,0,0
51807,1669,995,1192,2154,1559,1292,1715,1818,1948
51808,5269,3278,3155,6228,5590,3333,5309,5775,4631
51809,1541,1186,796,1297,1237,753,1339,1947,1093
51816,250,276,198,435,427,195,302,590,208
5184,716,357,397,922,855,587,757,1096,713
5187,1330,491,710,855,1030,854,831,1081,749
5188,1829,992,1374,2616,1880,1442,2031,2616,2109
5189,3727,3088,2443,3504,3421,2779,4195,4684,3466
5190,641,516,432,883,523,584,481,799,565
5191,313,262,254,276,294,239,345,432,311
5192,386,228,251,395,352,257,400,453,286
5193,501,419,248,555,509,324,578,665,499
5194,2140,1692,1357,2454,2101,1510,2374,2606,2136
5195,762,341,442,615,527,379,584,716,537
5196,0,2,0,0,61,0,0,1,0
5197,0,0,0,4,40,0,0,0,0
5198,765,439,595,803,639,439,659,761,585
5199,29,25,36,23,32,16,23,37,16
52,4560,3594,3749,6194,4755,3547,5807,5561,5135
5201,2440,1815,2109,3052,2704,1916,2886,2788,2395
5202,1853,1058,1326,2134,1464,1005,1418,1859,1205
5203,1711,1598,1490,2411,1985,1523,2407,2236,2289
5204,4540,4148,4172,6361,5017,3793,5552,5876,4525
5205,1018,778,781,1179,623,631,945,1045,621
5207,65,31,35,44,39,38,64,60,34
5208,5641,3533,2722,4638,6874,3736,6463,9646,4998
5209,5423,2961,2409,4832,3275,2869,3267,5362,3337
521,1680,1470,1598,2067,1426,1187,1713,1752,1620
5210,233,138,182,237,191,135,204,292,170
5211,3208,1890,1855,3103,3300,2106,2368,3632,2424
5212,89,53,36,132,87,50,62,65,68
5213,11176,7218,6866,12732,11570,7732,13400,13209,11724
5214,9078,4432,4905,9603,6352,5841,10229,9627,9421
5216,971,683,784,1277,1217,697,1027,1461,908
5217,24729,12284,13958,24300,17340,13974,22537,26737,18480
5218,22337,13381,14428,25480,16894,15869,25873,23335,22638
522,2070,1304,1501,2563,1875,1364,2035,2379,1910
5222,4,8,2,5,7,1,1,2,2
5223,2094,1322,1352,2411,1933,1505,2438,2460,2393
5224,227,157,161,264,163,153,175,257,132
5225,2,0,1,0,2,0,1,0,0
5226,2993,1557,2075,3455,2844,1909,3206,3913,2957
5228,10,22,26,23,26,31,16,18,22
5229,4130,2738,1562,3179,3684,2220,3895,4866,3297
523,32222,19237,18686,38612,29182,23862,42802,38429,39816
5230,11695,8386,8522,17013,13645,11102,16792,16756,15861
5232,1,0,0,1,2,0,3,0,0
5236,2151,1586,1069,2017,2441,1320,2260,2893,1962
5238,2600,2044,1288,2310,2372,1666,2468,3203,2235
5239,205,235,186,382,418,208,273,461,229
5241,139,146,71,148,180,117,193,261,152
5243,1235,1562,929,2259,2398,1387,2026,2461,1692
5244,87,103,52,102,185,61,84,106,68
5245,1389,1264,1120,2271,1928,1348,1978,2338,1848
525,25,12,13,25,7,10,5,18,7
5250,9345,6086,5678,11516,9543,7286,11338,11382,11883
5251,197,102,84,120,149,107,177,217,128
5252,5,0,3,5,0,5,4,9,24
5253,2049,1108,1491,2098,1795,1275,1514,2298,1234
5255,1157,944,337,917,1295,406,973,1153,691
5256,854,547,625,623,724,531,681,845,637
5257,7224,5208,4956,7549,6131,5004,7584,8208,5781
526,22439,11984,12432,26778,19063,16593,27219,24980,26600
5260,168,104,73,77,179,92,150,216,127
5261,643,410,494,777,573,455,673,809,601
5264,1223,731,701,1163,1229,870,1293,1390,1074
5265,2,5,2,23,32,4,18,17,14
5266,2,0,0,2,1,0,0,0,0
5267,0,0,0,0,0,0,0,0,0
5268,2,0,0,0,2,0,0,1,1
5269,1524,1353,922,1729,1577,970,1646,2405,1264
527,1938,469,834,1329,723,520,788,1143,677
5270,6834,4857,2811,5896,8425,3048,5608,7969,5626
5271,223,126,126,202,212,151,186,270,175
5272,965,803,732,1356,1060,743,1131,1201,959
5273,2,2,0,2,0,2,0,0,4
5274,19540,12140,12356,26367,21229,16530,26216,22756,23573
5275,4,12,10,9,13,3,6,11,5
5276,131,86,91,115,181,83,132,168,95
5277,533,518,206,493,627,368,591,874,483
5279,421,330,311,545,408,326,522,549,458
528,22584,11825,13191,25318,19380,15701,26127,25471,22505
5281,246,198,161,277,236,211,348,446,264
5283,349,288,235,488,427,301,501,521,486
5284,0,1,0,2,7,0,0,1,4
5286,13168,10052,4666,8986,13514,6240,12470,17071,8671
5287,1940,959,1067,1640,1143,1048,1343,2662,1077
5288,212,95,64,134,115,47,80,173,64
5289,10019,7023,5965,10407,9094,6271,10512,10727,8886
529,12362,7384,10004,17308,13386,10845,17808,16258,15791
5290,8821,5938,4088,8667,7484,5230,9176,9451,7789
5291,8109,3652,4152,7220,5805,4942,7948,8244,5779
5292,359,190,241,481,340,171,387,379,246
5293,953,521,636,1058,450,371,617,665,475
5294,251,300,357,568,298,389,536,446,363
5295,52798,24298,29414,51749,39804,31760,49298,49891,40619
5296,3247,1083,2133,2778,2368,1203,1821,2519,1422
5297,34675,10154,18626,26036,19849,14909,23210,27947,18450
5298,3065,1554,1726,3075,2540,1931,2649,3578,2394
53,834,395,461,871,649,507,747,817,644
5300,3759,2481,3274,4749,3730,2682,4111,4035,3318
5301,87,67,52,41,48,35,49,86,45
5303,702,678,655,1178,846,706,1007,973,834
5304,10,2,6,3,2,23,24,25,12
5305,8107,5548,5360,10153,6452,6941,9250,17296,7035
5306,10623,4349,5990,9633,6846,4916,7698,9534,6219
5307,0,0,0,0,0,2,0,1,0
5308,0,0,0,0,0,0,0,0,0
5309,0,5,6,0,0,0,0,5,0
5310,4331,3268,4987,5225,2996,2540,3061,3858,2457
5311,3404,2877,2160,3042,2803,2155,2918,4038,2525
5313,2,0,0,0,0,0,0,0,0
5314,34,20,24,14,16,28,25,21,34
5315,39447,21251,23638,44290,35813,28185,44081,43793,41701
5316,1058,696,710,1235,862,691,1017,1327,758
5317,108,22,38,101,54,23,85,55,66
5318,577,325,328,323,747,280,372,480,454
5319,2,2,0,3,4,1,2,0,2
5320,0,0,0,0,0,0,0,0,0
5321,329,392,370,581,531,396,619,642,388
5322,187,201,35,139,207,43,110,157,124
5324,531,409,259,525,496,457,586,640,465
5325,516,384,358,395,333,186,375,460,272
5326,397,214,231,279,285,231,249,425,229
5327,347,320,282,604,621,394,465,600,377
5328,30,25,6,28,37,14,13,23,14
5329,50,55,39,68,57,41,42,64,30
533,831,712,650,1509,1085,834,1302,1284,1134
5330,483,330,684,774,447,343,385,519,450
5331,379,225,235,384,418,222,295,506,238
5332,2837,1925,2033,3479,2956,1918,2626,2746,2053
5333,397,329,204,398,461,234,398,640,358
53335,5014,1892,1914,3067,2393,1819,2699,3109,1863
53336,0,0,0,0,0,0,0,0,0
53339,8632,6859,5426,12360,9828,7475,11709,11822,10734
5334,7463,4245,4680,7575,6105,5494,8017,10187,5941
53340,370,214,283,399,326,260,373,377,368
53342,1564,1183,694,1539,1793,859,1441,2164,1165
53343,1694,864,1063,1617,1318,970,1420,1744,1373
53344,7591,4515,4187,8515,6300,5333,8775,8978,7138
53345,3,6,6,2,7,11,5,6,17
53346,4446,3171,2957,5130,3544,3421,5148,4819,4164
53347,0,1,2,4,4,0,6,2,0
53349,1623,749,856,1701,1214,809,1238,1649,1015
5335,5278,3338,2841,4861,3914,2590,3625,4931,3393
53353,35177,27297,30440,38477,24192,23799,38719,39336,32064
53354,1779,1226,975,1980,1735,1245,1619,1919,1669
53358,42300,25600,23821,47614,32735,24438,33530,44898,30171
5336,372,537,445,837,809,495,701,935,613
5337,1388,1021,967,1912,1138,1540,1677,3742,1001
53371,1793,1464,1256,2050,1954,1442,2337,2366,1754
53373,1831,1292,954,1631,1749,1047,1526,1738,1235
5338,406,263,290,342,476,243,239,555,238
5339,11852,5812,9626,10996,9670,6034,7282,10827,5163
534,0,0,2,0,0,0,2,0,0
5340,83,69,32,41,45,30,38,55,27
53405,691,352,242,633,661,384,576,696,502
53407,1265,952,910,1482,1268,973,1252,1468,1313
5341,128,232,87,179,264,131,189,220,130
5342,87,49,64,41,57,26,43,64,47
5343,138,111,111,127,94,73,81,164,74
5345,3,0,0,0,0,0,0,0,0
5346,102,65,21,85,97,43,81,204,74
5347,73,72,76,68,49,23,48,41,34
5348,336,249,177,333,370,199,356,444,298
5349,29,18,12,56,34,24,32,52,24
535,20930,9772,12551,20757,16306,12314,20463,22018,17227
5350,343,249,127,173,342,138,215,217,195
5351,977,598,566,1205,808,507,643,1105,646
5352,2596,2189,884,1681,2080,1019,2002,2689,1704
5354,38340,50460,35277,92279,65405,54973,90136,219041,41296
5355,6,20,16,33,34,12,12,33,12
5356,4004,2910,2078,4588,4550,3107,5051,5379,4011
5357,756,437,408,986,625,460,741,764,686
5358,4720,3625,2706,5146,5551,3502,6127,7129,4289
5359,426,341,240,437,530,322,471,538,422
5360,725,516,194,404,855,399,622,1064,529
5361,6576,2842,3908,7318,4604,3109,4588,5341,3662
53615,1707,1068,1191,2159,1459,839,1438,1396,1184
53616,26332,13933,14603,26685,23128,17470,29681,26018,24913
5362,8997,3669,4653,6961,5699,3992,5698,7117,5143
53630,161,133,115,151,92,85,161,180,77
53632,1,0,0,2,2,0,2,0,3
53635,1183,586,774,1078,928,804,892,1280,772
53637,278,188,223,329,317,263,271,752,226
5364,2881,2117,1406,2822,2456,2163,2654,4451,2455
5365,772,318,388,681,443,607,489,1097,534
5366,52,77,28,75,135,65,130,165,134
5367,5,0,5,9,2,0,8,4,11
5368,122,157,107,158,250,64,120,176,155
5369,13,23,9,9,9,0,12,12,17
537,3776,1289,1614,3253,2611,1871,3026,3398,2797
5370,0,0,1,0,0,0,0,1,1
5371,457,171,286,303,255,143,279,333,193
5372,1063,416,729,1110,862,520,794,951,770
5373,372,341,421,516,352,286,338,413,286
5375,25644,22319,9331,18365,29390,13670,28965,40820,18788
5376,1462,1676,520,1831,2377,1032,2092,4768,1315
5378,2432,1853,1621,2467,2139,1678,2464,2645,2177
5379,669,461,613,752,564,409,645,718,447
538,1074,877,685,1272,1114,842,1270,1584,1127
5380,70,14,68,66,42,25,21,33,45
5382,304,223,229,382,238,191,278,276,219
53820,3,0,0,1,0,0,0,0,0
53822,694,296,397,591,360,294,421,429,369
53826,6529,2622,3049,5314,3590,3346,4449,6034,4130
53827,106,90,93,151,161,105,70,127,85
53828,2,0,0,0,3,4,0,15,0
53829,577,709,342,761,676,405,675,889,507
5383,186,108,185,200,161,94,379,168,175
53831,23,8,12,13,13,8,20,20,9
53832,87,91,51,85,252,67,120,194,78
53833,34,16,25,17,26,22,28,32,22
53834,773,556,140,555,1008,344,655,719,615
53836,260,102,58,67,76,60,107,178,129
53838,402,289,277,504,264,240,382,449,305
53840,9,10,1,2,3,1,6,5,2
53841,4,0,2,1,0,3,0,0,1
53842,0,0,0,0,0,0,0,0,0
53844,34587,13977,13741,18164,16155,12257,21197,25364,14678
5387,525,555,530,645,469,359,358,548,314
539,3633,2567,2922,4748,3948,2792,4280,4769,4502
53904,20,28,22,33,84,16,16,36,40
53905,318,168,198,214,156,128,159,271,111
53916,0,0,0,0,0,0,0,0,0
53917,642,482,553,737,613,350,526,624,475
53918,710,610,518,1024,997,689,962,1010,974
53919,3601,2812,367,1136,4295,859,2360,3247,2446
5393,1194,917,815,1387,1166,865,1333,1424,1039
53938,751,601,445,686,743,487,710,1012,812
5394,4310,3361,3789,4108,3227,2456,3229,3934,2726
53940,0,0,0,0,0,0,0,0,0
53942,2371,2024,2013,2724,3760,1901,2961,2999,3078
53944,2255,1420,1234,2431,1930,1382,1931,2467,1902
53947,10,30,14,39,42,41,47,19,25
5395,3102,2134,1958,2998,3001,2141,3679,3480,3240
5396,1251,663,418,1026,860,525,605,1440,685
53981,3836,2584,2215,4363,4048,2721,3987,5298,3475
54,7,10,4,9,17,8,11,21,8
540,778,531,638,720,598,446,524,708,574
54014,30332,20838,18322,28973,26395,19395,28841,34543,25261
54020,996,481,661,743,641,480,586,831,588
54033,395,354,291,620,399,504,649,607,534
54039,324,78,190,200,114,85,141,225,142
54055,12,3,17,11,30,21,25,12,3
54058,82,53,56,64,70,61,67,88,48
54059,372,179,222,247,199,199,254,385,183
5406,0,0,0,0,3,0,0,0,0
54064,0,0,0,0,1,0,0,0,1
54065,4,6,1,2,5,4,10,20,1
54067,3,0,0,3,0,0,2,4,0
54069,235,170,134,249,208,196,215,263,173
5407,2,0,2,0,1,0,5,0,0
54072,199,131,122,109,106,104,175,158,104
54075,4,0,0,0,0,0,0,6,3
5408,0,0,0,0,0,0,0,0,0
54082,1,8,8,2,1,3,1,1,2
54084,8,6,16,9,6,9,9,12,4
