Geneid,featureCounts on data 240: Counts_HISAT2 on data 12 and data 11: aligned reads (BAM),featureCounts on data 246: Counts_HISAT2 on data 18 and data 17: aligned reads (BAM),featureCounts on data 248: Counts_HISAT2 on data 20 and data 19: aligned reads (BAM)
64110,1771,1901,2155
64111,1,0,0
64112,8,36,34
64114,2976,1120,1171
64115,672,342,296
64116,693,512,446
64118,698,454,414
64121,929,844,879
64122,806,585,527
64123,169,168,156
64127,35,1,4
64129,130,146,70
641298,2911,2434,2217
64130,264,330,353
64131,3082,3078,4045
641311,0,0,0
64132,797,616,513
641339,607,493,484
64135,1044,286,349
641364,560,138,232
641365,5,5,5
641367,0,0,0
64137,199,449,319
641371,259,54,148
641372,126,110,78
641373,191,55,69
641384,31,31,35
6414,2388,692,780
64145,6250,4880,5533
641451,15,12,16
641455,2,0,2
64146,13,15,9
641467,270,272,290
64147,1762,418,295
64149,1350,1498,1393
6415,3017,2832,2951
64150,0,2,8
64151,19,30,33
641515,3,2,2
641516,5,15,12
641517,81,50,74
641518,39,4,6
6416,4573,8599,9779
641638,1453,992,1060
641648,716,325,332
641649,250,133,153
641654,0,0,0
64167,785,137,414
64168,8243,14031,15534
64170,115,54,69
641700,40,40,60
641702,0,0,0
64172,743,461,432
64174,83,22,28
641746,4,8,10
64175,407,337,225
6418,12116,7839,9541
64180,8,2,8
64184,5,0,2
6419,835,498,463
641977,1414,1260,1014
642,938,679,642
642006,2,2,0
64207,1114,736,914
64208,312,455,464
6421,20207,13844,12824
64210,2048,1826,1738
64211,0,4,0
642131,0,0,0
64215,1412,910,787
64216,294,339,328
64218,865,1042,1349
64219,3285,3665,4607
6422,2174,652,800
64220,4,20,11
64221,647,447,315
64222,440,279,311
64223,739,755,648
642236,143,149,145
64224,1865,1317,1346
642249,0,0,0
64225,3390,3045,3152
642273,547,397,613
642280,638,790,609
6423,1210,165,151
64231,635,60,88
64232,0,1,0
642345,112,225,324
64236,162,110,90
642361,29,41,59
642366,77,2,9
642394,47,30,1
6424,778,72,99
64240,85,75,66
642402,5,0,0
64241,33,96,49
642423,2,1,1
642426,2,0,0
642446,0,2,0
642475,2,0,0
642477,23,41,2
6425,32,18,22
642515,17,3,2
642517,430,313,212
642559,21,9,4
642569,0,0,0
642574,0,2,0
642587,2,0,3
642597,16,115,74
6426,10796,7327,7541
642612,0,0,0
642623,1,0,0
642633,3,2,0
642636,16,18,15
642643,0,1,1
642658,100,63,30
6427,2806,2074,2129
642757,149,73,62
642776,651,589,512
642778,10,9,6
642799,25,17,10
6428,6781,4449,4819
642819,1419,359,278
64282,2117,1824,2367
642826,771,584,492
64283,1138,1124,2178
64284,19,27,16
642843,23,9,11
642846,183,81,8
64285,230,163,135
642852,1937,1231,2604
642864,11,0,3
64288,497,563,562
6429,4596,2584,2411
642924,152,86,116
642929,28,3,3
642938,762,468,587
642943,8,19,4
642946,61,58,83
642968,1390,2436,2138
642976,89,84,65
642987,9039,2161,2493
643,9,15,6
6430,14843,7797,7656
643008,626,134,117
643036,31,30,18
643037,414,55,68
643072,98,79,93
6431,8809,4096,4630
643155,1804,1230,1435
643160,0,3,0
643161,0,0,0
64318,1953,977,979
643180,183,294,215
64319,1106,654,512
6432,4241,3414,3600
64320,651,549,591
643201,127,25,40
64321,19,28,32
643210,45,12,7
643224,90,22,39
643226,2,3,4
643236,71,55,40
64324,10713,8440,8322
643246,141,119,95
643253,357,300,254
64326,2008,2032,2001
64327,3573,4124,4282
64328,3449,2742,2718
6433,4139,1958,1604
643311,0,0,0
643314,2898,1304,1308
64332,401,255,193
64333,351,282,174
643332,2,0,0
643338,161,172,112
643339,20,15,9
643355,111,151,211
643365,2,0,2
643376,280,222,134
643382,23,9,14
643387,10,4,14
643394,32,20,20
6434,4789,3548,3624
643401,2,0,3
643406,33,25,41
643414,0,1,2
643418,3,0,0
64342,482,350,263
64343,2471,2223,2478
643432,56,77,64
64344,824,441,153
643441,1,2,0
643486,4,10,2
643529,240,141,182
643542,15,29,29
64359,285,155,143
643596,31,17,7
643623,45,18,13
643641,2100,1284,1128
643648,0,2,1
643650,46,36,28
643664,38,25,27
643669,52,29,25
643677,114,202,128
643680,48,19,9
643699,1,4,8
643707,6,5,7
643711,62,124,64
643714,2,5,3
643719,23,16,25
643723,123,41,71
643733,8,6,19
64374,1113,801,711
643749,1705,1014,1035
64375,850,424,405
64376,1988,1078,1542
643763,4265,3428,5429
64377,117,98,130
643770,28,7,5
643783,153,166,115
643802,10,3,8
643803,0,0,0
643812,0,0,0
643827,251,220,216
643834,2,0,0
643836,2712,1751,1901
643837,1008,1572,1388
643847,1,0,0
643853,523,516,452
643854,11,4,2
64386,40,42,17
643866,114,40,53
64388,306,552,593
6439,11,10,12
643904,30,8,3
643905,0,0,0
643911,595,12,17
643923,59,57,66
64393,5644,8000,8902
64395,1364,1163,1305
643955,0,0,0
64396,13,11,13
643965,80,11,17
64397,20378,17036,18468
643977,171,24,18
64398,7448,3855,4776
643988,52,126,124
64399,4646,1320,1415
644,885,923,867
6440,42,24,29
64400,3170,2762,3236
644019,956,1187,1013
64403,321,229,205
644041,0,0,2
64405,424,788,602
644050,29,33,21
644054,0,1,0
644068,101,59,49
64407,241,70,104
644070,3,12,17
644076,0,0,0
64409,2218,5015,5075
644093,22,11,15
644096,229,291,222
6441,173,94,80
64410,438,267,219
644100,8,0,2
64411,320,301,130
64412,2071,1568,1521
644128,838,818,891
644139,1183,104,352
644145,0,0,2
644150,1342,1300,1657
644165,5,3,5
644168,22,88,21
64417,507,436,464
644172,0,2,0
64418,1792,1230,1364
644186,13,6,9
644189,22,41,38
64419,836,693,634
644192,19,39,15
6442,27,10,4
64420,1334,1817,1772
64421,1057,790,724
644215,27,32,29
64422,2952,1777,2044
64423,2365,1581,1204
644242,22,111,82
644246,2,0,0
644248,10,7,10
644249,16,18,9
64425,885,657,676
64426,4834,4794,5258
64427,484,237,196
644277,15,2,0
64428,507,483,347
644285,1353,837,633
64429,1164,959,983
6443,5195,3301,4109
64430,4567,2092,2622
64431,1763,1559,1615
644314,0,0,0
644316,5,3,3
64432,2694,2548,2272
64433,8,10,2
64434,1168,960,854
644353,528,308,435
6444,1799,1209,1201
644414,0,2,0
644444,1,3,1
64446,807,6,6
6445,39,113,55
644511,37,26,14
644524,3,0,6
644538,349,174,190
644554,287,149,262
644591,6,2,1
644596,884,1452,1785
6446,4500,1256,1513
644619,55,74,58
644634,0,0,0
644649,7,8,3
644656,205,115,80
644660,34,22,25
644669,2,4,2
644672,0,0,0
644694,0,0,0
6447,121,181,220
644714,28,17,3
644717,0,0,0
644759,30,17,15
644762,60,57,58
644767,71,105,82
64478,5846,9283,7682
644794,50,13,8
6448,297,91,139
644809,41,12,36
644815,24,3,16
644838,4,2,9
644844,5,1,0
644861,0,0,0
644873,1419,787,742
644890,96,9,12
6449,1614,1110,1133
644919,10,1,1
64493,0,0,0
644936,17,12,6
644943,230,40,57
644945,8,0,0
644961,207,162,96
644962,99,111,54
644974,0,3,0
64499,1,0,0
644990,27,32,18
644994,0,0,0
644997,10,8,6
645,512,333,359
6450,1097,441,570
645027,0,0,0
645030,99,29,64
645037,0,0,0
64506,63,50,54
645073,0,0,0
6451,3639,2994,2935
645104,2,0,1
645121,781,506,414
645142,1,0,0
645158,84,30,56
645166,55,56,43
645177,33,48,14
64518,221,48,64
645188,18,2,17
645191,79,58,49
6452,1183,872,622
645202,0,0,0
645206,188,99,99
645212,636,468,549
645249,2,2,0
6453,10804,12133,11121
645323,4116,3601,3979
645332,148,59,46
645339,16,7,5
645354,0,0,0
645355,4,42,3
645359,0,0,0
645367,16,13,9
645369,546,593,572
645382,0,0,0
645402,10,7,4
645414,0,0,0
645425,0,4,0
645426,22,28,26
645431,30,14,21
645432,77,20,38
645434,41,44,44
645455,158,111,155
6455,611,544,454
645513,637,545,455
645520,0,0,0
645528,9,2,2
645553,16,34,21
645591,67,41,19
6456,3321,8839,9421
645638,23,6,7
645644,260,360,243
645676,67,58,65
645682,33,22,10
645683,24,12,16
645687,12,13,7
6457,7637,4105,4073
645700,148,151,150
645745,0,2,4
645752,16,52,8
64577,463,389,216
645784,2250,2041,2464
64579,104,125,150
6458,114,62,39
64581,893,219,197
645811,103,60,23
64582,1794,786,859
645832,7,17,3
645836,2,0,6
645840,6,21,16
645843,407,274,206
645864,0,2,1
645884,0,0,0
6459,97,38,50
64591,0,0,0
645922,0,0,0
64593,2,0,0
645949,0,4,4
64595,1801,1904,1767
645954,16,8,10
645958,167,124,114
645961,8,11,2
645974,97,124,179
64598,99,68,58
64599,2904,1832,1339
645996,49,29,34
646,6,15,10
64600,4,2,1
646000,0,0,0
64601,737,819,765
646019,31,17,31
646023,21,24,17
646024,0,0,0
646029,36,28,19
646074,8,5,4
646096,1,0,0
6461,771,236,224
646113,2212,2710,3291
646127,124,100,84
646168,155,0,21
646174,2,11,2
6462,23,16,18
646201,34,46,31
646214,114,176,72
646243,6,2,0
646262,0,0,0
646268,0,0,1
646278,515,585,352
646282,0,0,0
646300,41,72,68
646324,40,26,77
646396,48,29,19
6464,710,456,481
646405,706,830,696
64641,155,7,9
646424,23,24,17
64645,2621,1894,2422
646450,94,53,53
646457,30,10,7
646471,428,374,266
64648,3,0,0
646480,1,0,0
646486,11,4,4
646498,10,6,1
646508,0,0,0
64651,492,335,361
646522,11,2,4
646576,76,66,55
646588,9,5,8
646600,0,0,0
646603,29,19,25
646625,0,0,0
646626,38,10,16
646627,102,355,241
64663,1,0,0
646643,0,0,0
646658,989,101,103
646670,10,8,3
646719,2713,2573,2670
646730,29,3,5
646736,4,5,4
646743,2,0,0
646754,0,0,0
646762,1147,917,902
646799,6,0,2
6468,1567,830,854
646802,15,1,0
646813,3,1,1
646817,396,207,298
64682,1843,1899,2046
646851,3111,752,546
646862,14,11,8
64689,2068,1065,1094
646892,65,30,19
6469,38,70,30
646903,299,112,121
646915,26,24,12
64693,15,19,5
646938,0,0,0
646960,2,10,6
646962,11,10,10
646982,67,28,16
64699,41,55,56
6470,440,171,144
647012,0,11,14
647024,19,3,9
647033,395,140,145
647042,13,3,1
647060,0,0,0
64708,1615,1218,978
647087,1042,430,544
64710,45108,28308,33546
647107,0,6,0
64711,0,0,0
647121,112,171,133
647135,4343,2437,2337
64714,460,548,232
647166,6,3,12
64717,0,0,0
647174,110,63,48
64718,789,642,660
647190,349,231,167
6472,337,349,379
647219,11,5,19
647286,0,0,2
647288,9,5,27
6473,0,0,0
647309,850,47,66
647310,64,33,19
647323,7,0,0
64735,0,0,0
6474,6,0,2
64743,1612,1359,1254
64744,3997,5212,5436
64745,738,445,297
64746,3472,2394,2716
64747,1739,973,1375
647476,0,0,0
64748,967,993,1435
64750,3522,1882,2350
64753,3380,3470,2286
64754,859,1142,1021
64755,1243,1049,1123
64756,3455,3159,3518
64757,650,617,722
647589,2,0,0
64759,5453,3772,3320
6476,6,10,9
64760,864,651,368
64761,560,183,200
64762,2834,1681,2003
64763,293,297,264
64764,2118,527,648
64766,2378,1175,1399
64768,824,764,676
64769,4009,4025,4203
6477,435,404,404
64770,4812,3096,3255
64771,3846,5885,4221
64772,843,476,417
64773,807,432,460
64776,468,338,374
64777,778,682,623
64778,3011,1597,1544
64779,553,290,241
6478,499,602,598
64780,1438,1134,704
64781,2649,3225,2945
64782,293,240,303
64783,1900,1412,1393
64784,1740,825,839
64785,201,97,81
647859,23,42,30
64786,3340,2250,2314
64787,215,159,128
64788,1749,1100,1047
64789,518,479,431
64792,1594,767,821
64793,1719,813,831
64794,717,364,387
647946,12,12,19
64795,7354,6617,6806
647979,42144,40426,48852
64798,1778,924,729
64799,1838,345,324
648,150,82,98
6480,3053,2037,2147
64800,3827,1226,1222
64801,1050,947,1042
64802,690,460,475
64805,3407,2743,3260
64806,6,4,0
64816,65,43,23
6482,1093,1239,1410
6483,703,815,773
64834,1495,469,422
64837,1477,2372,1987
64838,636,1207,802
64839,4295,5103,5197
6484,806,372,312
64840,313,349,330
64841,788,902,961
64843,2,0,0
64844,4144,3221,3242
64847,1191,1095,1353
64848,3640,3918,3572
64849,1189,681,540
64850,7949,3955,6380
64852,499,265,221
64853,608,460,472
64854,5398,6180,6389
64855,708,395,414
64856,1155,331,395
64857,157,114,45
64858,437,251,313
64859,392,302,450
64860,530,635,717
64863,487,398,402
64864,2441,1864,2015
64866,70,38,21
648691,0,0,0
6487,720,728,626
648740,296,248,181
648791,55,82,64
648809,116,134,154
64881,709,1732,3136
6489,3021,2869,3183
64895,1770,1620,1743
64897,824,1142,1060
648987,231,59,44
649,411,193,109
6490,21,17,8
64900,301,74,72
64901,630,696,552
64902,0,2,0
6491,337,328,319
649133,0,0,0
649159,0,0,0
649179,0,0,0
64919,1957,1416,2063
6492,2,4,4
64921,4382,4413,5422
64922,147,69,53
64924,1986,1344,1358
64925,261,219,210
64926,161,60,63
649264,0,0,0
64927,920,499,505
64928,218,242,208
6493,224,196,184
649324,0,0,0
649330,8,3,6
649352,5,12,15
649395,112,104,81
6494,511,146,169
64940,703,655,489
64943,784,250,238
649446,598,258,239
64946,134,81,101
64949,599,621,529
6495,17,10,6
64951,4,1,6
6496,454,12,138
64960,958,1056,1072
64963,909,798,894
64965,1342,1114,1141
64968,1338,1017,1149
64969,2318,1698,1738
6497,3566,2596,2405
64975,502,525,407
64976,857,423,486
64978,544,443,361
64979,244,197,172
6498,6132,4382,5185
64981,430,391,361
64983,752,688,814
6499,1,3,0
649946,201,169,110
650,176,113,156
6500,10700,10308,10870
65003,380,265,261
65005,1334,1031,902
65008,687,708,806
65009,16080,28290,28070
65010,187,133,110
65012,178,329,247
65018,1691,2418,2328
6502,1087,563,716
650226,8,34,6
650293,0,2,0
6503,883,295,790
650368,38,15,12
6504,6,2,0
6505,1420,1977,2698
65055,3859,3894,4811
65056,11053,7233,7452
65057,234,236,209
65059,4033,4948,5854
6506,133152,225560,225787
65061,52,28,40
65062,3020,1501,1758
650623,603,909,765
65065,4695,2743,2866
650655,187,135,183
650669,58,11,22
6507,53548,32915,38470
65072,116,55,34
65078,153,510,361
650794,216,129,179
6508,2135,2248,2862
65080,755,773,910
65082,1360,1242,1280
65083,838,921,856
65084,2137,2220,2312
6509,4193,3776,5426
65094,83,76,77
65095,1184,466,561
651,229,110,149
6510,257,64,65
65108,4625,1515,1688
65109,1614,921,786
6511,216,306,436
65110,3722,1788,1486
65117,7483,5326,5676
6512,5,43,29
65121,0,0,0
65122,0,0,0
65123,28,168,18
65124,495,217,284
65125,35545,15954,16653
6513,1751,1150,1015
651302,315,395,215
6514,138,51,45
651430,41,26,61
6515,1759,2803,3720
6517,58,57,59
651746,1412,2688,2409
6518,823,352,303
6519,66,59,43
652,68,44,18
6520,2761,1931,2156
6521,12,9,7
65217,2645,2259,2144
6522,1042,298,249
65220,848,726,714
652276,198,140,115
6523,4,13,14
6524,30,3,27
65243,495,891,594
65244,938,1891,1751
65249,172,113,99
6525,227,248,137
65250,11900,9574,8830
65251,1310,718,751
65258,599,387,297
6526,6436,4684,6995
65260,671,874,930
65263,2,1,0
65264,2903,2398,2716
65265,1238,936,938
65266,72,26,29
65267,2692,2605,2868
65268,3177,3813,3007
6527,125,288,219
6528,3,24,13
6529,8772,10923,8281
652965,926,515,570
652966,1440,673,876
652968,104,69,79
652972,1,6,0
652991,2,0,6
652995,3,1,0
653,8,18,36
6530,4,4,10
653061,25,43,26
653067,0,0,4
653073,2,1,0
653075,1,0,4
653082,1330,1332,634
6531,0,0,0
653113,192,167,87
653121,800,784,605
653123,17,0,0
653125,85,42,29
653140,110,137,81
653145,20,14,8
653149,4,0,4
653160,117,84,57
653162,75,23,19
653166,4,4,0
653188,7,1,1
653190,49,11,9
653192,0,0,0
6532,30,35,37
653203,0,1,0
653220,2,0,0
653238,51,66,100
653240,0,0,0
653247,5,13,1
653268,124,16,12
653269,81,41,26
653275,0,0,0
653282,0,0,0
6533,1371,1210,887
653308,348,430,381
653316,247,422,207
653319,1434,1204,1037
653333,31,7,8
653361,33,24,12
653390,424,137,126
6534,494,1406,982
653404,16,19,9
653423,0,0,0
653427,15,15,7
653437,3,6,4
653464,1424,602,768
653479,213,205,167
653483,26,14,19
653486,0,0,0
653489,393,384,343
653492,43,30,32
653499,0,0,0
6535,2648,1282,1219
653505,2,3,2
653509,11,34,20
653513,1363,1695,1809
653519,102,136,136
653550,0,0,0
653567,44,45,17
653583,211,108,73
653598,2,2,0
6536,1072,218,318
653602,129,247,149
653604,15,10,8
653606,0,0,0
653619,0,0,0
653635,38,84,16
653641,5,0,0
653643,4,0,0
653645,81,45,56
653653,209,153,138
653656,0,0,0
653657,0,0,0
653659,433,610,570
653677,38,22,7
653687,16,16,20
653689,7,14,4
653691,2,1,0
653712,69,21,25
653720,7,0,2
653781,12,1,2
653784,388,425,419
653786,4,8,10
6538,1186,950,1066
653808,8,0,1
653820,29,15,20
653857,921,746,677
6539,350,519,261
654,377,104,123
6540,258,235,150
6541,2227,2269,2612
6542,2569,1020,1455
654231,9,9,12
654254,66,97,58
6543,1409,2871,2968
654319,273,139,117
654320,1614,918,963
654321,728,261,162
654322,39,10,13
654342,4,17,0
654346,13,2,0
654364,0,0,0
654412,3,3,2
654429,436,918,826
654433,505,38,98
654434,159,168,111
654463,78,45,110
654466,541,612,792
654483,2,6,0
6545,105,104,189
654502,227,320,388
6546,15951,24102,27363
6547,1847,2352,2275
654790,1025,1165,972
6548,637,908,654
654816,13,3,6
654817,45,6,22
654835,0,0,0
654841,153,97,82
6549,156,229,255
655,3334,1022,1190
6550,187,182,132
6553,153,210,171
6554,118,116,81
6555,0,0,0
6556,233,34,30
6557,102,116,112
6558,12219,6255,6020
6559,13,1,5
656,407,202,224
6560,1686,473,348
6561,9,5,2
6563,4768,1167,790
6564,3,2,1
6565,3391,2210,3022
6566,4605,1200,1332
6567,1178,853,1071
6568,0,2,4
6569,0,0,0
657,2016,1049,1275
6570,6,8,3
6571,704,558,709
6572,0,0,25
6573,202,216,143
6574,1938,2930,2530
6575,5167,2577,3226
6576,497,209,312
6578,39,102,64
6579,19682,3938,5047
658,6720,2103,3168
6580,26,56,37
6581,108,101,48
6582,6,7,2
6583,508,186,148
6584,604,275,290
6585,3247,5276,5830
6586,2097,1732,3891
6588,244,87,408
659,13023,16806,21317
6590,14,6,10
6591,59,45,101
6594,6833,4659,6342
6595,17882,17817,17095
6596,6453,4855,5077
6597,7347,6280,6032
65975,3203,385,467
65977,1699,1371,1559
65979,1980,1059,918
6598,0,2,0
65980,2382,1556,1309
65981,4901,5276,4739
65982,4365,2780,3669
65983,8369,2506,2269
65985,1159,1830,2091
65986,4818,2812,3274
65987,2,2,0
65988,606,497,508
65989,88,83,91
6599,5859,2856,2463
65990,137,121,112
65991,1885,1428,1311
65992,2149,1786,1658
65993,885,751,793
65996,1109,1138,1018
65997,127,577,489
65998,1128,1184,1166
65999,126,82,92
660,10,15,31
66000,993,732,916
66002,521,26,16
66004,3109,6289,6060
66005,781,605,761
66008,8845,6939,5946
6601,14990,12343,11388
6602,1394,1057,1067
6603,1054,597,424
66035,0,6,2
66036,3387,4858,5786
66037,27,38,21
6604,2773,1994,2869
6605,5184,2392,2992
6606,0,9,2
6607,0,2,4
6608,486,119,117
6609,646,545,537
661,1589,1110,1184
6610,301,60,62
6611,3159,4321,4808
6612,2221,2679,3230
6613,3719,2895,3393
6614,111,23,28
6615,44,0,8
6616,26158,85733,69023
6617,1011,416,528
6618,139,136,132
6619,2989,2605,2791
662,298,257,279
6620,1752,3806,3352
6621,1036,946,651
6622,7571,13126,18948
6623,886,2890,2989
6624,1340,1295,1328
6625,6727,4176,3191
6626,726,371,425
6627,584,531,458
6628,418,428,469
6629,1617,1056,1356
663,4998,1930,2526
6631,776,458,570
6632,1351,1159,1377
6633,1316,1295,1325
6634,4533,4339,4711
6635,687,594,622
6636,581,388,489
6637,692,317,399
6638,383,633,537
664,3858,4683,4732
6640,2504,2054,1767
6641,2286,477,589
6642,6096,3423,3277
6643,3355,2398,2695
6645,2105,3239,2817
6646,1689,866,967
664612,0,2,3
664613,3,10,7
664614,4,1,5
664615,1,0,4
664616,1,1,0
664617,0,0,0
664618,404,266,200
6647,12050,10926,13285
664701,138,73,103
664709,914,540,610
6648,7436,6358,7405
6649,258,28,17
665,9360,8289,8398
6650,291,272,256
6651,21400,13083,13186
6652,488,148,207
6653,34122,29994,23097
6654,7106,4978,6049
6655,6190,3243,3811
6656,332,241,192
6657,13371,3749,4135
6658,63,16,38
6659,892,572,602
666,1116,279,431
6660,4792,4299,4176
6662,6022,1945,2151
6663,2225,512,546
6664,1160,440,466
6665,174,101,144
6666,711,441,358
6667,4477,1837,1887
6668,604,334,240
667,204866,105747,104701
6670,5021,2918,3434
6671,1853,1230,1347
6672,1824,454,464
6674,3379,686,555
6675,1320,1343,1854
6676,41,61,27
6677,2,0,0
6678,40415,8315,8414
668,0,0,12
6683,3579,2813,3360
6687,3459,3060,2551
6688,426,166,166
6689,4,8,9
669,990,992,1080
6690,1,0,0
6691,28,8,8
6692,55,22,18
6693,269,41,85
6694,10,0,0
6695,7635,9307,10373
6696,8450,1833,2076
6697,420,166,211
6698,0,0,0
6699,0,0,0
670,566,467,536
6700,0,0,0
6701,0,0,0
6702,0,0,0
6703,0,0,0
6704,0,0,0
6705,0,1,0
6706,0,0,1
6707,0,0,0
6708,11,0,6
6709,82804,83275,83899
671,12,7,0
6710,3851,4595,4219
6711,139881,126592,125319
6712,10190,16509,16352
6713,3450,2086,3023
6714,684,774,689
6715,384,860,674
6716,184,10,9
6717,8629,4921,5958
6718,0,0,0
6719,4,5,0
672,1782,484,448
6720,3630,1116,1177
6721,6970,7965,8342
6722,1011,802,774
6723,425,317,374
6725,9,0,2
6726,5555,4412,5288
6727,7546,4846,5997
6728,1714,1308,1446
6729,3296,2432,2802
673,8170,9277,9852
6730,2236,2036,2210
6731,4292,3515,4345
6732,2496,3370,2799
6733,12993,13726,14063
6734,1893,1651,1811
6736,55,1,0
6737,306,126,144
6738,10743,5130,5912
6741,6287,4571,5336
6742,418,336,970
6744,18112,7043,6590
6745,7913,4855,6107
6746,903,771,666
6747,5042,3605,4406
6748,390,313,312
6749,4787,2730,3078
675,166,150,126
6750,822,943,1552
6751,421,508,999
6752,795,902,1622
6753,177,491,489
6754,7,15,10
6755,6,0,0
6756,0,0,0
6757,0,0,0
6758,1,1,0
6759,0,0,0
676,7,10,5
6760,5502,2051,2364
6764,1970,941,1045
6767,14118,8412,9565
6768,18,31,17
6769,117,25,83
677,8370,1676,1807
6770,171,318,294
6772,3910,2504,2978
6773,4773,2669,2439
6774,5008,2506,2545
6775,643,1632,846
6776,516,147,157
677679,190,81,134
677681,40,16,21
6777,3448,2547,2624
677763,603,565,1042
677765,113,43,73
677766,6266,3910,5129
677767,3949,2241,2824
677768,0,0,0
677769,1381,611,727
677770,33,23,10
677771,3090,832,518
677772,1015,829,973
677773,51,36,28
677774,692,323,216
677775,2158,1413,1517
677776,2757,1260,1154
677777,533,551,647
677778,0,0,0
677779,57,40,166
677780,1144,599,504
677781,968,520,492
677784,0,0,0
677792,150,36,34
677793,27,14,14
677794,23,6,5
677795,0,0,1
677796,45,37,22
677797,1120,368,304
677798,0,0,0
677799,1267,396,430
6778,1115,1073,1016
677800,122,89,109
677801,88,29,67
677802,1236,824,943
677803,0,4,0
677804,0,0,0
677805,830,471,476
677806,4526,2812,3021
677807,2324,1209,1231
677808,2588,1371,1412
677809,285,89,160
677810,2965,1689,1208
677811,236,101,113
677812,17,15,11
677813,9,6,9
677814,308,106,125
677815,29,20,21
677816,1512,103,186
677817,0,0,0
677818,0,0,0
677819,159,87,109
677820,2,2,0
677821,110,60,44
677822,335,230,211
677823,527,208,133
677824,0,0,0
677825,2116,980,1026
677826,900,303,381
677827,22,14,11
677828,159,77,79
677829,11334,4791,6069
677830,390,131,102
677831,151,78,96
677832,168,85,59
677833,0,0,0
677834,450,138,105
677835,0,0,0
677836,112,59,40
677837,1066,548,353
677838,4250,982,962
677839,7,2,6
677840,154,99,35
677841,1685,994,866
677842,87,21,22
677843,334,65,108
677844,7,0,0
677845,290,67,75
677846,18,4,15
677847,87,46,23
677848,4,0,2
677849,7,5,0
677850,241,81,155
677882,0,0,0
677885,2,4,0
6779,0,0,1
678,2539,785,842
6780,5821,4523,5372
6781,33,39,47
6782,3220,4138,5392
6783,5,0,2
6785,849,2013,2090
6786,2810,2646,3395
678655,536,293,344
6787,3938,1948,1984
6788,1640,1470,1235
6789,4309,3050,3116
6790,122,112,110
6791,141,113,76
6792,3851,6667,6505
6793,815,374,385
6794,1393,1238,1211
6795,70,58,29
6799,82,68,86
680,25,12,31
6801,9464,5554,6147
6804,1937,5191,4628
6809,1319,1596,1359
6810,1151,579,549
6811,624,467,474
6812,9379,18488,17107
6813,121,44,65
6814,5710,2407,3589
6815,1377,689,966
6817,798,653,562
6818,0,0,0
6819,126,22,35
682,3447,4110,4142
6820,0,2,7
6821,1033,695,730
6822,0,0,0
6827,1331,1163,1157
6829,4492,3583,3588
683,74,26,25
6830,7506,5517,5546
6832,1527,1481,1378
6833,896,1437,878
6834,209,174,207
6835,441,372,325
6836,1906,1462,1778
6837,649,427,432
6838,1806,1118,1316
6839,300,268,271
684,348,193,265
6840,1164,798,700
6843,1285,1970,1081
6844,7043,8761,10268
6845,10,8,20
6846,2,0,3
6847,4,0,0
684959,263,112,112
685,444,94,92
6850,1095,345,463
6853,3995,6472,7310
6854,9427,17949,23694
6855,8023,20514,21866
6856,1678,543,733
6857,25600,75424,81337
686,1423,615,645
6860,4094,9966,11880
6861,1209,2056,1773
6862,0,2,0
6863,492,656,763
6865,53,87,129
6866,125,185,203
6867,15997,16844,16140
6868,3039,2529,2277
6869,390,203,242
687,3537,4515,2848
6870,46,24,18
6871,6,7,9
6872,7702,4154,3363
6873,2916,2184,2099
6874,171,122,82
6875,620,797,716
6876,477,593,222
6877,355,316,259
6878,1290,1277,1081
6879,5377,3518,3932
688,525,171,265
6880,0,0,0
6881,774,480,540
6882,1420,1140,896
6883,839,513,549
6884,1254,1382,1317
6885,3070,2139,2683
6886,690,199,339
6887,3,4,2
6888,2435,1403,1660
689,3977,2422,2712
6890,0,0,0
6891,24,0,0
6892,12,8,13
6894,5842,7480,6371
6895,278,231,183
6897,2905,2150,2226
6898,19,0,7
6899,8,2,1
690,0,1,2
6900,14833,3849,3794
6901,430,189,154
6902,2610,1651,2083
6903,529,571,702
6904,1722,1305,1261
6905,931,751,655
6906,0,0,2
6907,2533,901,822
6908,809,529,563
6909,56,92,31
6910,10,3,6
6911,44,17,12
6913,36,32,14
6915,16,8,8
6916,773,207,203
6917,3614,1920,2374
6919,913,1009,940
6920,789,308,421
692053,424,236,451
692057,1116,543,625
692058,10,9,2
692063,253,81,51
692072,59,75,75
692073,94,39,43
692075,21,10,27
692076,2,0,2
692084,62,44,31
692085,16,12,5
692086,2254,1257,1304
692087,0,1,3
692088,151,44,62
692089,14,7,10
692090,21,15,10
692091,17,8,5
692092,0,0,0
692093,36,21,16
692094,0,0,0
692099,389,288,296
6921,1024,1235,1242
692106,14,14,5
692107,18,12,15
692108,59,49,50
692109,14,3,5
692110,12,10,4
692111,32,22,18
692148,6607,4295,4702
692149,30,9,2
692157,15,5,2
692158,0,0,0
692195,3,2,10
692196,650,384,481
692197,6,8,7
692198,3,8,5
692199,0,0,0
692200,22,5,6
692201,0,0,0
692202,24,5,7
692203,3,7,4
692204,5,1,2
692205,0,0,0
692206,190,77,99
692207,4,1,1
692208,7,9,3
692209,11,5,8
692210,5,0,0
692211,20,16,9
692212,294,143,230
692213,24,25,18
692214,8,2,5
692215,27,21,53
692223,1568,651,634
692224,0,0,0
692225,421,270,254
692226,5,3,4
692227,179,97,104
692229,1,0,5
