Geneid,featureCounts on data 230: Counts_HISAT2 on data 2 and data 1: aligned reads (BAM),featureCounts on data 232: Counts_HISAT2 on data 4 and data 3: aligned reads (BAM),featureCounts on data 234: Counts_HISAT2 on data 6 and data 5: aligned reads (BAM),featureCounts on data 236: Counts_HISAT2 on data 8 and data 7: aligned reads (BAM),featureCounts on data 240: Counts_HISAT2 on data 12 and data 11: aligned reads (BAM),featureCounts on data 246: Counts_HISAT2 on data 18 and data 17: aligned reads (BAM),featureCounts on data 248: Counts_HISAT2 on data 20 and data 19: aligned reads (BAM),featureCounts on data 250: Counts_HISAT2 on data 22 and data 21: aligned reads (BAM),featureCounts on data 254: Counts_HISAT2 on data 26 and data 25: aligned reads (BAM),featureCounts on data 262: Counts_HISAT2 on data 34 and data 33: aligned reads (BAM),featureCounts on data 282: Counts_HISAT2 on data 54 and data 53: aligned reads (BAM)
692093,5,11,11,3,36,21,16,20,6,5,5
692094,0,0,0,0,0,0,0,0,0,0,0
692099,273,318,192,216,389,288,296,270,258,174,225
6921,1461,1107,1114,903,1024,1235,1242,1344,994,1237,904
692106,17,6,4,5,14,14,5,4,9,2,6
692107,5,8,2,1,18,12,15,16,2,1,2
692108,22,25,16,16,59,49,50,43,30,17,16
692109,5,17,8,5,14,3,5,4,4,6,5
692110,9,5,3,7,12,10,4,6,5,6,5
692111,17,25,5,8,32,22,18,26,25,14,16
692148,7945,4412,2826,1977,6607,4295,4702,4140,2845,2348,2709
692149,1,6,3,2,30,9,2,3,6,1,5
692157,12,18,9,6,15,5,2,7,22,4,12
692158,0,0,0,0,0,0,0,0,0,0,0
692195,5,2,4,7,3,2,10,9,4,3,8
692196,400,274,295,184,650,384,481,541,253,108,176
692197,6,10,7,4,6,8,7,13,5,1,6
692198,4,8,6,3,3,8,5,9,2,1,3
692199,0,0,0,0,0,0,0,0,0,0,0
692200,4,7,8,7,22,5,6,9,9,1,11
692201,0,0,0,0,0,0,0,0,0,0,0
692202,0,5,3,4,24,5,7,11,2,9,7
692203,0,2,0,0,3,7,4,0,0,0,0
692204,0,1,0,2,5,1,2,4,0,0,0
692205,0,0,0,0,0,0,0,0,0,0,0
692206,70,62,76,16,190,77,99,45,34,23,32
692207,3,1,1,3,4,1,1,0,2,1,0
692208,13,15,10,4,7,9,3,14,5,3,0
692209,0,0,0,5,11,5,8,6,4,4,3
692210,2,7,0,0,5,0,0,3,4,1,1
692211,9,17,14,10,20,16,9,14,9,9,22
692212,98,93,79,33,294,143,230,242,171,58,46
692213,8,23,15,9,24,25,18,19,9,11,7
692214,5,2,5,2,8,2,5,3,2,3,8
692215,24,76,29,29,27,21,53,56,39,13,25
692223,865,848,583,394,1568,651,634,668,435,312,417
692224,0,0,0,0,0,0,0,0,0,0,1
692225,245,220,169,143,421,270,254,365,141,111,155
692226,5,9,1,4,5,3,4,2,3,1,4
692227,170,119,62,55,179,97,104,103,15,6,26
692229,1,0,1,0,1,0,5,0,1,2,1
692233,0,0,0,0,0,0,0,0,0,0,0
692234,0,0,0,0,0,0,0,0,0,0,0
692235,3,10,2,6,4,1,5,7,3,3,5
6923,1008,821,625,685,1251,1028,1099,1059,744,724,682
692312,0,0,0,0,0,0,0,0,0,0,0
6924,2373,2012,1291,1378,2467,1497,1603,2006,1671,1364,1574
6925,18834,12078,10488,10364,14483,14622,15588,15432,14209,12873,7921
6926,50,118,48,79,81,74,62,72,84,81,49
6927,34,30,22,30,27,72,48,56,68,27,18
6928,2,0,0,0,0,0,0,0,2,0,2
6929,503,382,236,262,663,357,321,396,371,213,355
693120,0,0,0,0,0,0,0,0,0,0,0
693121,1,6,0,4,3,1,4,5,6,2,1
693122,33,60,37,29,61,62,32,65,45,18,52
693123,0,0,0,0,0,0,0,0,0,0,0
693124,0,0,0,0,0,0,0,0,0,0,0
693125,0,0,0,0,0,0,0,0,0,0,0
693126,0,0,0,0,0,0,0,0,0,0,0
693127,8,3,4,4,3,4,4,7,1,0,7
693128,0,7,3,1,5,3,2,2,7,4,1
693129,0,0,0,0,0,0,0,0,0,0,0
693130,0,0,0,0,0,0,0,0,0,0,0
693131,0,0,0,0,0,0,0,0,0,0,0
693132,1,2,2,1,1,2,1,0,2,3,0
693133,0,0,0,0,0,0,0,0,0,0,0
693134,0,0,0,0,0,0,0,0,0,0,0
693135,1,0,0,0,0,0,0,0,0,0,0
693136,6,2,3,2,1,0,4,0,1,1,0
693137,0,1,1,0,1,1,1,0,0,0,0
693138,15,11,2,12,17,10,7,12,24,22,20
693139,0,1,2,0,2,0,4,0,2,0,0
693140,0,1,0,1,1,0,2,2,0,1,0
693141,0,1,0,1,2,1,0,1,2,0,0
693142,0,0,0,2,0,0,0,0,0,0,0
693143,5,9,2,1,12,3,2,1,4,2,3
693144,0,0,0,0,1,0,0,0,1,0,0
693146,1,1,2,2,3,3,3,2,3,0,1
693147,0,2,5,6,0,0,0,4,0,0,1
693148,3,5,6,1,4,5,5,3,1,3,7
693149,0,0,0,0,0,0,0,0,0,0,0
693151,0,0,0,0,0,0,0,0,0,0,0
693152,0,1,0,0,0,0,1,0,0,0,0
693153,0,0,0,0,0,0,0,0,0,0,0
693154,21,26,16,12,26,14,12,8,17,2,17
693155,0,0,0,0,0,0,0,0,0,0,0
693156,2,2,3,2,4,5,0,0,0,2,3
693157,0,0,0,0,0,0,0,1,0,0,0
693158,29,42,23,14,30,13,25,28,43,11,14
693159,0,0,0,0,0,0,0,0,0,0,0
693160,3,7,0,0,5,3,4,6,7,2,6
693161,1,6,2,5,7,2,6,2,2,1,8
693162,46,27,9,3,15,4,8,14,2,1,4
693163,5,5,7,3,8,5,3,5,4,1,6
693164,0,1,1,0,5,3,4,0,2,1,1
693165,0,1,0,0,0,0,0,0,0,0,0
693166,3,5,5,6,4,8,2,2,9,1,2
693167,3,3,2,2,5,5,4,2,2,0,2
693168,0,0,1,0,2,0,0,0,0,0,1
693169,1,1,1,0,3,0,0,1,0,0,0
693170,0,0,0,0,0,0,0,0,1,0,0
693171,1,1,1,2,7,0,0,0,1,0,2
693172,0,0,0,0,0,0,0,0,0,0,0
693173,1,1,0,0,0,0,0,0,0,0,0
693174,0,1,0,0,3,2,0,0,0,0,0
693175,14,18,6,9,7,5,5,10,10,3,5
693176,5,4,8,5,6,1,0,1,6,0,2
693177,1,6,6,1,0,4,3,5,7,1,3
693178,0,1,1,0,0,0,1,3,0,2,0
693180,1,1,4,4,1,6,6,8,8,7,1
693181,0,0,0,0,0,0,0,0,0,0,0
693182,4,0,0,0,1,1,0,5,2,1,0
693183,1,4,1,1,0,2,3,0,3,0,2
693184,0,2,0,0,4,0,1,0,0,0,0
693185,0,0,0,0,0,0,0,0,0,0,0
693186,1,6,5,5,10,6,3,6,7,4,2
693187,0,0,0,0,0,0,0,0,0,0,1
693188,1,0,0,1,0,1,0,1,0,0,0
693189,0,1,4,1,5,2,0,4,0,2,3
693190,0,1,1,1,1,0,4,0,2,0,0
693191,0,0,0,0,0,0,0,0,2,0,2
693192,0,0,0,0,0,0,0,0,2,0,0
693193,1,0,3,2,2,4,2,2,2,2,2
693194,0,1,6,1,6,1,2,0,1,1,0
693195,0,0,0,0,0,0,0,0,0,0,0
693196,1,0,0,0,0,0,1,0,0,0,0
693197,19,26,14,8,36,10,9,20,12,6,7
693198,1,1,0,0,3,1,1,1,0,0,2
693199,0,0,0,0,0,0,0,0,0,0,0
6932,212,414,258,250,741,308,205,340,474,161,258
693200,0,0,0,0,0,0,0,0,0,0,0
693201,3,14,8,0,6,4,2,5,3,1,2
693202,0,0,0,1,0,0,1,1,1,0,2
693203,2,0,1,0,0,2,1,3,1,0,0
693204,0,0,0,1,0,0,0,4,2,0,2
693205,2,0,0,3,3,4,0,2,0,1,0
693206,0,0,0,0,0,0,0,0,0,0,0
693207,0,0,0,0,0,0,0,0,0,0,0
693208,2,4,1,0,1,1,3,4,0,2,2
693209,0,3,4,5,2,2,1,7,1,2,2
693210,6,4,5,4,2,0,3,1,9,0,7
693211,5,3,2,3,7,5,11,2,2,3,9
693212,5,3,3,3,10,5,2,5,10,1,2
693213,30,65,50,37,25,30,41,31,25,14,41
693214,0,3,2,0,0,0,0,0,2,0,2
693215,10,5,4,1,1,1,7,3,4,7,1
693216,4,1,2,2,4,4,4,5,7,2,1
693217,0,0,0,0,0,0,0,0,0,0,0
693218,0,0,2,0,0,2,0,0,0,0,0
693219,0,1,0,0,0,0,0,0,0,2,0
693220,8,15,5,8,10,9,10,7,17,3,4
693221,1,0,0,0,0,0,0,0,0,0,0
693222,1,10,0,0,1,5,0,6,0,2,1
693223,1,0,0,0,2,0,0,0,0,0,0
693224,0,0,0,0,0,0,0,0,0,0,0
693225,1,0,0,0,1,1,0,4,0,4,1
693226,4,15,4,0,19,7,7,10,11,4,7
693227,0,0,0,0,0,0,0,0,0,0,0
693228,0,3,1,0,2,3,1,2,2,0,3
693229,6,10,2,5,8,10,2,3,10,0,6
693230,2,10,5,21,14,9,17,18,14,10,4
693231,1,4,0,0,2,5,1,2,0,6,1
693232,0,0,0,0,0,0,0,0,0,0,0
693233,4,15,12,10,16,14,7,29,28,8,13
693234,0,0,2,0,1,0,0,1,0,0,1
693235,0,0,0,1,1,0,1,0,0,0,1
6934,637,976,589,420,1212,629,419,893,894,540,833
6935,10571,9733,6188,5370,9731,7053,6773,9179,7111,6764,7214
6936,2608,2390,1371,1217,2374,1750,1603,1824,1639,1188,1739
6938,7412,5893,2596,2408,7333,2617,3292,4459,3580,2222,4130
6939,14,8,4,7,4,10,10,10,14,8,8
694,1495,1404,796,709,1289,920,1073,1047,810,644,1676
6940,683,728,520,528,810,548,588,866,647,525,441
6941,21,16,0,0,14,0,0,0,0,0,10
6942,68,160,66,81,97,74,96,121,121,61,100
6943,0,4,0,1,4,4,2,10,6,2,4
6944,1833,1303,811,768,1492,1111,1247,1201,835,1024,965
6945,710,513,425,419,566,426,422,483,306,268,395
6947,1,29,7,5,11,12,8,13,11,2,5
6948,235,266,104,115,325,233,192,227,169,132,147
6949,1777,1548,954,1220,1996,1592,1505,1759,1556,1241,990
695,298,193,120,152,313,69,120,209,54,138,147
6950,10825,7230,5198,3945,6155,5637,6828,5535,3692,4448,4735
6953,0,1,2,0,1,0,2,2,2,0,3
6954,15,16,16,17,19,25,14,17,10,9,12
6956,0,0,0,0,0,0,0,0,0,0,1
696,34,35,15,26,45,16,6,14,14,28,20
6966,0,0,0,0,0,0,0,0,0,0,0
6967,41,30,17,1,12,8,39,7,11,28,2
6968,0,0,0,0,0,0,0,0,0,0,0
6969,1,0,0,0,0,0,0,0,0,0,0
6970,0,0,0,0,0,0,0,0,0,0,0
6971,2,0,1,0,0,2,2,1,5,2,0
6972,6,6,2,0,3,5,5,2,7,4,0
6974,5,2,0,0,6,0,1,0,0,0,1
6975,6,4,4,4,5,11,13,5,8,2,16
6976,2,0,0,0,2,0,1,2,2,2,0
6977,0,0,0,3,7,2,0,5,0,0,0
6978,0,1,0,2,4,0,0,0,0,0,1
6982,2,1,0,0,5,4,0,1,0,2,0
6983,0,2,3,0,2,1,2,5,0,0,0
6988,1031,892,568,523,911,714,846,789,847,564,598
699,54,29,20,22,38,19,14,23,12,8,61
6990,5088,3642,2970,1955,2317,4144,3995,3637,1801,2952,2668
6991,0,0,0,0,0,2,0,2,0,0,0
6992,77,77,2,0,0,109,3,59,4,61,0
6993,719,505,333,261,1358,279,344,452,304,227,406
6996,770,618,490,508,665,614,559,702,604,467,434
6997,20,42,9,8,40,9,29,21,19,23,9
6998,5,4,2,5,6,3,2,2,0,3,11
6999,0,0,0,0,0,0,0,0,0,0,0
70,93,170,75,69,85,131,81,124,129,93,95
7001,4293,3620,2006,2108,3037,3706,3996,3193,2124,2239,2306
7003,5187,4438,2526,1720,6177,2054,2378,3405,3120,1577,3210
7004,6,9,0,3,15,15,10,2,5,6,12
7005,56,68,54,31,129,56,43,54,64,39,49
7006,67,136,70,124,159,160,85,164,99,145,94
7007,290,409,288,327,398,388,280,534,547,310,288
7008,3328,2999,2313,2702,3223,3496,3492,3683,3632,2925,2811
7009,22659,14839,8957,8017,18352,9939,12885,13199,11579,6716,12216
701,39,50,33,34,42,35,57,51,40,38,64
7010,1170,1134,882,714,1037,880,1202,1278,1234,905,876
7011,1314,1233,649,769,1905,773,620,1320,882,722,928
7012,184,192,119,92,173,145,203,119,55,81,107
7013,2414,1768,1323,1091,2160,1508,1737,1857,1507,1278,1358
7014,1832,1986,1407,1277,2253,1976,2207,2058,2133,1576,1351
7015,0,2,0,2,2,4,1,0,5,6,2
7016,576,632,448,543,688,721,699,646,681,497,446
7018,46723,25031,6207,2933,34158,7012,7781,10197,5400,1798,10662
7019,2371,1600,1198,797,1673,1334,1370,1435,1245,1084,1323
7020,15,11,2,0,12,4,2,7,7,4,6
7021,5,13,0,4,0,0,0,10,4,0,2
7022,29,9,12,6,20,27,13,25,22,57,7
7023,173,187,129,100,306,189,151,194,187,119,193
7024,2033,2347,1432,1465,2200,1531,1522,1968,1787,1324,1389
7025,2817,1649,1853,1692,2551,2678,2915,2224,2656,2123,987
7026,235,310,229,216,270,373,284,248,346,347,241
7027,1398,1337,839,851,1428,1181,1088,1496,1223,934,1076
7029,3984,3839,2353,2550,3301,2749,2848,3642,3147,2874,2773
7030,1396,1279,873,862,1643,1237,1263,1447,1360,1009,937
7031,0,0,0,0,0,0,0,0,0,0,0
7032,0,0,0,0,0,0,0,0,0,0,0
7033,2,7,0,0,4,0,0,0,2,0,1
7035,142,141,102,69,137,198,129,124,115,154,91
7036,114,137,110,109,113,179,156,140,172,138,57
7037,4920,5705,3613,3469,4274,5658,5020,4749,4013,3213,2336
7038,45,47,37,44,56,30,43,76,94,42,21
7039,1723,1129,490,246,1452,325,501,695,553,392,868
7040,225,217,140,87,391,124,125,219,91,120,145
7041,16,27,13,7,40,19,13,20,9,3,18
7042,3248,2516,1741,1435,4059,1448,1773,2233,1875,1317,1808
7043,1618,1444,500,550,2190,628,581,1087,967,384,786
7044,4,2,3,4,5,0,2,0,2,6,2
7045,124,242,146,47,385,138,99,98,43,95,72
7046,2572,1896,1273,773,2167,1082,1356,1925,835,750,1575
7047,9,11,13,12,24,13,12,20,5,4,15
7048,963,853,575,430,1182,588,581,976,391,383,654
7049,2283,1387,1041,552,3087,753,845,1141,814,548,1171
705,211,222,125,119,195,184,214,225,191,117,122
7050,585,533,316,132,1005,110,160,206,152,83,243
7051,27,55,29,44,55,42,19,47,53,43,33
7052,213,244,160,125,372,238,263,360,203,154,165
7053,37,30,30,11,309,31,14,20,21,16,22
7054,12,44,8,10,11,5,7,19,14,7,20
7056,83,106,44,50,54,55,87,102,63,38,58
7057,623,752,492,386,819,441,563,565,505,335,660
7058,4474,2695,1186,634,3514,921,1046,1402,1054,609,1676
7059,529,855,606,602,1399,747,526,943,809,523,598
706,74,25,23,27,81,34,37,50,41,8,38
7060,2052,2063,1016,1189,1831,1021,1510,1514,1142,955,1993
7062,69,83,57,71,79,61,50,79,104,72,37
7064,1042,831,735,802,963,1042,969,1130,1058,857,614
7066,49,18,37,43,43,104,71,77,90,61,5
7067,8186,6511,4760,5804,9351,6183,7106,7832,7180,5625,7074
7068,9435,4453,7009,5907,4919,9384,10714,6932,8496,8053,2720
7069,3,37,9,13,25,14,29,30,22,5,16
7070,12749,7910,8941,5679,5533,12807,11531,8341,7949,6334,7514
7071,857,696,619,556,579,457,756,537,581,419,334
7072,6765,5434,4086,3062,6884,4683,5212,5688,3869,3407,5047
7073,4197,3821,2579,1982,4143,2953,3066,3456,2686,2029,2978
7074,8826,7437,6605,6418,8975,7802,7823,8180,6216,6143,7906
7075,155,179,149,161,210,271,243,196,165,213,63
7076,167,242,134,198,349,192,198,290,217,139,153
7077,9776,10098,4835,5199,8720,4776,8244,7614,7375,3401,5767
7078,6996,9041,4064,3978,8758,4489,5557,7031,6832,2994,7379
7079,179,259,150,225,422,282,198,350,359,216,174
708,3588,2765,1782,1665,2442,2028,2482,2024,1350,1753,1696
7080,33,178,36,14,104,20,18,70,19,5,62
7082,1362,118,151,98,345,61,261,221,187,47,189
7083,55,35,9,13,89,27,7,18,19,9,30
7084,2658,2260,1545,1512,2700,1932,2115,2412,2048,1771,1809
7086,2642,2454,1347,1207,2750,2282,2164,2108,1705,1269,1704
7087,892,737,836,951,725,1161,1397,1055,1041,628,693
7088,1271,1188,908,822,1173,994,1192,1117,1088,835,909
7089,306,603,231,327,254,406,269,477,394,275,243
7090,1249,1424,875,1048,1710,1008,976,1276,1232,807,871
7091,6584,3592,2550,1518,4618,2113,2484,3247,2295,1310,4344
7092,746,559,493,418,428,727,738,706,520,473,746
7093,563,346,249,174,361,355,384,262,202,242,353
7094,7239,5387,3062,2890,9211,3330,3261,5560,3584,2801,4223
7095,25093,18050,11319,9202,17500,11993,14048,14611,11511,10094,12651
7096,517,250,225,199,627,193,250,296,84,214,286
7097,188,181,157,140,604,155,161,318,99,85,228
7098,307,199,145,119,332,88,116,162,68,65,142
7099,3748,3198,1429,1534,3293,2189,2193,3646,2240,1366,2938
71,30203,24641,15684,15420,24129,17761,22089,17883,16262,12435,17455
710,801,660,505,289,1619,558,514,596,548,353,485
7100,133,111,94,79,238,66,64,155,49,43,174
7101,930,971,617,721,1234,815,887,1151,917,743,784
7102,11680,8264,8820,6233,7399,12233,11517,10125,8355,6735,9074
7103,156,108,13,10,72,14,25,18,16,7,35
7104,0,0,0,0,2,0,0,1,4,0,0
7105,1848,1303,1112,526,3348,477,600,772,688,398,1086
7106,59,118,31,59,104,67,58,90,70,46,46
7107,2048,1665,810,865,1563,944,1107,1496,1266,734,1333
7108,695,707,379,361,764,498,648,468,380,245,329
7109,3442,2693,1682,1438,3281,2222,2239,2226,1827,1599,1539
711,42,159,111,203,162,233,175,324,315,159,52
7110,7007,5903,3954,3379,6827,4318,4265,5036,3761,3488,3956
7111,874,735,735,859,1056,1275,971,825,903,929,689
7112,3221,2012,1463,1245,2002,1703,1530,1776,1311,1418,1492
7113,0,0,4,4,9,0,0,2,2,0,0
7114,34316,23270,16066,18336,23710,16100,20268,21813,13048,12443,13266
712,163,123,73,95,314,148,118,285,4,64,124
7122,93,134,51,38,172,128,114,60,90,47,55
7123,315,188,339,93,1355,180,177,165,98,120,187
7124,0,0,0,0,0,0,0,0,0,0,0
7125,11,40,24,37,33,36,30,50,38,36,32
7126,1983,1309,987,956,1489,1531,1376,1384,1379,1049,883
7127,420,444,284,243,547,268,354,396,292,245,292
7128,191,265,135,102,253,120,110,129,105,95,114
713,459,354,267,313,1404,356,391,862,101,225,526
7130,157,115,54,25,93,54,38,42,35,58,98
7132,418,288,201,175,570,193,186,302,213,189,269
7133,259,239,101,132,327,136,124,221,60,97,184
7134,12,6,3,8,32,7,17,12,11,7,2
7135,0,3,0,2,0,0,1,0,0,1,1
7136,2,2,2,2,6,2,2,2,0,1,5
7137,15,6,12,7,117,3,4,6,12,2,5
7138,251,164,187,299,141,275,220,500,301,176,200
7139,131,13,129,92,303,683,122,385,207,399,11
714,277,186,195,220,878,181,229,451,73,115,312
7140,19,1,4,5,3,15,11,11,10,6,7
7141,4,25,8,15,21,10,21,19,28,8,15
7142,0,0,0,0,0,2,0,2,0,0,0
7143,9856,11278,5207,7253,8910,6286,7523,7234,8683,6248,5503
7145,3790,4319,1841,1365,6605,1725,1510,3076,2929,1048,2637
7146,2,0,0,0,0,0,0,0,0,0,0
7148,1,0,0,0,0,0,0,0,0,0,0
715,732,435,337,240,827,285,349,311,250,191,403
7150,3504,3731,2488,2341,3546,2757,2641,3741,3004,2668,2629
7151,9,2,8,0,15,2,2,8,4,0,5
7152,0,5,0,0,1,0,1,1,2,0,0
7153,76,27,29,25,31,15,22,25,20,6,25
7154,0,0,0,0,0,0,0,0,0,0,0
7155,29494,19817,15425,12466,22282,15806,18580,16628,14245,12944,15588
7156,767,882,570,686,1034,944,830,1230,1038,598,543
7157,214,249,125,110,304,219,186,197,195,139,147
7158,15664,15326,9991,9021,13790,11029,12136,12941,10598,9609,10148
7159,5847,5490,2787,2856,6760,3080,3504,5151,4168,3047,4329
716,1601,1107,679,494,1500,702,730,845,593,360,787
7161,79,84,92,16,521,26,14,30,22,7,67
7162,128,118,191,34,164,492,99,78,66,136,90
7163,8087,5773,4491,4292,4561,5743,6430,6032,5027,4581,3616
7164,802,841,681,395,1321,817,476,1047,643,678,1283
7165,2328,1917,1355,1205,2368,1728,1946,1877,2041,1281,1536
7166,33,113,29,31,45,23,27,45,55,33,41
7167,14288,9797,8099,7151,6815,10346,11487,8871,5905,8096,6124
7168,5136,4315,3792,3627,4805,5099,5490,4463,3704,4044,3186
7169,347,431,340,446,1299,1135,506,1039,623,945,605
717,0,2,0,0,0,0,1,0,0,3,0
7170,13621,8885,8005,8648,9784,9717,11093,12393,9220,10200,6968
7171,5396,4344,2418,2487,4475,3902,3424,3994,3247,3144,2212
7172,1369,1029,1048,876,1160,1422,1236,1312,1078,1091,825
7173,0,10,2,0,0,0,0,1,3,0,0
7174,5129,4154,2782,2508,4441,3636,3318,4001,3028,3025,3124
7175,21828,17895,10567,10564,18410,11287,11896,15472,12318,11666,12946
7177,0,0,0,0,0,2,0,0,2,2,0
7178,24911,20713,14001,12699,26899,14868,15501,21159,12955,14262,17038
7179,2,3,2,1,4,1,1,2,2,2,6
718,11264,5909,6666,5365,15516,3968,6422,8246,1496,3731,6372
7180,5,5,7,0,10,6,4,4,3,0,4
7181,1825,1591,1189,1104,2095,1564,1201,1607,1406,1072,1335
7182,2263,2353,1519,1614,2518,1945,1987,2227,2040,1553,1763
7184,34400,24397,16553,10178,24398,16308,19653,18608,13298,12304,18884
7185,565,662,223,273,1015,342,174,539,365,214,269
7186,236,353,158,281,340,299,221,351,282,242,219
7187,2665,2636,1706,2139,2464,2164,2002,3133,2569,2371,1558
7188,566,595,610,424,997,907,555,509,622,400,427
7189,2359,1980,1398,1143,2203,1585,1724,1918,1590,1069,1600
719,238,154,138,120,414,178,134,259,50,105,153
7190,458,488,396,515,499,544,490,657,692,549,361
7193,0,1,0,0,0,0,1,1,0,0,0
7195,0,0,0,0,0,1,0,0,0,0,0
7196,3,1,0,0,14,4,3,2,2,0,0
7197,15,19,5,13,141,58,39,53,15,9,9
7198,3,7,2,6,26,14,3,17,8,0,4
72,8,11,2,0,2,25,4,2,1,6,5
720,5,15,39,3,10,0,1,5,8,2,4
7200,27,56,28,50,45,33,28,30,39,15,25
7201,180,208,53,96,37,36,117,77,57,31,192
7202,0,0,0,0,0,0,0,0,0,0,0
7203,7015,4770,3150,2703,4634,3561,4112,3827,2402,2654,3476
7204,11241,11347,8026,9909,10049,12767,10394,13787,12110,12354,6581
7205,470,395,210,146,734,227,261,298,259,145,256
7206,0,0,0,0,0,0,0,0,0,1,0
7207,2,0,1,0,0,0,0,2,0,0,2
7208,7,2,10,9,11,2,15,14,7,5,4
721,43,7,6,1,2,0,1,3,0,0,1
7210,0,3,0,0,2,9,0,0,0,0,0
7212,0,0,0,0,0,0,0,0,0,0,0
7214,4,3,5,1,2,3,8,6,0,0,7
7216,3171,3189,1986,2145,2691,3033,2892,3155,2663,2103,1707
7217,0,0,0,0,0,0,0,0,0,0,0
7218,0,0,0,0,0,0,0,0,0,0,0
7219,2,2,1,1,0,0,0,0,3,0,0
722,53,90,49,65,104,52,49,82,90,27,60
7220,4432,3614,2626,2513,2719,2678,3658,3263,2320,2323,2120
7221,0,0,3,5,8,4,0,4,3,3,1
7222,227,534,220,234,191,389,226,370,239,290,222
7223,1961,3989,1082,1211,485,588,1223,1378,780,673,1149
7224,972,1209,604,695,518,1079,1157,941,790,773,487
7225,660,414,554,357,1054,238,334,353,371,359,252
7226,750,977,763,1255,1347,1853,966,1992,1536,1388,550
7227,11789,9257,5872,3985,13878,5213,5664,7351,6363,4652,8887
7228,0,2,0,0,0,0,0,0,0,0,0
7229,1,0,0,0,2,0,0,1,2,0,0
7230,0,0,0,0,0,0,0,0,0,0,0
7231,10,6,16,9,7,13,10,14,12,4,9
7232,0,0,0,0,0,0,0,0,0,0,0
7233,0,0,0,0,0,0,3,1,4,0,0
7234,58,86,51,38,824,336,250,301,99,144,59
7235,0,3,0,0,11,0,3,5,0,1,0
7236,8,0,3,2,6,1,4,1,0,0,5
7237,0,0,1,0,4,0,0,0,0,0,0
723778,0,0,0,0,0,0,0,0,0,0,0
723779,1,1,0,0,0,0,0,4,0,0,0
723790,22,17,14,8,44,26,15,10,12,7,13
723809,212,403,126,227,364,264,312,403,291,213,186
7239,0,0,0,0,0,0,0,0,0,0,0
723961,0,0,0,0,0,0,0,0,0,0,0
723972,33,35,14,19,66,34,38,75,28,19,55
7240,0,0,0,0,0,1,0,0,0,0,0
724022,0,2,0,0,3,1,0,0,0,0,0
724023,0,0,0,0,0,0,0,0,0,0,0
724024,3,2,1,6,3,1,5,3,6,1,0
724025,5,4,9,3,1,3,4,12,4,6,3
724026,1,1,0,6,0,0,0,1,1,2,0
724027,7,6,3,4,13,3,2,10,0,0,3
724028,0,0,0,0,0,0,0,0,0,0,0
724029,2,3,1,0,2,0,0,3,1,0,0
724030,0,0,0,0,0,0,0,0,0,0,0
724031,0,0,1,0,1,0,0,1,0,1,1
724032,0,0,0,0,0,0,0,0,0,0,0
724033,1,0,0,1,4,0,1,1,0,1,0
724068,0,0,0,0,0,0,0,0,0,0,1
724087,2,3,1,7,2,2,2,7,3,0,8
7241,0,1,0,0,0,0,0,0,0,0,0
724102,40,58,41,25,79,58,48,44,51,14,36
7247,5442,4005,2686,1994,3484,2793,3568,3161,2449,2143,3102
7248,9364,8393,5262,5703,8030,7780,7180,9015,7287,6041,6294
7249,1673,1690,1222,1284,2202,1969,1623,2135,2004,1467,1148
725,20,17,8,21,41,14,17,26,15,5,10
7251,1635,1241,818,787,1412,960,1131,1048,833,791,935
7252,14,14,3,12,15,14,7,2,8,11,6
7253,244,225,171,161,330,123,128,251,241,180,327
7257,3363,2263,1954,1366,2100,1920,2204,2014,1421,1423,1748
7258,0,0,0,0,0,0,0,0,0,0,0
7259,20570,12775,13469,10029,10854,17693,20150,13504,11787,11551,11444
726,570,514,388,347,576,572,561,429,569,362,290
7260,1103,969,719,925,845,1023,1136,975,800,867,692
7262,0,0,0,0,0,0,0,0,0,0,0
7263,134,155,68,63,212,99,84,69,73,43,88
7264,0,2,1,0,1,7,3,2,0,2,0
7265,5354,4116,2299,2547,3207,3191,3597,3835,2376,2903,2586
7266,5711,4541,3630,3284,4258,4070,4408,4613,3255,3677,3529
7267,38329,34803,26672,32854,31116,35367,36777,41617,40058,39264,24904
7268,37,15,7,15,26,3,10,16,9,12,8
727,1009,1044,638,554,1624,608,434,862,749,450,940
7270,1631,1138,777,788,1442,1012,967,1049,870,686,870
7272,56,23,5,6,11,17,15,11,21,10,11
7273,19225,22639,14532,8437,35059,11811,12208,16821,12862,8598,12248
7274,538,565,279,322,330,200,320,451,410,204,434
7275,9244,7838,5564,5997,7173,7538,8125,8292,7554,6824,4788
7276,945,7947,619,188,290,200,170,3417,613,101,317
727676,0,0,0,0,0,0,0,0,0,0,0
727677,2,5,3,0,4,0,1,0,0,1,1
727684,16,9,2,4,15,6,5,18,16,16,12
727699,0,2,0,0,0,0,0,0,2,0,0
7277,5403,3535,3147,2101,2229,4730,4786,3203,1801,2040,1537
727708,56,69,29,41,33,48,38,38,49,28,50
727758,223,277,144,120,234,253,220,176,185,114,154
727764,0,0,0,0,0,0,0,0,0,0,0
7278,0,0,0,0,1,0,0,0,2,0,0
727800,42,57,60,89,88,134,101,156,118,74,31
727830,3,6,2,8,2,0,0,0,2,4,1
727832,2,0,0,0,2,0,0,0,2,0,0
727837,0,1,0,0,0,0,0,0,0,0,0
727851,518,169,84,389,726,651,300,616,620,343,501
727856,0,0,0,0,0,0,0,0,0,0,0
