Geneid,featureCounts on data 410: Counts_HISAT2 on data 22 and data 21: aligned reads (BAM),featureCounts on data 418: Counts_HISAT2 on data 30 and data 29: aligned reads (BAM),featureCounts on data 420: Counts_HISAT2 on data 32 and data 31: aligned reads (BAM),featureCounts on data 428: Counts_HISAT2 on data 40 and data 39: aligned reads (BAM),featureCounts on data 432: Counts_HISAT2 on data 44 and data 43: aligned reads (BAM),featureCounts on data 436: Counts_HISAT2 on data 48 and data 47: aligned reads (BAM),featureCounts on data 442: Counts_HISAT2 on data 54 and data 53: aligned reads (BAM),featureCounts on data 444: Counts_HISAT2 on data 56 and data 55: aligned reads (BAM),featureCounts on data 456: Counts_HISAT2 on data 68 and data 67: aligned reads (BAM)
4090,2594,3210,1546,4888,4556,1244,1755,1996,3420
4091,68,96,21,250,75,52,13,37,67
4092,426,395,285,682,386,362,166,275,521
4093,1206,1568,589,2410,1523,371,587,659,1067
4094,1819,3626,1104,4958,3929,934,1354,1439,2394
4097,2551,2212,1567,3501,1588,2561,775,1150,1975
4099,536,298,574,2010,786,773,165,676,549
41,866,564,428,1254,381,558,208,260,448
410,392,272,185,577,227,463,165,115,320
4100,0,0,0,0,1,0,0,0,0
4101,0,0,0,1,0,0,0,0,0
4102,0,0,0,0,0,1,0,0,0
4103,0,0,0,0,0,0,0,0,0
4104,0,0,0,0,0,0,0,0,0
4105,0,0,0,0,0,0,0,0,2
4107,9,11,6,3,15,4,5,0,9
4108,1,0,0,0,0,0,0,0,0
4109,4,0,1,0,0,0,0,0,4
411,1233,1061,534,1497,1029,382,470,598,1108
4110,0,2,1,0,0,0,0,0,0
4111,2,6,6,0,10,0,4,0,2
4112,1,0,0,0,0,0,0,0,0
4113,0,0,0,0,0,0,0,0,0
4114,0,0,0,0,0,2,0,0,0
4115,0,0,0,0,0,0,0,0,0
4116,326,386,353,557,449,92,194,242,371
4117,631,370,216,573,373,90,160,256,260
4118,446,460,277,1233,798,351,203,585,537
412,3324,2617,1995,3648,2393,790,1443,1714,3120
4121,2988,4625,1619,4984,3731,795,1381,1339,3466
4122,4382,3049,2745,6774,2966,3051,1437,2156,3292
4123,1048,913,719,1796,1016,1795,395,507,981
4124,5941,5056,4569,16744,8285,1673,3162,5475,6696
4125,274,217,192,576,294,350,121,149,254
4126,1078,1356,1059,2469,1960,424,755,876,1539
4128,2055,2646,1092,3075,3800,786,1272,1392,2885
4129,2133,1571,1160,2742,1455,1292,921,1227,2179
4130,129808,74218,95369,133701,64019,79229,34969,44811,80304
4131,235812,163751,179116,264786,109077,122603,81073,120172,208429
4133,179690,191589,196668,352684,196837,65461,103304,114745,205742
4134,18834,16029,13782,31756,16179,9814,8812,11092,19993
4135,4992,4568,3859,7082,3772,1707,1793,2459,4538
4137,199,49,98,156,76,43,36,34,134
4139,4606,4805,3796,6782,4364,912,2258,2832,4543
414,399,309,155,442,440,184,205,212,343
4140,5287,5506,3732,9281,5565,1721,2637,2880,5089
414059,0,4,2,0,0,0,1,0,1
414060,4,1,2,2,1,2,0,2,4
414061,0,0,0,0,0,0,0,0,0
414062,0,0,0,0,0,0,0,0,0
4141,3038,2711,2259,4505,2757,1911,1373,1648,3084
414149,3563,4978,1410,5437,7656,1978,2513,2381,5296
414152,48,32,12,105,58,35,10,16,47
414157,4,6,1,12,6,10,0,4,12
414189,454,386,322,593,324,155,120,165,260
414194,190,56,23,22,87,47,31,42,51
414196,1710,1077,608,1320,868,316,324,473,615
414197,18,27,3,38,24,3,7,17,16
4142,208,172,178,454,120,39,93,129,250
414201,8,6,3,11,6,5,3,6,13
414208,31,24,15,54,10,7,10,18,27
414212,46,30,18,30,51,14,9,5,19
414224,137,167,66,96,110,42,43,52,81
414235,529,309,171,512,257,335,97,186,198
414236,2,2,0,5,1,0,2,0,0
414241,115,132,82,169,169,13,99,72,99
414243,28,21,23,49,26,6,17,2,31
414245,208,149,72,199,190,215,84,79,141
414260,0,0,0,0,2,0,0,0,0
4143,4,11,2,5,8,0,0,1,2
414300,32,28,14,26,31,2,31,14,34
414301,22,21,2,29,45,11,6,5,6
414318,5,5,17,13,15,12,15,10,10
414319,0,0,0,1,0,2,0,2,0
414325,0,0,0,0,0,0,0,0,0
414328,514,512,422,865,841,302,334,313,676
414332,3,4,0,15,1,8,2,0,5
414351,0,1,0,0,0,2,0,1,0
4144,5483,4921,3076,7154,4833,2478,2263,2960,4997
4145,977,1114,1011,1817,1142,1119,477,433,1061
4146,11,11,4,23,5,18,5,7,7
4147,594,518,419,1374,831,427,285,335,677
414760,0,0,0,0,0,0,0,0,0
414763,2,2,2,0,4,0,4,0,4
414764,0,0,0,0,0,0,0,0,0
414765,0,0,0,0,0,0,0,0,0
414777,4,8,4,12,3,0,10,2,3
414778,0,0,1,0,0,0,2,0,1
4148,39,38,20,49,65,40,31,30,34
414899,89,36,16,112,72,4,20,34,33
4149,1299,1710,957,2628,1799,623,722,973,1535
414918,640,556,500,859,477,496,255,288,611
414919,89,98,82,132,105,77,54,66,110
414926,0,1,0,0,0,1,0,1,0
414927,7,2,2,0,2,5,0,0,0
415,48,45,35,75,55,14,18,8,38
4150,1774,1760,1508,3065,1408,1733,595,736,1644
415056,49,32,13,33,25,14,15,11,26
4151,3,4,5,10,16,2,0,6,3
415116,210,169,117,323,184,188,110,141,262
415117,100,83,38,94,75,13,47,40,53
4152,2612,2258,1579,3615,2058,1997,875,1160,2196
4153,0,0,0,0,0,0,0,0,0
4154,7408,8356,5561,13489,10013,1494,4918,5706,10014
4155,84560,25324,50893,293892,43727,30207,17913,43917,57152
4157,76,58,54,108,54,71,22,35,58
4158,1,1,1,2,4,5,1,0,3
4159,6,1,0,0,2,6,4,2,0
416,102,134,33,180,181,59,67,74,128
4160,66,120,94,166,173,28,106,83,161
4161,4,11,10,7,6,0,2,2,2
4162,625,512,603,1361,1144,805,247,604,711
4163,2901,2190,878,3284,3369,1546,1253,1273,2069
4166,396,245,185,1081,396,309,109,271,427
4168,1844,1628,1390,2605,1594,342,924,981,1730
417,7,13,6,13,4,17,4,3,0
4170,3345,3389,1358,4759,3948,1019,1521,1818,3236
4171,153,193,162,288,239,120,75,132,223
4172,858,628,485,1173,949,634,338,378,780
4173,2229,1931,1863,2660,2166,823,1155,1418,2780
4174,88,129,90,258,209,114,72,59,136
4175,682,604,666,997,905,476,389,433,972
4176,649,435,404,1275,589,557,214,311,505
4179,3380,3236,2497,6322,3496,651,1832,2510,3248
4184,0,0,0,0,2,0,0,0,0
4185,2162,1828,1764,2796,1486,1429,761,965,2024
4188,19,24,15,37,34,26,6,12,21
4189,1543,1942,1314,2809,2109,270,1039,1340,2414
419,528,282,255,549,346,90,177,170,322
4190,8800,12147,11281,20264,11374,5315,6979,8179,15866
4191,2279,2376,2137,3989,2214,1932,1075,1508,2994
4192,72,63,34,128,99,33,29,21,98
4193,4694,4716,3145,7684,5785,1483,2459,3237,5170
4194,5501,4757,2830,8327,5268,1770,2174,2890,4298
4199,2541,2730,1752,3930,2819,1031,1343,1557,2363
420,20,12,5,5,29,2,12,4,17
4200,2814,3597,2401,4892,4573,685,1702,2011,3834
4201,1232,1546,1599,2615,1835,1115,781,1035,1915
4204,5854,4034,3061,6273,3111,2372,1685,2289,4173
4205,10023,10563,7295,15986,9962,1661,5246,5694,9964
4207,0,0,0,0,0,0,0,0,0
4208,39302,51551,41072,55680,42715,14831,26430,28240,52090
4209,6480,4323,3211,5776,2609,3312,1332,1900,3797
421,613,448,373,808,495,1109,190,204,579
4210,72,77,66,83,61,77,16,57,71
4211,648,676,342,1444,953,255,286,462,613
4212,2617,2135,1020,3369,2266,688,918,1125,2176
4213,265,334,148,419,236,88,121,124,257
4214,1094,1349,656,2393,1829,375,642,754,1222
4215,1025,963,681,1601,1084,644,407,526,919
4216,4221,3956,3357,6973,5223,1981,2028,2402,4642
4217,5928,6677,3953,10146,7791,2096,3481,3823,7014
4218,1011,1116,654,1758,1075,376,428,508,1117
4221,577,411,344,705,258,381,156,221,439
4222,4,2,8,4,7,0,4,8,6
4223,14,25,16,38,20,16,10,31,43
4224,5,6,1,6,5,6,4,4,2
4225,139,52,22,96,78,16,31,23,48
4232,3323,2492,1925,3419,2297,793,1153,1933,2709
4233,1125,867,1124,1277,1124,210,481,475,1442
4234,99,74,72,145,81,51,39,56,97
4236,1156,1626,1219,2122,1721,1323,779,790,1668
4237,0,6,0,7,6,2,0,0,4
4238,1604,1864,923,2789,2106,323,866,1044,1915
4239,31,56,20,152,69,75,19,28,76
4240,589,552,244,775,478,307,258,182,447
4241,300,263,207,422,118,249,84,147,287
4242,15,25,19,74,37,41,10,17,32
4245,888,872,494,1385,728,973,276,375,827
4246,0,0,0,0,0,0,0,0,0
4247,351,492,339,747,638,232,289,335,632
4248,3686,2674,2420,4734,2672,2542,1211,1529,2979
4249,5525,4806,3949,8130,4571,2294,2104,3083,5155
4250,0,0,0,0,0,0,0,0,0
425054,2,0,0,3,1,0,0,1,3
425057,0,0,1,0,0,0,0,0,0
4253,1948,2109,1639,3357,2489,1123,1177,1328,2078
4254,3196,4308,2684,5162,4525,562,2596,2490,4510
4255,255,268,286,292,202,218,124,165,203
4256,115,129,74,394,443,37,89,41,254
4257,715,657,165,880,680,94,280,333,692
4258,87,209,103,336,197,41,80,92,147
4259,1881,3116,2937,5579,3711,1145,1769,1952,4709
4261,89,166,109,395,128,131,40,64,140
4267,4,43,20,13,4,2,0,4,51
427,3344,3582,2620,6437,5877,918,2252,2203,4834
4277,0,0,0,0,0,0,0,0,0
4281,1005,1016,413,1220,1186,261,476,532,947
4282,0,0,0,0,0,0,0,0,0
4283,0,0,0,0,2,0,0,6,0
4284,15,18,12,31,10,20,10,6,23
4285,433,443,382,767,564,293,213,310,526
4286,387,424,228,896,574,56,178,285,406
4287,3187,3553,2358,5593,3964,1066,2008,2439,4006
4288,30,17,17,44,36,0,5,4,11
4289,10447,11666,5223,16673,15217,2669,6353,7328,12282
429,538,349,179,383,392,571,262,241,443
4291,719,1004,677,1602,1270,456,603,533,1068
4292,1627,1507,1240,2707,2233,1222,793,1011,1668
4293,6386,4559,4023,7343,3395,3318,2137,3193,4766
4294,1979,1581,1445,2807,1238,2604,652,696,1712
4295,3,0,0,1,3,0,0,3,0
4296,352,210,223,698,223,447,111,144,326
4297,19939,13294,11336,24492,12453,7213,6400,7667,13048
4298,1511,1142,981,2249,989,898,501,477,1173
4299,3152,2538,1455,4378,2983,830,1182,1489,2595
43,435,209,278,507,254,288,96,164,346
430,7,22,8,23,7,0,3,1,15
4300,2782,3009,1932,4224,3100,657,1452,1664,3114
4301,9669,8440,6771,15216,9936,6183,3855,5508,8827
4302,16,8,16,54,16,33,2,8,24
4303,947,916,790,2163,1007,675,401,529,1098
4306,3310,3183,1747,4247,3615,915,1500,1680,3329
4308,0,0,0,0,0,2,2,3,0
4311,125,151,108,240,247,48,52,94,101
4312,0,8,4,32,4,0,2,1,2
4313,78,83,50,241,157,97,24,26,75
4314,0,5,8,12,5,2,6,1,20
4316,0,0,0,0,0,0,0,0,0
4317,0,0,0,0,0,0,0,0,0
431704,0,0,0,0,3,0,1,1,0
431705,14,7,9,18,15,9,8,8,21
431707,0,0,0,4,0,0,0,0,0
4318,5,5,5,9,11,6,2,2,5
4319,0,0,0,2,1,0,0,0,0
432,73,92,77,110,49,105,43,33,75
4320,0,0,0,0,0,0,0,0,0
4321,1,0,0,4,0,0,0,0,0
4322,2,0,0,4,0,0,1,0,2
4323,89,112,46,221,148,112,54,40,57
432369,72,88,136,130,116,45,42,43,142
4324,178,111,108,304,111,162,62,95,158
4325,9050,7207,5175,12571,8700,1500,3597,5015,8883
4326,583,430,269,850,302,579,109,158,524
4327,27,4,7,11,9,10,5,4,8
4329,7154,7346,2363,9304,9933,1928,3836,4096,7565
433,25,22,23,45,41,20,12,10,34
4330,771,430,302,936,353,201,152,123,246
4331,2542,2766,2045,4312,3307,1441,1471,1497,2480
4332,66,219,89,448,326,52,85,102,161
4335,1129,558,470,1105,453,751,226,338,590
4336,14789,4809,8249,51540,10849,4207,3435,10156,9510
4337,583,479,335,850,654,321,215,281,558
4338,2978,4314,3440,6721,4183,1069,2246,2428,4610
434,20,7,7,12,4,7,0,2,4
4340,2,21,0,6,5,3,14,0,0
4342,2,1,3,9,1,2,0,4,0
4343,372,275,158,602,208,226,103,123,214
4345,2370,2921,2276,4025,2594,1108,1330,1664,3269
435,426,295,331,691,481,361,159,186,417
4350,130,127,108,264,174,162,97,91,159
4351,1099,1054,877,1804,1164,929,552,691,1341
4352,58,37,32,88,31,17,17,15,29
4353,66,49,49,96,37,53,11,39,51
4354,1471,1725,1536,2703,1659,990,908,1108,2202
4355,1874,1530,1215,2227,1072,1634,519,696,1509
4356,238,212,221,332,260,171,81,146,277
4357,78,80,50,217,122,110,33,45,89
4358,930,1154,775,1724,1003,501,508,573,1133
4359,94,87,56,114,77,74,27,36,49
4360,129,1422,232,1656,1502,279,323,327,373
4361,1419,1915,1126,2300,2116,635,837,959,1408
4363,31,45,32,102,26,34,13,25,36
438,0,0,0,0,0,1,0,0,0
43847,6,3,0,6,4,1,0,0,0
43849,0,0,0,0,0,2,0,0,0
439,757,1043,804,1439,1030,556,448,563,1100
439915,0,0,0,0,0,0,0,0,0
439916,2,1,2,5,0,0,2,1,0
439921,2964,3010,2158,4980,3079,1226,1629,1615,4925
439927,1,0,0,6,2,2,1,2,0
439931,90,68,49,84,71,81,33,43,63
439933,24,16,8,27,32,7,14,16,13
439934,9,9,9,24,13,2,4,3,9
439941,5,2,1,6,2,2,1,4,6
439949,151,156,189,469,239,76,146,266,251
439950,2253,1501,557,1408,1520,611,447,752,952
439965,8,6,9,25,17,11,7,7,20
439990,3,2,12,18,12,3,1,8,14
439994,18,17,14,42,40,0,11,5,15
439996,17,10,6,25,17,11,12,6,13
440,3427,3556,3446,5662,3331,811,1849,2090,3947
440021,0,0,0,0,0,0,0,0,0
440023,0,0,0,0,0,0,0,0,0
440026,2036,2443,1352,3261,2672,269,1276,1565,2658
440028,20,10,8,14,13,2,4,4,10
440034,5,1,1,8,9,2,0,0,2
440040,655,744,627,1030,867,309,325,461,779
440041,0,0,0,0,0,0,0,0,0
440044,11,11,5,9,6,13,3,2,1
440050,6,10,4,10,2,7,3,6,9
440051,2,0,1,0,2,0,1,2,0
440068,4,1,0,7,1,0,4,0,0
440072,17,31,21,19,23,12,28,7,31
440073,1432,585,613,1328,545,454,236,344,576
440077,6,9,4,2,4,3,2,1,6
440078,1056,724,417,1263,759,294,365,470,686
440081,66,66,41,169,30,104,31,6,47
440087,50,42,9,48,74,9,17,31,35
440093,49,66,76,140,132,50,31,48,87
440097,174,173,72,270,189,34,102,102,188
440101,26,5,7,10,27,14,13,11,13
440104,132,125,64,256,140,112,55,49,120
440107,36,45,9,17,12,4,4,19,40
440117,2,0,0,0,0,0,0,0,1
440119,16,11,8,27,11,17,6,3,10
440131,1,0,0,0,0,6,1,0,0
440132,0,0,0,0,0,0,0,0,0
440138,344,434,317,736,383,117,215,275,444
440145,1976,2275,1785,3536,2392,385,1301,1374,2817
440153,0,0,0,0,0,0,0,0,0
440163,0,4,2,5,0,0,2,0,2
440173,30,10,1,21,21,17,17,9,8
440184,62,71,19,66,76,14,44,42,50
440193,819,534,270,706,500,533,200,165,331
440224,1,8,4,11,8,2,8,1,0
440225,2,0,0,0,0,0,0,0,0
440243,0,0,0,0,0,0,0,0,0
440248,6,20,0,14,13,3,4,11,2
440253,61,35,4,27,32,6,19,10,15
440270,2910,1909,1092,2702,2098,416,1666,1471,924
440275,3642,3607,3296,5427,3689,1338,1717,2128,3896
440278,47,36,32,37,45,18,11,20,21
440279,18497,20263,22716,34268,29069,7240,10648,10718,22023
440288,54,46,22,75,24,21,10,11,36
440292,8,11,1,11,5,3,2,8,12
440295,29,35,19,31,42,14,6,14,34
440299,20,16,8,9,0,4,4,12,9
440300,34,21,15,8,18,11,2,7,16
440307,28,32,25,57,42,58,28,12,30
440311,10,18,12,25,24,20,5,6,25
440335,46,5,14,32,12,9,9,6,19
440345,292,113,113,256,170,179,82,66,168
440348,10,10,67,56,65,15,2,5,4
440352,52,50,35,83,60,49,23,19,33
440354,202,332,94,381,262,30,100,68,103
440356,18,25,9,19,19,16,5,4,26
440359,0,4,1,6,3,2,2,0,4
440387,0,0,0,0,0,0,0,0,0
440390,24,14,2,15,8,10,3,4,11
440400,6,4,1,12,4,6,2,5,10
440416,87,57,38,59,34,36,20,32,35
440419,0,0,0,0,0,0,0,0,0
440423,1003,996,700,1734,1214,218,502,522,924
440434,31,13,24,115,19,70,27,11,34
440435,0,2,0,0,0,5,4,0,4
440446,17,9,16,57,18,5,8,35,17
440452,0,1,0,0,0,0,0,0,1
440456,563,331,358,830,240,464,160,128,322
440461,10,5,2,10,4,8,6,6,5
440465,2252,1981,1730,3107,1665,1351,861,985,2132
440482,725,480,354,513,550,198,233,217,426
440498,144,191,111,282,187,53,98,74,202
440503,99,70,47,179,138,186,48,49,118
440508,56,57,36,100,20,78,69,53,31
440515,2114,2224,1334,3447,2966,220,1022,1268,2051
440518,6,0,0,1,0,0,2,0,3
440519,40,51,28,86,70,6,17,48,69
440533,41,8,8,13,21,6,9,11,16
440556,376,245,183,528,292,289,126,113,215
440560,0,0,0,0,0,0,0,0,0
440561,0,0,0,0,0,0,0,0,0
440563,3,3,5,6,1,3,3,1,6
440567,1191,1491,1521,1896,1868,1368,838,776,1479
440574,1101,1376,1109,2685,1513,554,713,764,1583
440584,84,77,35,107,91,38,29,48,51
440585,11,7,4,2,6,0,0,0,2
440590,5,16,2,20,11,2,10,3,8
440594,8,3,2,3,10,2,0,1,3
440600,61,21,20,45,21,22,5,16,24
440602,6,2,2,0,0,0,0,0,0
440603,85,115,62,100,126,10,76,65,85
440672,21,13,18,37,11,6,5,17,7
440689,205,230,122,383,274,67,107,76,228
440695,4,2,1,2,1,2,3,2,4
440699,2,0,0,0,0,0,0,0,0
440700,2,0,2,3,13,1,3,1,2
440704,2,0,0,1,1,0,2,0,7
440712,3,9,8,8,5,2,1,1,2
440730,263,207,133,263,237,118,79,109,158
440738,15,10,9,16,8,3,3,4,5
440742,2,0,0,1,2,0,1,0,1
440757,2,0,0,0,0,0,0,1,1
440799,23,16,33,11,20,6,7,5,14
440804,30,17,7,14,8,0,4,12,27
440822,3,0,0,1,0,1,1,0,1
440823,41528,32377,19554,33408,21821,23037,10780,13375,20798
440829,6,10,6,4,6,4,4,5,1
440836,5,7,3,8,0,12,1,2,5
440854,113,88,82,146,74,102,40,48,83
440888,0,0,0,2,0,0,0,0,0
440894,451,559,369,452,140,110,157,179,410
440895,0,0,0,0,0,0,0,0,0
440896,223,197,155,183,233,21,127,56,145
440900,0,0,0,1,0,0,0,1,4
440905,27,40,16,72,12,26,16,25,14
440910,0,0,1,0,0,0,0,0,0
440915,0,0,0,0,0,0,0,0,0
440925,2,7,3,0,2,0,0,0,2
440926,67,57,90,158,190,8,56,34,154
440944,562,654,330,909,754,110,293,349,519
440952,166,119,46,194,76,33,40,63,77
440955,0,0,0,0,1,2,0,0,0
440956,1,2,2,2,0,0,0,0,0
440957,73,70,42,121,68,50,33,26,85
440970,2,0,0,2,1,1,0,4,4
440982,1,0,8,13,9,7,2,0,8
440993,1,0,1,1,0,0,0,0,0
441009,63,61,33,56,63,27,36,31,45
441024,785,819,550,1293,1146,218,519,507,914
441025,2,5,0,0,0,1,2,9,0
441027,1514,1362,1101,1995,1296,586,852,943,1776
441046,126,109,57,140,100,47,41,42,81
441054,209,162,80,244,223,56,72,63,142
441058,0,0,0,1,0,0,0,0,0
441061,108,109,115,195,145,61,56,66,114
441072,17,28,4,23,15,9,20,13,7
441081,2,8,1,1,2,13,2,3,3
441089,70,66,52,94,63,17,27,38,85
441094,3933,4731,3398,6980,4462,1111,2257,2482,4678
441098,17,13,7,9,4,10,4,4,8
441108,51,65,38,69,74,21,24,19,40
441116,5,18,9,28,26,9,6,10,25
441123,10,15,5,9,6,9,2,3,7
441124,27,14,16,90,20,26,6,7,14
441150,15,9,5,14,6,2,3,5,18
441151,5130,5090,3938,8788,3639,3017,2054,2491,4816
441155,67,80,52,106,51,21,32,46,92
441161,2,0,1,0,0,0,0,0,0
441168,21,54,12,81,20,10,19,33,24
441172,77,86,18,111,75,28,45,27,60
441177,4,7,2,6,10,9,5,4,5
441178,9,9,10,6,12,2,6,7,6
441191,633,581,390,1055,749,323,231,291,519
441194,528,398,346,608,326,209,211,249,398
441204,503,354,134,140,169,45,110,133,279
441208,52,38,26,79,64,29,24,22,29
441212,348,288,230,483,335,80,149,144,206
441234,6,6,3,7,4,7,5,1,4
441239,180,102,78,150,86,112,58,53,83
441242,195,150,105,251,237,58,91,92,103
441250,595,493,340,674,655,257,227,196,521
441251,0,1,0,0,4,1,0,2,0
441263,65,83,58,95,29,27,10,26,88
441272,322,221,105,264,153,119,72,73,124
441273,31,9,10,27,13,31,3,7,0
441282,16,7,0,11,4,15,4,4,6
441294,4,5,5,6,4,0,0,0,2
441295,2,1,2,10,3,5,0,0,2
441307,93,77,32,98,58,90,43,29,88
441308,0,0,0,0,0,0,0,0,0
441317,0,0,0,0,0,0,0,0,0
441328,0,0,0,0,0,2,0,0,0
441355,154,116,83,146,181,48,69,61,95
441369,1,0,0,2,0,0,2,2,0
441374,25,28,6,23,8,6,3,10,8
441376,76,43,21,81,40,32,29,10,26
441381,0,0,0,0,0,0,0,0,0
441389,26,19,9,32,26,5,12,7,24
441394,53,32,10,79,47,11,18,13,48
441425,1216,822,625,1590,862,214,616,648,918
441430,106,95,157,100,79,29,35,19,95
441432,26,7,3,4,7,0,6,3,6
441452,20,31,20,19,14,12,13,10,21
441454,221,218,121,286,151,115,85,115,171
441455,473,382,264,651,356,485,137,203,316
441457,69,27,10,65,22,59,15,17,32
441459,1051,1225,873,1112,737,607,479,538,862
441461,21,38,16,64,38,6,13,24,18
441476,0,1,4,2,6,2,1,2,0
441478,193,151,50,255,133,92,57,83,126
441490,0,0,0,2,0,0,0,0,0
441495,0,0,1,5,5,0,0,0,0
441501,3,0,8,3,0,2,0,2,8
441502,9,7,4,15,9,3,0,4,12
441509,16,21,16,18,13,22,11,11,14
441518,119,88,70,182,124,44,43,71,120
441519,0,0,0,1,0,0,0,0,0
441521,0,0,0,0,0,0,0,0,0
441525,0,0,0,1,7,0,0,0,3
441531,69,77,50,146,93,34,55,61,99
441543,0,0,0,0,0,0,0,0,0
441549,37,35,22,61,30,27,27,24,42
441581,9,2,1,0,1,0,0,0,3
441601,92,62,97,163,133,7,55,120,86
441608,0,0,0,2,3,0,0,0,0
441631,333,266,205,410,215,350,97,75,193
441639,0,0,0,0,0,0,0,0,0
441666,1579,469,402,334,1276,120,640,830,569
441669,0,0,0,0,0,0,0,0,0
441670,0,0,0,0,0,0,0,0,0
441687,19,16,23,37,32,26,9,8,18
441733,537,314,121,499,237,141,91,131,186
441818,114,103,51,141,56,20,25,13,65
441864,0,0,0,0,0,0,0,0,0
441869,202,197,127,329,180,185,122,56,211
441871,0,2,0,0,0,1,0,0,0
441873,0,0,0,0,0,0,0,0,0
441897,0,2,0,0,2,0,0,0,0
441908,0,0,0,0,3,1,0,0,6
441911,0,0,0,2,0,0,0,0,0
441925,0,0,0,0,0,0,0,0,0
441932,0,2,1,0,6,0,2,0,1
441933,4,2,4,0,7,2,2,0,3
441951,680,972,685,1599,1412,430,418,485,915
442028,0,1,6,5,6,3,2,2,2
442038,28,15,11,6,10,4,3,7,8
442075,235,179,153,327,152,102,93,81,139
442117,482,491,365,662,491,372,225,201,385
442132,8,8,1,9,7,6,2,2,0
442184,0,0,0,0,0,0,0,0,0
442186,0,0,0,0,0,0,0,0,0
442191,0,0,0,0,0,0,0,0,0
442194,0,0,0,0,0,0,0,0,0
442211,1,4,0,0,0,0,0,0,3
442213,1163,1371,1192,1595,1510,357,794,846,1039
442229,0,0,0,0,0,0,0,0,0
442245,39,22,9,80,19,48,14,25,32
442247,2,1,3,0,0,0,0,2,2
442319,541,520,641,756,878,160,328,279,527
442361,0,0,0,0,0,0,1,0,0
442388,0,0,0,2,0,0,0,0,0
442421,49,43,18,50,38,15,15,29,25
442425,0,0,0,0,0,0,0,0,0
442444,0,6,4,2,4,4,2,0,5
442454,55,70,28,119,85,15,27,44,44
442459,5,5,7,7,8,3,4,6,1
442497,2,4,3,4,6,4,3,2,2
442523,261,232,153,241,243,116,91,133,286
442524,33,46,39,80,50,4,38,41,42
442578,609,253,156,564,265,552,121,254,229
442582,185,199,104,294,182,259,101,103,185
442590,140,119,69,143,70,59,17,57,63
442720,4,1,3,7,0,2,2,4,0
442721,5,7,4,6,2,1,2,2,1
442862,0,0,0,0,0,0,0,0,0
442867,0,0,0,0,0,0,0,0,0
442868,0,0,0,0,0,0,0,0,0
442890,0,0,0,0,0,0,0,0,0
442891,0,0,0,0,0,0,0,0,0
442892,1,0,1,1,1,0,0,3,2
442893,20,4,4,9,8,12,1,2,5
442894,0,4,0,2,4,2,2,0,1
442895,0,4,0,9,0,0,0,0,3
442896,1,0,1,5,2,0,1,0,2
442897,0,3,0,0,1,1,0,0,0
442898,8,4,2,4,1,1,2,2,1
442899,1,0,1,5,1,4,0,2,0
442900,1,1,2,4,2,4,3,1,4
442901,0,2,0,0,0,0,0,0,0
442902,1,1,1,0,5,2,1,1,1
442903,1,7,1,7,3,0,2,1,6
442904,13,14,6,17,16,1,6,4,14
442905,2,0,1,0,0,0,0,0,0
442906,0,0,0,0,0,0,0,0,0
442907,0,0,0,1,0,1,0,2,0
442908,5,2,1,0,1,0,1,2,1
442909,0,3,1,0,0,1,2,0,0
442910,1,0,0,3,2,0,0,0,2
442911,0,0,0,0,0,1,0,1,0
442912,1,0,0,1,0,0,0,1,1
442913,3,0,0,0,0,0,0,4,0
442914,3,2,0,6,3,4,0,1,1
442915,12,7,8,14,11,6,8,4,13
442916,0,0,0,0,0,0,0,0,0
442917,0,0,0,0,0,0,0,0,0
442918,0,0,0,0,0,0,0,0,0
442919,4,2,0,11,6,0,0,0,5
442920,0,0,0,0,0,0,0,0,0
443,483,316,389,2072,808,189,201,626,389
4430,2433,3259,2429,4457,2939,1050,1460,1426,2259
4435,67,108,66,205,132,118,60,72,162
4436,2942,3513,2727,5281,3701,678,1878,2278,3844
4437,2858,2971,2158,4154,3405,646,1467,1565,3192
4438,124,137,61,181,180,9,71,63,96
4439,0,0,0,0,0,0,0,0,0
444,9324,10943,4724,12548,13106,3209,5788,6483,11793
4440,233,172,132,353,116,176,50,61,141
444882,156,78,56,111,127,62,21,57,79
445,678,1070,1036,1501,951,675,479,576,1036
445328,0,4,6,10,1,2,8,1,0
445329,0,0,0,0,0,0,0,0,0
445347,7,7,5,17,13,0,2,16,22
445372,0,0,0,0,0,0,0,0,0
445571,161,247,137,146,205,49,66,55,265
445577,109,130,122,276,128,68,47,55,139
445582,4,3,1,3,0,4,0,2,0
445815,12,6,7,22,12,2,3,1,6
4477,0,0,0,0,0,0,0,0,0
4478,1864,2185,897,3905,2871,2175,839,1110,2110
4481,48,316,46,481,207,41,98,81,256
4482,3018,2208,1696,3637,2124,1408,933,1046,1695
4485,227,158,106,370,139,146,58,73,155
4486,34,18,22,47,12,37,4,7,14
4487,119,180,35,240,137,75,81,78,124
4488,19,48,2,48,67,4,27,16,19
448831,0,0,0,0,0,0,0,0,0
448834,0,0,0,0,1,0,0,0,0
448835,0,0,0,0,0,0,0,0,0
4489,1,9,4,28,2,4,6,4,5
4490,0,0,3,0,0,2,0,12,40
4493,557,939,207,1235,1397,391,521,694,1327
4494,178,223,84,293,290,148,105,133,316
449491,0,0,0,0,0,0,0,0,0
449492,0,0,0,0,0,0,0,0,0
449493,0,0,0,0,0,0,0,0,0
4495,203,363,104,266,259,95,169,206,341
