signatureid,compound,concentration,time,cellline,similarity,pValue,sig_direction
LINCSCP_122723,LY2228820,3.33uM,24h,HT29,0.38819065,0.006403040459,Down
LINCSCP_117835,331771-20-1,0.12uM,24h,HT29,-0.38817784,0.006404937443,Down
LINCSCP_65977,BRD-K45853100,3uM,24h,VCAP,-0.3881771,0.006405047227,Down
LINCSCP_58029,MLS000063258,10uM,6h,VCAP,0.38815659,0.006408085719,Down
LINCSCP_34248,Nicardipine,10uM,24h,MCF7,-0.3881551,0.006408305797,Down
LINCSCP_129247,GSK 1059615,1.11uM,24h,HUVEC,-0.38815135,0.006408861104,Down
LINCSCP_44936,BMS-536924,10uM,24h,PC3,-0.38814981,0.006409089906,Down
LINCSCP_69379,BMS-345541,0.04uM,24h,A375,-0.38811808,0.006413792569,Down
LINCSCP_148620,BMS-777607,10uM,24h,NPC,0.38811675,0.006413989124,Down
LINCSCP_67807,Vorinostat,10uM,24h,NPC,-0.38811233,0.006414645647,Down
LINCSCP_63469,BRD-K06619089,5uM,24h,VCAP,-0.38810168,0.00641622483,Down
LINCSCP_80371,Ingenol Mebutate,3.33uM,24h,A375,0.38809753,0.006416840364,Down
LINCSCP_211359,CID755673,10uM,6h,HA1E,-0.38806508,0.006421655147,Down
LINCSCP_25325,"8-Cyclohexyl-2,3,3a,4,5,6-hexahydro-1H-pyrazino[3,2,1-jk]carbazole",10uM,6h,HT29,0.38805243,0.006423532721,Down
LINCSCP_19656,ML175,10uM,6h,HCC515,-0.38804482,0.006424662438,Down
LINCSCP_41912,Trifluoperazine,10uM,6h,NOMO1,0.38803643,0.006425908496,Down
LINCSCP_102159,Liranaftate,0.04uM,24h,HELA,-0.38803626,0.006425933721,Down
LINCSCP_6720,EI-346-ERLOTINIB-ANALOG,10uM,6h,A549,-0.38800836,0.006430078305,Down
LINCSCP_165581,Idelalisib,0.37uM,24h,SKL,-0.3880042,0.00643069592,Down
LINCSCP_191495,331771-20-1,10uM,24h,A549,-0.3879945,0.006432137044,Down
LINCSCP_25945,ML175,10uM,24h,HT29,0.38796623,0.006436339941,Down
LINCSCP_44927,Fcodpguefhccia-Uhfffaoysa-N,10uM,24h,PC3,-0.3879611,0.006437103692,Down
LINCSCP_291600,Piplartine,10uM,24h,VCAP,0.38795632,0.006437815044,Down
LINCSCP_137123,Fenoldopam,0.04uM,24h,MCF7,-0.38792402,0.006442619986,Down
LINCSCP_261392,AC1N0AAO,10uM,24h,NPC,-0.38792274,0.006442811635,Down
LINCSCP_49831,"1-[2-(4-Methylphenyl)indolizin-3-yl]-2-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanyl]ethanone",10uM,24h,PHH,-0.38791609,0.006443800843,Down
LINCSCP_310889,BRD-K99994453,10uM,24h,VCAP,-0.38789298,0.006447242199,Down
LINCSCP_89299,WHI-P97,1.11uM,24h,HA1E,-0.38787301,0.006450216847,Down
LINCSCP_51612,AS-605240,0.1uM,6h,SKBR3,0.38780839,0.006459850992,Down
LINCSCP_41523,CHEMBL2333343,10uM,6h,NEU,-0.38776675,0.006466065754,Down
LINCSCP_146187,PHA-767491,10uM,24h,MNEU.E,-0.38771768,0.006473395418,Down
LINCSCP_19065,Diloxanide Furoate,10uM,6h,HCC515,0.38771763,0.006473403183,Down
LINCSCP_44191,Pyrazolanthrone,10uM,24h,PC3,0.38770936,0.006474639927,Down
LINCSCP_209898,FGIN-143,10uM,6h,HA1E,-0.38769773,0.006476378866,Down
LINCSCP_81313,Nilotinib,0.37uM,24h,A549,0.38768257,0.006478644575,Down
LINCSCP_34939,BRD-K80666761,5uM,24h,MCF7,0.38767966,0.006479079944,Down
LINCSCP_50104,Isoreserpine,10uM,24h,PHH,-0.38767627,0.006479587984,Down
LINCSCP_12606,LDN 193189,10uM,6h,CORL23,-0.38765445,0.006482852126,Down
LINCSCP_64754,BRD-K24752075,10uM,6h,VCAP,0.38765289000000003,0.00648308601,Down
LINCSCP_57293,T6117073,10uM,24h,VCAP,0.38763785,0.006485337397,Down
LINCSCP_39807,FTI276,10uM,6h,MDST8,-0.38763103,0.006486357871,Down
LINCSCP_162956,CP466722,1.11uM,24h,SKBR3,-0.38763033,0.00648646287,Down
LINCSCP_240890,Pipamperone,10uM,6h,MCF7,-0.38762806,0.006486802791,Down
LINCSCP_3929,Broad-Sai-686,3.33uM,24h,A375,0.38760007,0.006490994003,Down
LINCSCP_112979,SCHEMBL3958507,0.04uM,24h,HME1,-0.38759854,0.006491223004,Down
LINCSCP_22817,Anisomycin,10uM,6h,HEPG2,-0.38755819,0.006497271313,Down
LINCSCP_108858,Quinapril,3.33uM,24h,HELA,-0.38752045,0.006502931332,Down
LINCSCP_98052,HC-030031,0.37uM,24h,HA1E,-0.38751968,0.006503047337,Down
LINCSCP_7149,Irinotecan,10uM,6h,A549,-0.38751538,0.006503693499,Down
LINCSCP_125480,Pitavastatin Calcium,0.12uM,24h,HT29,0.38751423,0.006503866079,Down
LINCSCP_133722,Ricolinostat,3.33uM,24h,MCF7,0.3874819,0.006508719023,Down
LINCSCP_50298,D-64131,10uM,24h,PHH,0.38746187,0.006511726708,Down
LINCSCP_3521,BRD-K09068728,10uM,24h,A375,-0.38745727,0.006512418851,Down
LINCSCP_20414,13-Cis-retinol,10uM,6h,HCC515,-0.38743394,0.006515924988,Down
LINCSCP_81074,Dasatinib,0.12uM,24h,A549,-0.38740891,0.006519686873,Down
LINCSCP_131122,Momelotinib,0.04uM,3h,MCF10A,-0.3874083,0.006519779728,Down
LINCSCP_46220,MLS-0435531.0001,10uM,24h,PC3,-0.38740456,0.006520341771,Down
LINCSCP_82056,AT 7867,10uM,24h,A549,-0.38738298,0.006523588751,Down
LINCSCP_21216,CHEMBL1222381,80uM,6h,HCT116,-0.38737645,0.006524570408,Down
LINCSCP_153048,AMIKACIN HYDRATE,0.04uM,24h,PC3,0.38737203,0.006525235209,Down
LINCSCP_200926,LY-294002,1uM,24h,A549,-0.38737144,0.006525324004,Down
LINCSCP_304485,BRD-K35829399,5uM,24h,VCAP,0.38735588,0.006527666385,Down
LINCSCP_34297,Metergoline,10uM,24h,MCF7,0.38734732,0.006528955804,Down
LINCSCP_72527,Pelitinib,0.37uM,24h,A375,0.38734242,0.006529692896,Down
LINCSCP_57521,MLS002264514,10uM,24h,VCAP,-0.38734165,0.00652980925,Down
LINCSCP_86314,Canertinib,0.12uM,3h,BT20,-0.38733088,0.006531431988,Down
LINCSCP_23627,CHEMBL2356537,10uM,6h,HEPG2,-0.38732662,0.006532073135,Down
LINCSCP_172037,INOSITOL,0.04uM,24h,YAPC,-0.38732643,0.006532101456,Down
LINCSCP_253976,BRD-K64665684,10uM,24h,MCF7,-0.38732299,0.006532619396,Down
LINCSCP_57519,MLS002264453,10uM,24h,VCAP,0.38732192,0.00653278183,Down
LINCSCP_27779,BRD-K75514176,5uM,24h,HT29,0.38731351,0.006534047661,Down
LINCSCP_37825,BRD-K74671783,10uM,6h,MCF7,-0.38730274,0.006535670699,Down
LINCSCP_75073,Acarbose,1.11uM,24h,A375,-0.38726169,0.006541860493,Down
LINCSCP_148392,WHI-P97,1.11uM,24h,NPC.CAS9,-0.38723254,0.006546258433,Down
LINCSCP_130911,LDN 193189,0.12uM,3h,MCF10A,-0.38722719,0.006547065837,Down
LINCSCP_237367,MLS002264440,10uM,24h,MCF7,-0.38722219,0.006547820462,Down
LINCSCP_250084,BRD-K97103850,10uM,24h,MCF7,-0.38721936,0.006548248164,Down
LINCSCP_98427,Retigabine,3.33uM,24h,HA1E,0.3872041,0.006550552425,Down
LINCSCP_2942,NCGC00170205-01,10uM,6h,A375,0.38717348,0.006555176777,Down
LINCSCP_40804,NCGC00172240-01,10uM,24h,NEU,-0.38714922,0.006558843905,Down
LINCSCP_291578,Pimozide,10uM,24h,VCAP,0.3871447,0.00655952667,Down
LINCSCP_64139,BRD-M70861773,5uM,6h,VCAP,0.3871405,0.006560162513,Down
LINCSCP_302842,BRD-K37106459,5uM,6h,VCAP,-0.38713279,0.006561327435,Down
LINCSCP_121329,AT-7519,0.12uM,24h,HT29,0.38713085,0.006561621086,Down
LINCSCP_311757,BRD-K76999748,10uM,24h,VCAP,-0.38711603,0.006563862258,Down
LINCSCP_253898,BRD-K30393343,1uM,24h,MCF7,-0.38711001,0.006564773819,Down
LINCSCP_3391,SCHEMBL16980376,5uM,24h,A375,-0.38710657,0.006565293247,Down
LINCSCP_27027,Omacetaxine Mepesuccinate,10uM,6h,HT29,-0.38710155,0.00656605285,Down
LINCSCP_24616,CHEMBL3188944,0.5uM,6h,HS578T,-0.38709675,0.006566779254,Down
LINCSCP_57394,CHEMBL1271323,10uM,6h,VCAP,-0.3870845,0.006568633441,Down
LINCSCP_81711,rifampicin,10uM,24h,A549,-0.38708304,0.006568855025,Down
LINCSCP_2073,CID 75037095,10uM,6h,A375,0.38707034,0.006570776946,Down
LINCSCP_234938,Quizartinib,0.5uM,24h,MCF10A,-0.38701813,0.006578687276,Down
LINCSCP_131989,Buparlisib,3.33uM,24h,MCF7,-0.38701661,0.006578917292,Down
LINCSCP_31984,NSC403917,10uM,24h,MCF7,0.38700085,0.006581306864,Down
LINCSCP_81222,PF477736,1.11uM,24h,A549,0.3869975,0.006581814958,Down
LINCSCP_129492,AZD4547,0.12uM,24h,JURKAT,0.38699562,0.006582099666,Down
LINCSCP_223007,XAV 939,10uM,6h,HT115,-0.3869947,0.006582238452,Down
LINCSCP_25742,Piplartine,10uM,6h,HT29,0.38699276,0.006582532582,Down
LINCSCP_4722,SCH-79797,10uM,6h,A549,-0.38699154,0.006582718461,Down
LINCSCP_55468,Tamatinib,10uM,6h,U937,-0.38697192,0.006585694695,Down
LINCSCP_10061,AT-9283,0.04uM,24h,A549,-0.38695891,0.006587667673,Down
LINCSCP_26267,MLS001060802,10uM,6h,HT29,0.38692199,0.006593272767,Down
LINCSCP_85716,apigenin,10uM,3h,BT20,0.38690044,0.006596545479,Down
LINCSCP_100039,Y-39983,3.33uM,24h,HCC515,-0.38688343,0.006599130996,Down
LINCSCP_29290,TL_HRAS26,10uM,6h,LOVO,-0.38687268,0.006600764792,Down
LINCSCP_81383,Sorafenib,3.33uM,24h,A549,0.38686896,0.006601330437,Down
LINCSCP_16383,SUGA2_000361,10uM,6h,HA1E,0.38686742,0.006601564688,Down
LINCSCP_40261,"376348-65-1, Uk-427857, uk427857",10uM,6h,NCIH596,0.38685573,0.006603342373,Down
LINCSCP_3176,BRD-K18396390,5uM,24h,A375,0.3868461,0.006604807085,Down
LINCSCP_73839,L 655240,0.37uM,24h,A375,-0.38683664,0.006606244852,Down
LINCSCP_138298,Tizanidine,0.12uM,24h,MCF7,-0.38682742,0.006607648259,Down
LINCSCP_1188,172516-41-5,10uM,24h,A375,-0.38681975,0.006608815314,Down
LINCSCP_55826,Talibegron,10uM,6h,VCAP,0.38681974,0.006608816834,Down
LINCSCP_57932,AO-081/15245014,10uM,24h,VCAP,-0.38679475,0.00661262051,Down
LINCSCP_20847,Broad-Sai-424,3.33uM,24h,HCC515,-0.38679339,0.00661282732,Down
LINCSCP_34156,AC1LEPRU,10uM,24h,MCF7,0.38679214,0.006613017305,Down
LINCSCP_28747,BRD-K22033393,10uM,24h,HUH7,-0.38677578,0.006615509448,Down
LINCSCP_3557,BRD-K31949858,10uM,24h,A375,-0.38675964,0.006617967046,Down
LINCSCP_176179,Ataluren,10uM,24h,YAPC,-0.38674856,0.006619655413,Down
LINCSCP_113638,QL47,3.33uM,3h,HME1,-0.38674294,0.006620512536,Down
LINCSCP_124755,N6022,0.12uM,24h,HT29,-0.38671741,0.00662440451,Down
LINCSCP_139786,Voglibose,0.12uM,24h,MCF7,-0.38671448,0.006624850932,Down
LINCSCP_42369,AC1N39OF,10uM,24h,NPC,-0.38670729,0.006625947166,Down
LINCSCP_136323,LY2801653,3.33uM,24h,MCF7,-0.3867068,0.006626023328,Down
LINCSCP_114252,GSK 1059615,3.33uM,24h,HME1,0.38670657,0.006626057822,Down
LINCSCP_52065,Erlotinib,1uM,6h,SKBR3,0.38669021,0.00662855349,Down
LINCSCP_4193,Pepstatin,10uM,24h,A549,-0.38666838,0.006631884861,Down
LINCSCP_3661,BRD-M32778103,10uM,24h,A375,-0.38666361,0.006632613338,Down
LINCSCP_57877,CHEMBL1270811,10uM,6h,VCAP,-0.38663807,0.006636511614,Down
LINCSCP_161567,TIBOLONE,0.37uM,24h,PC3,-0.3866333,0.006637240633,Down
LINCSCP_201380,Wortmannin,0.01uM,24h,A549,-0.38663235,0.006637385954,Down
LINCSCP_43374,CHEMBL1923808,10uM,6h,NPC,-0.38661617,0.006639857396,Down
LINCSCP_235075,Enzastaurin,0.5uM,6h,MCF10A,-0.38660281,0.006641899202,Down
LINCSCP_13404,Broad-Sai-686,10uM,6h,FIBRNPC,-0.38659896,0.006642487531,Down
LINCSCP_3885,SCHEMBL16980366,3.33uM,24h,A375,0.38659478,0.006643126135,Down
LINCSCP_43149,BRD-K58808184,10uM,24h,NPC,-0.38659303,0.006643394705,Down
LINCSCP_72309,TIC10,10uM,24h,A375,-0.38656995,0.006646922528,Down
LINCSCP_84645,Belinostat,3.33uM,24h,ASC,-0.38656349,0.006647910521,Down
LINCSCP_25858,MLS002703105,10uM,24h,HT29,0.386561,0.006648292393,Down
LINCSCP_180118,84215-10-1,10uM,6h,A375,0.38652187,0.006654280401,Down
LINCSCP_54911,Gallocatechin Gallate,90uM,6h,THP1,-0.38649812,0.006657915929,Down
LINCSCP_67098,"Trichostatin A, Streptomyces Sp.",10uM,6h,HT29,0.38649336,0.006658644959,Down
LINCSCP_170177,Moclobemide,0.04uM,24h,YAPC,-0.38646816,0.006662506977,Down
LINCSCP_102582,GSK 525762A,0.37uM,24h,HELA,0.3864326,0.006667958558,Down
LINCSCP_23739,CHEMBL2143628,10uM,6h,HEPG2,-0.38641399,0.006670812844,Down
LINCSCP_47546,Erythromycin,10uM,24h,PC3,-0.38640898,0.006671581122,Down
LINCSCP_15892,MLS002276465,10uM,6h,HA1E,-0.38640768,0.006671780332,Down
LINCSCP_116233,GSK 1059615,0.12uM,24h,HT29,-0.38640476,0.006672228196,Down
LINCSCP_19798,TL_HRAS24,10uM,6h,HCC515,-0.38639623,0.006673537598,Down
LINCSCP_17239,CHEMBL2152359,1uM,24h,HA1E,-0.38634847,0.006680870224,Down
LINCSCP_5775,Telmisartan,10uM,24h,A549,0.38634787,0.006680962394,Down
LINCSCP_67935,Wortmannin,10uM,24h,PC3,-0.38634647,0.006681177644,Down
LINCSCP_57553,MLS002264455,10uM,24h,VCAP,0.38632599,0.006684325141,Down
LINCSCP_288818,Carbacyclin,0.5uM,24h,U937,-0.38629383,0.006689268713,Down
LINCSCP_11140,SPECTRUM2_001084,10uM,24h,ASC,-0.38629196,0.006689556823,Down
LINCSCP_310204,BRD-K92047490,30uM,6h,VCAP,0.3862869,0.006690334922,Down
LINCSCP_116211,AZD-1152-HQPA,10uM,24h,HT29,-0.38628239,0.006691027614,Down
LINCSCP_182837,BRD-K78420710,5uM,24h,A375,-0.38627775,0.006691742276,Down
LINCSCP_76524,Orphenadrine,1.11uM,24h,A375,-0.38626201,0.006694163754,Down
LINCSCP_46683,Calmidazolium,10uM,24h,PC3,-0.38625874,0.006694666809,Down
LINCSCP_25828,Elesclomol,10uM,6h,HT29,0.38622989,0.006699107004,Down
LINCSCP_117595,EMF-sumo1-1,0.12uM,24h,HT29,-0.38622141,0.00670041366,Down
LINCSCP_28163,BRD-K67485291,5uM,24h,HT29,0.38622101,0.006700474725,Down
LINCSCP_23264,BRD-K78524708,10uM,6h,HEPG2,0.38621625,0.006701208649,Down
LINCSCP_32489,Pregnenolone,10uM,24h,MCF7,-0.38620472,0.006702984285,Down
LINCSCP_4603,BDBM50127227,10uM,24h,A549,0.38620246,0.006703331831,Down
LINCSCP_293813,Ampiroxicam,10uM,24h,VCAP,0.38619557,0.006704393928,Down
LINCSCP_62451,BRD-K36671795,5uM,24h,VCAP,-0.38619334,0.00670473805,Down
LINCSCP_211817,Cinacalcet,10uM,6h,HA1E,0.38618867,0.006705457819,Down
LINCSCP_147907,CHEMBL3347630,3.33uM,24h,NPC.CAS9,0.38617644,0.006707341651,Down
LINCSCP_53749,"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",0.5uM,6h,SNUC4,-0.38613963,0.006713018584,Down
LINCSCP_85817,SCHEMBL3958507,0.04uM,24h,BT20,-0.3861291,0.006714643116,Down
LINCSCP_2231,332874-04-1,10uM,6h,A375,-0.38612779,0.006714844665,Down
LINCSCP_20441,BRD-K34387287,10uM,6h,HCC515,-0.38611311,0.006717111106,Down
LINCSCP_138647,Amoxapine,0.04uM,24h,MCF7,-0.3861011,0.006718964767,Down
LINCSCP_41832,Pala,80uM,6h,NOMO1,-0.38604582,0.006727502786,Down
LINCSCP_4271,Lomatin,10uM,6h,A549,-0.38601041,0.006732977697,Down
LINCSCP_87289,GW-5074,10uM,24h,CD34,-0.38599615,0.006735183402,Down
LINCSCP_86538,Tivantinib,1.11uM,24h,CD34,0.38598639,0.006736692818,Down
LINCSCP_8982,BRD-K97633445,10uM,24h,A549,0.3859729,0.006738780654,Down
LINCSCP_44997,STK219801,20uM,24h,PC3,-0.38597052,0.006739149424,Down
LINCSCP_64146,BRD-K02248910,5uM,24h,VCAP,0.38595187,0.006742035266,Down
LINCSCP_28408,Tigecycline,0.5uM,24h,HT29,0.38594697,0.006742795308,Down
LINCSCP_11402,Tyrphostin AG 538,10uM,24h,ASC,-0.38593097,0.006745272096,Down
LINCSCP_15143,UNII-Q85IYK36S4,10uM,6h,HA1E,0.38593008,0.006745411128,Down
LINCSCP_164887,Rabusertib,3.33uM,24h,SKL.C,-0.38592889,0.006745595047,Down
LINCSCP_113578,noscapine,3.33uM,3h,HME1,0.38590779,0.006748864278,Down
LINCSCP_39170,BMS-345541,0.5uM,6h,MDAMB231,0.38587548,0.006753873511,Down
LINCSCP_36716,CGP 60474,0.5uM,6h,MCF7,-0.38585322,0.006757325303,Down
LINCSCP_144895,Ruxolitinib,0.12uM,24h,MDAMB231,0.38585315,0.006757336062,Down
LINCSCP_9254,MLS000038106,3uM,24h,A549,0.38584261,0.00675897175,Down
LINCSCP_31669,CHEMBL489621,10uM,24h,MCF7,-0.38580588,0.006764672952,Down
LINCSCP_7838,BRD-K40566034,10uM,24h,A549,-0.38579057,0.006767051688,Down
LINCSCP_101315,Calcitriol,10uM,24h,HELA,-0.38578091,0.006768551581,Down
LINCSCP_38873,Enalapril,0.001uM,6h,MCF7,0.38576845,0.006770488223,Down
LINCSCP_57156,MLS003672589,10uM,6h,VCAP,0.38576707,0.006770702726,Down
LINCSCP_4031,BRD-K64106162,3.33uM,24h,A375,-0.38576067000000003,0.006771696689,Down
LINCSCP_132551,Alvocidib,10uM,24h,MCF7,-0.38575793,0.00677212219,Down
LINCSCP_295279,SMR000151874,10uM,24h,VCAP,0.3857368,0.006775407909,Down
LINCSCP_112878,SB239063,10uM,24h,HEPG2,-0.38573206,0.006776144475,Down
LINCSCP_12648,STK219801,20uM,6h,CORL23,-0.38572541,0.006777179621,Down
LINCSCP_46720,Entecavir,10uM,24h,PC3,-0.38572131,0.006777816432,Down
LINCSCP_74801,AC480 (BMS-599626),3.33uM,24h,A375,-0.38571148,0.006779346416,Down
LINCSCP_226912,NS1619,10uM,6h,HT29,-0.38569917,0.006781261261,Down
LINCSCP_83027,SGI-1776,10uM,24h,ASC.C,0.38568212,0.006783915464,Down
LINCSCP_51335,Tamatinib,10uM,24h,SKBR3,-0.3856653,0.006786533696,Down
LINCSCP_234258,AZD-8055,10uM,6h,JHUEM2,-0.38563273,0.006791608479,Down
LINCSCP_107866,Ttnpb,0.04uM,24h,HELA,-0.38562515000000003,0.006792789161,Down
LINCSCP_191768,Paroxetine,10uM,24h,A549,-0.38562166,0.006793332754,Down
LINCSCP_116396,CI-1040,0.04uM,24h,HT29,0.38561747,0.00679398596,Down
LINCSCP_64247,BRD-K12744202,5uM,24h,VCAP,0.38559273,0.006797843168,Down
LINCSCP_68538,"13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",10uM,24h,VCAP,0.38559026,0.006798228306,Down
LINCSCP_51773,PF-562271,10uM,6h,SKBR3,-0.38558856,0.006798494345,Down
LINCSCP_77921,Otamixaban,3.33uM,24h,A375,-0.38556753,0.0068017739,Down
LINCSCP_39568,BMS-387032,0.1uM,6h,MDAMB231,-0.38556195,0.006802645127,Down
LINCSCP_62848,BRD-K03416270,5uM,24h,VCAP,-0.3855389,0.006806241998,Down
LINCSCP_205802,Vorinostat,10uM,6h,CL34,-0.38553453,0.006806925423,Down
LINCSCP_44572,Nbqx,10uM,24h,PC3,-0.38551296,0.006810292558,Down
LINCSCP_58403,AC1OAV9H,10uM,24h,VCAP,0.38546572,0.006817675245,Down
LINCSCP_4401,Methoxsalen,10uM,6h,A549,0.38544672,0.006820646947,Down
LINCSCP_88309,SB-216763,0.12uM,24h,HA1E,0.38543963,0.006821756128,Down
LINCSCP_74561,Penfluridol,0.04uM,24h,A375,0.38540418,0.00682730322,Down
LINCSCP_61854,BRD-K96269157,5uM,24h,VCAP,0.38539687,0.006828446346,Down
LINCSCP_28754,52490-15-0,20uM,24h,HUH7,0.38539652,0.006828502506,Down
LINCSCP_25756,ST021200,10uM,6h,HT29,-0.38539476,0.006828777252,Down
LINCSCP_88589,Idelalisib,10uM,24h,HA1E,-0.38537983,0.006831115846,Down
LINCSCP_116652,CHEMBL2136735,0.37uM,24h,HT29,0.38537509,0.006831857565,Down
LINCSCP_188482,CHEMBL1332325,10uM,6h,A549,0.38536695,0.00683313233,Down
LINCSCP_310366,BRD-K38733341,10uM,24h,VCAP,-0.38533677,0.006837861751,Down
LINCSCP_74698,Dronedarone HCl,0.04uM,24h,A375,0.38533242,0.006838543469,Down
LINCSCP_7006,Cucurbitacin I,10uM,24h,A549,-0.38533083,0.006838793337,Down
LINCSCP_53363,AZD-8055,10uM,6h,SKMEL1,-0.38532906,0.006839071184,Down
LINCSCP_56298,SSR 69071,10uM,24h,VCAP,0.38532385,0.0068398868,Down
LINCSCP_5447,"Triazolothiadiazine, 7",10uM,24h,A549,0.38531925,0.006840609032,Down
LINCSCP_56129,Fccp,10uM,6h,VCAP,0.38531682,0.006840989662,Down
LINCSCP_62924,CHEMBL2140651,5uM,24h,VCAP,-0.38529309,0.006844711346,Down
LINCSCP_312560,BRD-K85642378,0.5uM,24h,VCAP,-0.38528773,0.006845552042,Down
LINCSCP_133267,TPCA-1,3.33uM,24h,MCF7,-0.3852637,0.006849322882,Down
LINCSCP_5941,Varenicline,10uM,24h,A549,-0.38526261,0.006849495409,Down
LINCSCP_99330,Quercetin,10uM,24h,HA1E,-0.38525941,0.006849996634,Down
LINCSCP_6214,SCHEMBL15444220,10uM,24h,A549,-0.38525536,0.006850632853,Down
LINCSCP_37119,BRD-K36959991,0.5uM,6h,MCF7,-0.38525304,0.006850997253,Down
LINCSCP_14681,YM90709,10uM,24h,HA1E,-0.38524624,0.006852064676,Down
LINCSCP_151448,rifampicin,3.33uM,24h,PC3,0.38524465,0.006852314988,Down
LINCSCP_54003,CHEMBL1434137,40uM,6h,SW480,-0.3852274,0.006855023564,Down
LINCSCP_128439,AZD4547,0.04uM,24h,HUVEC,-0.38522666,0.006855139463,Down
LINCSCP_109576,Tazarotene,3.33uM,24h,HELA,-0.38522428,0.006855513753,Down
LINCSCP_172910,179324-69-7,20uM,24h,YAPC,0.38521747,0.006856584057,Down
LINCSCP_310602,BRD-K48478472,10uM,6h,VCAP,-0.38519808,0.006859630649,Down
LINCSCP_66479,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",10uM,24h,A375,0.38519765,0.006859698169,Down
LINCSCP_158170,Econazole,3.33uM,24h,PC3,-0.38518918,0.006861030237,Down
LINCSCP_2991,BRD-K53501402,10uM,6h,A375,0.38518268,0.006862051597,Down
LINCSCP_83126,PCI-32765,0.12uM,24h,ASC.C,-0.38517967,0.006862525602,Down
LINCSCP_240487,WZ 4002,10uM,6h,MCF7,0.38517913,0.006862609705,Down
LINCSCP_33375,Daunorubicin,10uM,24h,MCF7,-0.38515038,0.006867132458,Down
LINCSCP_61362,BRD-K62314156,5uM,6h,VCAP,-0.38513655,0.006869308208,Down
LINCSCP_127493,MG-132,20uM,24h,HT29,0.38512721,0.006870777616,Down
LINCSCP_160233,Tetrahydrouridine,3.33uM,24h,PC3,-0.3851123,0.00687312571,Down
LINCSCP_163365,"Apitolisib (gdc-0980, rg7422)",0.12uM,3h,SKBR3,-0.38511171,0.006873217701,Down
LINCSCP_51372,THZ-2-98-01,0.5uM,24h,SKBR3,-0.38505549,0.006882075119,Down
LINCSCP_10572,PIK 75,0.1uM,6h,AGS,-0.38504723,0.006883376682,Down
LINCSCP_165701,1268524-70-4,3.33uM,24h,SKL,-0.38504415,0.00688386338,Down
LINCSCP_78592,PF-03814735,10uM,24h,A375,0.38503365,0.006885517828,Down
LINCSCP_79493,Olmesartan Medoxomil,10uM,24h,A375,-0.38502118,0.006887484573,Down
LINCSCP_44754,Liothyronine,10uM,24h,PC3,-0.38500796,0.006889570573,Down
LINCSCP_7995,Prostratin,10uM,6h,A549,-0.3850033,0.006890306402,Down
LINCSCP_50194,Skiii,10uM,24h,PHH,-0.38500013,0.006890806149,Down
LINCSCP_53783,SCH-79797,10uM,6h,SNUC4,-0.38499481,0.006891644779,Down
LINCSCP_130997,PLX-4720,10uM,3h,MCF10A,-0.38499267,0.006891983092,Down
LINCSCP_87995,PD-0325901,0.37uM,24h,HA1E,0.38499231,0.00689203964,Down
LINCSCP_191774,Protriptyline,10uM,24h,A549,-0.38497596,0.006894621014,Down
LINCSCP_18100,IKK Inhibitor VII,10uM,6h,HCC515,-0.38497191,0.006895259872,Down
LINCSCP_20532,Quizartinib,10uM,6h,HCC515,-0.38494061,0.006900203771,Down
LINCSCP_27488,BRD-K23794511,5uM,24h,HT29,-0.38493707,0.006900763601,Down
LINCSCP_66377,Wortmannin,10uM,6h,A375,-0.38492553,0.006902586413,Down
LINCSCP_32089,ST023431,10uM,24h,MCF7,-0.38492489,0.006902687523,Down
LINCSCP_146586,HG-14-10-04,3.33uM,24h,NEU,-0.38491551,0.006904169867,Down
LINCSCP_42505,CHEMBL1201939,10uM,24h,NPC,-0.38489473,0.006907456025,Down
LINCSCP_35130,BRD-K67498554,5uM,24h,MCF7,-0.38488168,0.006909518988,Down
LINCSCP_53210,Pevonedistat,10uM,6h,SKM1,-0.38487937,0.006909885066,Down
LINCSCP_234911,AZD-6482,1uM,24h,MCF10A,-0.38487435,0.006910678977,Down
LINCSCP_17125,PCI-34051,10uM,24h,HA1E,-0.38487202,0.006911048166,Down
LINCSCP_43044,BRD-K71742078,10uM,24h,NPC,-0.38484964,0.006914589085,Down
LINCSCP_106502,AC1NWAOC,10uM,24h,HELA,0.3848396,0.006916177962,Down
LINCSCP_8946,CHEMBL3186554,10uM,24h,A549,-0.38480124,0.00692225254,Down
LINCSCP_8348,BRD-K10279767,5uM,24h,A549,0.38478768,0.006924401876,Down
LINCSCP_144931,CP-724714,0.12uM,3h,MDAMB231,-0.38478045,0.006925547657,Down
LINCSCP_3692,BRD-K34160774,10uM,24h,A375,-0.3847765,0.006926173237,Down
LINCSCP_51537,SB590885,0.1uM,6h,SKBR3,-0.38476876,0.006927399987,Down
LINCSCP_42883,AC1L3XM7,10uM,24h,NPC,-0.38475241,0.006929992158,Down
