signatureid,compound,concentration,time,cellline,similarity,pValue,sig_direction
LINCSCP_127287,Imatinib,0.04uM,24h,HT29,0.40264853,0.004549955501,Up
LINCSCP_16097,MLS001060802,10uM,6h,HA1E,-0.40262225,0.004552843712,Up
LINCSCP_40021,"6,10,10B-Trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-3-vinyldodecahydro-1H-benzo[f]chromen-5-yl acetate",10uM,6h,NCIH2073,0.40261505,0.004553635131,Up
LINCSCP_70646,331771-20-1,1.11uM,24h,A375,0.40260696,0.004554525072,Up
LINCSCP_13129,Rosiglitazone,10uM,24h,FIBRNPC,0.40257184,0.004558388834,Up
LINCSCP_290022,Hydrastine,10uM,24h,VCAP,0.40256701,0.004558919385,Up
LINCSCP_7203,FK888,10uM,6h,A549,-0.40256612,0.00455901745,Up
LINCSCP_48834,BRD-K85119394,10uM,24h,PC3,-0.402539,0.004562003171,Up
LINCSCP_24598,Crizotinib,10uM,6h,HS578T,-0.40253158,0.004562820667,Up
LINCSCP_3610,BRD-K70875408,10uM,24h,A375,-0.40250308,0.004565960721,Up
LINCSCP_156943,Roflumilast,3.33uM,24h,PC3,0.40247461,0.00456909915,Up
LINCSCP_54776,Enzalutamide,0.1uM,6h,T3M10,0.40245333,0.004571446399,Up
LINCSCP_163438,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.04uM,3h,SKBR3,0.40244462,0.00457240751,Up
LINCSCP_115932,Withaferin A,1.11uM,3h,HS578T,0.40244116,0.004572790099,Up
LINCSCP_298708,BRD-K02612980,5uM,24h,VCAP,-0.40241487,0.004575692337,Up
LINCSCP_16013,CHEMBL1436973,10uM,6h,HA1E,0.40236152,0.004581585815,Up
LINCSCP_6755,BRD-A28746609,10uM,24h,A549,-0.40235281,0.00458254916,Up
LINCSCP_24663,"ABT-888,VELIPARIB",1uM,24h,HS578T,0.40233306,0.004584732852,Up
LINCSCP_138409,MG-132,20uM,24h,MCF7,0.40229594,0.00458884068,Up
LINCSCP_59675,BRD-K50280607,5uM,24h,VCAP,0.40227588,0.00459106168,Up
LINCSCP_68300,Vorinostat,10uM,24h,VCAP,0.40225269,0.004593630116,Up
LINCSCP_36340,Wortmannin,0.5uM,6h,MCF7,-0.40225117,0.004593798733,Up
LINCSCP_20078,MLS000518920,10uM,6h,HCC515,0.40222923,0.004596229942,Up
LINCSCP_25555,ABT737,10uM,24h,HT29,0.40221823,0.004597449734,Up
LINCSCP_1980,BRD-K05114711,10uM,6h,A375,-0.40219849,0.004599638517,Up
LINCSCP_191059,MLS003179192,10uM,24h,A549,-0.40217782,0.00460193173,Up
LINCSCP_57665,MLS002264458,10uM,6h,VCAP,0.40216839,0.004602978567,Up
LINCSCP_48758,BRD-K31441680,10uM,24h,PC3,-0.402146,0.004605464712,Up
LINCSCP_154091,Fadrozole,0.04uM,24h,PC3,0.40208473,0.004612272765,Up
LINCSCP_122293,179324-69-7,20uM,24h,HT29,0.40208417,0.004612335063,Up
LINCSCP_165333,Bosutinib,0.04uM,24h,SKL,-0.40208023,0.004612772863,Up
LINCSCP_64237,BRD-K93577185,5uM,24h,VCAP,0.40204991,0.004616145009,Up
LINCSCP_37183,MLN 2238,10uM,6h,MCF7,0.40204385,0.004616820138,Up
LINCSCP_150031,JW 55,0.37uM,24h,NPC.TAK,0.40203378,0.00461794051,Up
LINCSCP_68689,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",10uM,6h,VCAP,0.40203154,0.004618189704,Up
LINCSCP_54016,PIK 75,0.1uM,6h,SW480,-0.4019571,0.004626482877,Up
LINCSCP_58746,Sydowinin B,10uM,6h,VCAP,0.40194156,0.004628215765,Up
LINCSCP_120,Niclosamide,10uM,6h,A375,-0.40193206,0.00462927544,Up
LINCSCP_83027,SGI-1776,10uM,24h,ASC.C,0.40191657,0.004631003399,Up
LINCSCP_70523,Dasatinib,0.04uM,24h,A375,0.40190232,0.004632593942,Up
LINCSCP_85975,Dasatinib,3.33uM,24h,BT20,-0.40188303,0.004634746977,Up
LINCSCP_23866,BRD-K52160314,10uM,24h,HEPG2,-0.40185816,0.004637524407,Up
LINCSCP_35464,Broad-Sai-560,0.5uM,6h,MCF7,-0.4018451,0.004638984731,Up
LINCSCP_153247,Chloroxine,10uM,24h,PC3,-0.40184015,0.004639536986,Up
LINCSCP_9844,MG-132,3uM,6h,A549,0.40183738,0.004639847243,Up
LINCSCP_20908,Wortmannin,10uM,24h,HCC515,0.40183694,0.00463989678,Up
LINCSCP_36069,Sirolimus,10uM,6h,MCF7,0.40182403,0.004641339815,Up
LINCSCP_28379,CHEMBL2362317,10uM,24h,HT29,-0.40182262,0.004641496758,Up
LINCSCP_113364,Tamatinib,0.37uM,3h,HME1,0.40181997,0.004641793779,Up
LINCSCP_973,PIK 75,0.1uM,6h,A375,-0.40178858,0.004645304186,Up
LINCSCP_55017,MLN 2238,10uM,6h,THP1,0.40177893,0.004646383635,Up
LINCSCP_135171,MG-132,20uM,24h,MCF7,0.40177131,0.004647236617,Up
LINCSCP_127396,Indapamide,10uM,24h,HT29,0.40174105,0.004650624414,Up
LINCSCP_10483,Salermide,100uM,6h,AGS,0.40173122,0.004651726494,Up
LINCSCP_222571,HG6-64-1,0.1uM,6h,HS578T,-0.40172164,0.004652799363,Up
LINCSCP_34783,BRD-K34230554,5uM,24h,MCF7,0.40171324,0.004653740604,Up
LINCSCP_108852,GDC-0068,3.33uM,24h,HELA,0.40170423,0.004654750677,Up
LINCSCP_180645,BRD-K91677732,10uM,6h,A375,0.40169795,0.004655454736,Up
LINCSCP_168568,Perampanel,0.37uM,24h,YAPC,0.40169004,0.004656341215,Up
LINCSCP_118752,VGX-1027,0.12uM,24h,HT29,0.40168695,0.004656687138,Up
LINCSCP_25569,CHEMBL520231,10uM,24h,HT29,0.40168632,0.00465675805,Up
LINCSCP_130932,Buparlisib,3.33uM,3h,MCF10A,-0.40163071,0.004662997366,Up
LINCSCP_127150,Chloroquine,10uM,24h,HT29,0.40161901,0.004664311051,Up
LINCSCP_32225,AC1LGCD9,10uM,24h,MCF7,0.40159761,0.004666714231,Up
LINCSCP_99569,PF477736,0.04uM,24h,HCC515,0.40158072,0.004668611817,Up
LINCSCP_60318,CHEMBL3184201,5uM,6h,VCAP,-0.40157348,0.004669425266,Up
LINCSCP_282989,MLS003672589,10uM,6h,RKO,0.40156034,0.004670902437,Up
LINCSCP_42454,WYE 354,10uM,24h,NPC,0.40155155,0.004671890783,Up
LINCSCP_884,L-Sulforaphane,10uM,6h,A375,0.40151387,0.004676129986,Up
LINCSCP_164902,XMD 8-92,1.11uM,24h,SKL.C,0.40151198,0.004676342901,Up
LINCSCP_29729,A-443654,10uM,6h,MCF10A,-0.40148954,0.004678868573,Up
LINCSCP_38608,Wortmannin,0.12uM,24h,MCF7,0.40148033,0.004679905884,Up
LINCSCP_3253,BRD-K16195900,5uM,24h,A375,0.40145627,0.004682615387,Up
LINCSCP_296046,Chlorambucil,10uM,24h,VCAP,-0.4014521,0.004683085822,Up
LINCSCP_9515,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.5uM,6h,A549,0.40144525,0.004683857609,Up
LINCSCP_137067,AZD1152,0.37uM,24h,MCF7,0.40139872,0.004689103699,Up
LINCSCP_227279,BSPBIO_001473,10uM,6h,HT29,0.40138304,0.004690872987,Up
LINCSCP_55242,MLN 2238,10uM,6h,TYKNU,0.40134377,0.004695306866,Up
LINCSCP_151777,OTSSP167,1.11uM,24h,PC3,-0.40133818,0.004695937991,Up
LINCSCP_284118,Bicalutamide,10uM,24h,SKB,-0.40130927,0.004699203949,Up
LINCSCP_66852,Vorinostat,10uM,6h,HA1E,0.40128462,0.004701990603,Up
LINCSCP_40156,ML162,10uM,6h,NCIH508,0.40125707,0.004705106859,Up
LINCSCP_119758,SB 242235,1.11uM,24h,HT29,-0.40123855,0.004707203397,Up
LINCSCP_141917,MG-132,20uM,24h,MCF7,0.40122856,0.00470833462,Up
LINCSCP_123485,Orphenadrine,0.04uM,24h,HT29,0.40121397,0.004709986249,Up
LINCSCP_292026,SR-02000000246,10uM,24h,VCAP,0.40119041,0.004712654568,Up
LINCSCP_146280,GSK-3 Inhibitor II,0.37uM,24h,MNEU.E,0.40118871,0.004712847478,Up
LINCSCP_259536,BRD-K56060837-001-01-9,10uM,24h,NEU,-0.40118637,0.004713113064,Up
LINCSCP_38560,Sirolimus,3.33uM,24h,MCF7,0.40117463,0.004714443128,Up
LINCSCP_135590,Trimipramine,10uM,24h,MCF7,0.40114649,0.004717633054,Up
LINCSCP_115883,936890-98-1,3.33uM,3h,HS578T,-0.40113574,0.004718852807,Up
LINCSCP_116819,TORIN1,1.11uM,24h,HT29,0.40113379,0.004719074512,Up
LINCSCP_180756,Glipizide,10uM,6h,A375,-0.40110835,0.004721960894,Up
LINCSCP_279170,BRD-K82226238,10uM,6h,PC3,0.40110753,0.004722053609,Up
LINCSCP_84238,Doramapimod,10uM,24h,ASC,-0.40106312,0.004727096698,Up
LINCSCP_53510,N-[4-(1-Benzoylpiperidin-4-yl)butyl]-3-pyridin-3-ylpropanamide,0.5uM,6h,SKMEL28,0.40103533,0.004730255221,Up
LINCSCP_88249,CHIR-99021,1.11uM,24h,HA1E,-0.40102695,0.004731207995,Up
LINCSCP_32123,BRN 1087718,10uM,24h,MCF7,0.40101682,0.004732359627,Up
LINCSCP_81656,EX-8678,0.04uM,24h,A549,0.40100406,0.004733810977,Up
LINCSCP_54394,362-74-3,10uM,6h,SW948,-0.40095412,0.004739494084,Up
LINCSCP_59666,BRD-K40439253,5uM,24h,VCAP,-0.40092668,0.004742620333,Up
LINCSCP_130694,TWS 119,0.37uM,24h,MCF10A,0.40091854,0.004743547232,Up
LINCSCP_22219,VU0165202-4,10uM,6h,HEPG2,-0.40090613,0.004744962291,Up
LINCSCP_2565,SPECTRUM2_001084,10uM,6h,A375,-0.40090299,0.004745320126,Up
LINCSCP_22639,BL-074,10uM,6h,HEPG2,0.40086926,0.00474916636,Up
LINCSCP_56920,MK-2206,10uM,24h,VCAP,0.4008445,0.004751991104,Up
LINCSCP_56203,Parthenolide,10uM,6h,VCAP,0.40084366,0.004752086848,Up
LINCSCP_241184,Ricinine,10uM,24h,MCF7,-0.40082506,0.004754210401,Up
LINCSCP_127442,VX-661,0.12uM,24h,HT29,0.40078492,0.004758795648,Up
LINCSCP_111917,CHEMBL552425,10uM,24h,HEPG2,-0.40076558,0.004761005436,Up
LINCSCP_44096,KF 38789,10uM,6h,PC3,0.40073426,0.004764587153,Up
LINCSCP_35757,Cucurbitacin-I,0.5uM,6h,MCF7,-0.40071653,0.00476661645,Up
LINCSCP_29734,TORIN1,1uM,6h,MCF10A,-0.40071039,0.004767318477,Up
LINCSCP_17298,BRD-K01621458,0.37uM,24h,HA1E,0.40065759,0.004773365562,Up
LINCSCP_31764,CGS-15943,10uM,24h,MCF7,0.40063649,0.004775783886,Up
LINCSCP_286047,MLS000709026,40uM,6h,SKMEL1,0.40062448,0.004777160596,Up
LINCSCP_12873,Tozasertib,10uM,6h,DV90,-0.40057626,0.00478269201,Up
LINCSCP_5587,AC1LDAF7,10uM,24h,A549,-0.40057023,0.004783384841,Up
LINCSCP_133163,noscapine,10uM,3h,MCF7,0.40054463,0.004786323927,Up
LINCSCP_4824,BDBM50127227,10uM,6h,A549,0.40052758,0.004788282698,Up
LINCSCP_239916,Dasatinib,10uM,24h,MCF7,-0.40052589,0.004788476438,Up
LINCSCP_152289,Chelerythrine,1.11uM,24h,PC3,0.40050089,0.004791349622,Up
LINCSCP_3057,BRD-A49848186,10uM,6h,A375,0.40048745,0.00479289561,Up
LINCSCP_57027,Manumycin-A,10uM,6h,VCAP,0.40048608,0.004793053174,Up
LINCSCP_93189,Esmolol,3.33uM,24h,HA1E,-0.40044739,0.004797503388,Up
LINCSCP_103317,Lacidipine,0.37uM,24h,HELA,0.4004204,0.004800610261,Up
LINCSCP_15432,SCHEMBL13991002,40uM,24h,HA1E,-0.40041753,0.004800941047,Up
LINCSCP_138327,CPI-613,0.37uM,24h,MCF7,-0.40041487,0.004801247389,Up
LINCSCP_128928,"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",0.12uM,24h,HUVEC,0.40040716,0.004802136127,Up
LINCSCP_51523,WYE 125132,10uM,6h,SKBR3,-0.40038508,0.004804679359,Up
LINCSCP_77407,Ifosfamide,1.11uM,24h,A375,-0.40038225,0.004805005635,Up
LINCSCP_155510,fluocinolone-acetonide,10uM,24h,PC3,0.40037533,0.00480580276,Up
LINCSCP_141475,179324-69-7,20uM,24h,MCF7,0.40037239,0.004806142367,Up
LINCSCP_219195,ZINC1569718,10uM,6h,HEPG2,0.40034139,0.004809716812,Up
LINCSCP_84735,SCHEMBL16226502,10uM,24h,ASC,0.40033061,0.004810960074,Up
LINCSCP_28187,BRD-K61423234,5uM,24h,HT29,-0.40031331,0.004812956258,Up
LINCSCP_31367,SMR000031368,10uM,24h,MCF7,0.40029532,0.004815032501,Up
LINCSCP_63109,BRD-K69936629,5uM,24h,VCAP,0.40029334,0.004815262037,Up
LINCSCP_52375,PU-H-71,10uM,24h,SKB,0.40026548,0.004818479799,Up
LINCSCP_68785,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",10uM,6h,VCAP,0.40026368,0.004818687016,Up
LINCSCP_42876,"2,2'-Azobis(2-amidinopropane)",10uM,24h,NPC,0.40024889,0.004820396667,Up
LINCSCP_139038,MG-132,20uM,24h,MCF7,0.40023462,0.004822045564,Up
LINCSCP_30102,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",1uM,24h,MCF7,0.40020604,0.004825349924,Up
LINCSCP_37752,ML162,3uM,6h,MCF7,0.4001995,0.004826106743,Up
LINCSCP_86226,BI-2536,10uM,3h,BT20,0.40019284,0.004826877963,Up
LINCSCP_23779,SCHEMBL17497626,3uM,24h,HEPG2,0.40018883,0.004827341816,Up
LINCSCP_27098,Methyl beta-carboline-3 carboxylate,10uM,6h,HT29,0.40014141,0.004832830974,Up
LINCSCP_22148,MLS002576689,10uM,6h,HEPG2,0.40007616,0.004840394587,Up
LINCSCP_312586,BRD-K91440401,3uM,24h,VCAP,0.4000361,0.004845043228,Up
LINCSCP_148391,WHI-P97,3.33uM,24h,NPC.CAS9,0.40001204,0.004847835984,Up
LINCSCP_171886,Formoterol,0.12uM,24h,YAPC,0.39996262,0.004853579297,Up
LINCSCP_3006,BRD-K63979920,10uM,6h,A375,0.39994358,0.004855792896,Up
LINCSCP_16190,Disulfiram,10uM,6h,HA1E,0.39993782,0.004856463867,Up
LINCSCP_22195,MLS002415570,10uM,6h,HEPG2,0.39993474,0.004856821552,Up
LINCSCP_62799,BRD-K63279176,5uM,24h,VCAP,-0.39988871,0.004862179311,Up
LINCSCP_54413,Rolipram,10uM,6h,SW948,-0.39986748,0.004864651186,Up
LINCSCP_48298,BRD-K95608631,5uM,24h,PC3,0.39986619,0.004864801953,Up
LINCSCP_146632,Osimertinib,3.33uM,24h,NEU,0.39981096,0.004871239684,Up
LINCSCP_22220,2-[(2-Phenylethyl)thio]nicotinic acid,10uM,6h,HEPG2,0.39979951,0.004872575615,Up
LINCSCP_42952,BRD-K09059649,10uM,24h,NPC,-0.39977302,0.004875666365,Up
LINCSCP_82621,Alectinib,3.33uM,24h,A549,0.39973258,0.004880388994,Up
LINCSCP_122667,Indomethacin,0.04uM,24h,HT29,-0.39973209,0.004880446432,Up
LINCSCP_83215,MLN-0128,0.37uM,24h,ASC.C,-0.39969655,0.004884600289,Up
LINCSCP_85638,TORIN-2,10uM,3h,BT20,-0.39966243,0.004888589978,Up
LINCSCP_69612,Gefitinib,0.12uM,24h,A375,-0.3996351,0.004891788956,Up
LINCSCP_20363,ITK Inhibitor,10uM,6h,HCC515,0.39962717,0.004892717761,Up
LINCSCP_155678,chlormadinone-acetate,10uM,24h,PC3,0.39961118,0.004894589731,Up
LINCSCP_18425,Fenbendazole,10uM,6h,HCC515,0.39959985,0.004895916647,Up
LINCSCP_23397,Cycloheximide,3uM,24h,HEPG2,-0.39953364,0.004903679256,Up
LINCSCP_117330,UNC1215,3.33uM,24h,HT29,0.39952994,0.004904112989,Up
LINCSCP_56858,AKT Inhibitor IV,10uM,24h,VCAP,0.39950947,0.004906514863,Up
LINCSCP_25384,Nitrendipine,10uM,24h,HT29,0.39948329,0.004909588189,Up
LINCSCP_310419,BRD-K71328603,10uM,24h,VCAP,0.39945804,0.004912554988,Up
LINCSCP_5523,MLS002264449,10uM,6h,A549,-0.39944725,0.004913822956,Up
LINCSCP_53496,IMD-0354,10uM,6h,SKMEL28,0.39944632,0.004913931334,Up
LINCSCP_144764,Pelitinib,0.04uM,24h,MDAMB231,-0.39943454,0.004915316102,Up
LINCSCP_76174,Mebendazole,0.12uM,24h,A375,0.39940651,0.004918612541,Up
LINCSCP_945,Skiii,40uM,6h,A375,0.39940336,0.004918982917,Up
LINCSCP_31687,SMR000206948,10uM,6h,MCF7,0.39938341,0.004921329721,Up
LINCSCP_10560,LY 2183240,10uM,6h,AGS,0.39937618,0.004922180879,Up
LINCSCP_240221,PD-173074,10uM,6h,MCF7,-0.39937243,0.004922623016,Up
LINCSCP_59420,Metaproterenol,10uM,24h,VCAP,-0.39936756,0.0049231961,Up
LINCSCP_7162,"2,3-Diphenylquinoxaline-6-carboxylic acid",10uM,6h,A549,0.39931963,0.004928840877,Up
LINCSCP_48955,BRD-K32628102,10uM,24h,PC3,-0.39927384,0.004934239607,Up
LINCSCP_5215,MLS003153121,10uM,6h,A549,-0.39927382,0.00493424226,Up
LINCSCP_193491,201943-63-7,10uM,6h,A549,0.39926491,0.004935292616,Up
LINCSCP_41399,BL003-049-HDAC3,10uM,24h,NEU,-0.3992551,0.004936449677,Up
LINCSCP_137077,Hydroflumethiazide,3.33uM,24h,MCF7,0.39924717,0.004937385647,Up
LINCSCP_430,BSPBIO_001542,10uM,6h,A375,0.39924223,0.004937968692,Up
LINCSCP_156301,XL888,3.33uM,24h,PC3,0.39923006,0.00493940565,Up
LINCSCP_111353,NVP-AUY922,0.12uM,24h,HEPG2,0.39921438,0.004941257033,Up
LINCSCP_148644,SB525334,10uM,24h,NPC,-0.39921114,0.004941639601,Up
LINCSCP_144975,Vemurafenib,10uM,3h,MDAMB231,-0.39919701,0.004943308366,Up
LINCSCP_137961,MG-132,20uM,24h,MCF7,0.3991922,0.004943877432,Up
LINCSCP_16495,BIIB 021,10uM,6h,HA1E,0.3991881,0.004944361846,Up
LINCSCP_167757,GSK 525762A,3.33uM,24h,YAPC,-0.399169,0.004946619099,Up
LINCSCP_11548,313516-66-4,10uM,24h,ASC,-0.39915749,0.004947979066,Up
LINCSCP_51828,OSI-930,0.1uM,24h,SKBR3,0.3991525,0.00494856941,Up
LINCSCP_139042,MG-132,20uM,24h,MCF7,0.39915025,0.004948835551,Up
LINCSCP_60035,CHEMBL2359657,5uM,24h,VCAP,0.39914946,0.004948928874,Up
LINCSCP_134555,179324-69-7,20uM,24h,MCF7,0.39913509,0.004950628612,Up
LINCSCP_5591,KUC103898N,10uM,24h,A549,0.39913116,0.004951093566,Up
LINCSCP_22587,BI 78D3,10uM,6h,HEPG2,0.39911987,0.004952429851,Up
LINCSCP_137799,BRD-K00248354,0.37uM,24h,MCF7,-0.39911857,0.004952583237,Up
LINCSCP_15604,HSCI1_000314,80uM,6h,HA1E,0.39911012,0.004953583733,Up
LINCSCP_36473,CHEMBL2132289,0.1uM,24h,MCF7,0.39909448,0.004955434672,Up
LINCSCP_37258,SA-1458610,3uM,24h,MCF7,0.39904021,0.004961863103,Up
LINCSCP_64871,Cymarin,10uM,24h,VCAP,0.39901608,0.004964724899,Up
LINCSCP_137600,MG-132,20uM,24h,MCF7,0.39898099,0.004968886974,Up
LINCSCP_221314,AC1O9ZTN,10uM,6h,HEPG2,0.39897871,0.004969157522,Up
LINCSCP_70422,SCHEMBL16980224,0.04uM,24h,A375,-0.39896368,0.004970942337,Up
LINCSCP_16691,MLS001172197,10uM,6h,HA1E,0.39894098,0.004973637764,Up
LINCSCP_250665,Sildenafil,0.01uM,6h,MCF7,-0.39888998,0.004979697605,Up
LINCSCP_59598,Cefoxitin,10uM,6h,VCAP,-0.39884715,0.004984793298,Up
LINCSCP_99001,Mycophenolate Mofetil,0.04uM,24h,HA1E,0.39883915,0.004985745241,Up
LINCSCP_9750,Alvocidib,0.1uM,24h,A549,0.39879656,0.004990816387,Up
LINCSCP_208177,Fluticasone Propionate,10uM,6h,HA1E,0.39878936,0.004991673976,Up
LINCSCP_48759,BRD-K31695944,10uM,24h,PC3,-0.39878633,0.00499203494,Up
LINCSCP_88401,Dasatinib,10uM,24h,HA1E,-0.3987863,0.004992038736,Up
LINCSCP_1346,MLS002473425,10uM,6h,A375,-0.39878403,0.004992309964,Up
LINCSCP_138048,MG-132,20uM,24h,MCF7,0.39878104,0.004992665805,Up
LINCSCP_100112,SB-216763,0.12uM,24h,HCC515,0.39875578,0.004995676976,Up
LINCSCP_27557,BRD-K60703313,5uM,24h,HT29,0.39871467,0.005000580594,Up
LINCSCP_159926,K784-3187,10uM,24h,PC3,0.39870685,0.005001514356,Up
LINCSCP_81760,Tivozanib,0.37uM,24h,A549,-0.3986913,0.005003370415,Up
LINCSCP_35542,PCI-34051,3uM,24h,MCF7,0.39867646,0.005005142694,Up
LINCSCP_127715,Isoconazole,3.33uM,24h,HT29,0.39866955,0.005005967941,Up
LINCSCP_103051,CEP-32496,10uM,24h,HELA,0.39866449,0.005006571684,Up
LINCSCP_14312,"RS-102,221",10uM,6h,HA1E,0.39866106,0.005006982328,Up
LINCSCP_148434,Sirolimus,10uM,24h,NPC,0.39863366,0.00501025622,Up
LINCSCP_294279,MLS001210968,10uM,24h,VCAP,0.39861347,0.005012670148,Up
LINCSCP_5162,MLS001065876,10uM,6h,A549,-0.3985991,0.005014389125,Up
LINCSCP_117324,Ricolinostat,3.33uM,24h,HT29,0.39859907,0.005014392959,Up
LINCSCP_73400,Prothiaden Spofa,0.37uM,24h,A375,0.39859044,0.005015424778,Up
LINCSCP_68404,Withaferin A,10uM,24h,VCAP,0.3985731,0.005017500341,Up
LINCSCP_26074,BRD-K28040935,10uM,6h,HT29,0.39855094,0.005020153024,Up
LINCSCP_165918,AZ20,1.11uM,24h,SKL,-0.39851249,0.005024759514,Up
LINCSCP_36118,Mitoxantrone,0.01uM,6h,MCF7,0.39849574,0.005026766807,Up
LINCSCP_29711,Saracatinib,10uM,6h,MCF10A,-0.39848757,0.005027746406,Up
LINCSCP_101912,Rimexolone,0.12uM,24h,HELA,-0.39848536,0.005028011297,Up
LINCSCP_96410,Podofilox,1.11uM,24h,HA1E,-0.39846109,0.005030922549,Up
LINCSCP_38386,COL-3,0.5uM,24h,MCF7,-0.39842898,0.005034775981,Up
LINCSCP_60927,BRD-K82062446,5uM,24h,VCAP,0.39842411,0.005035360719,Up
LINCSCP_115043,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.12uM,24h,HS578T,0.39840763,0.005037339688,Up
LINCSCP_32750,Acetyl-Farnesyl-Cysteine,10uM,6h,MCF7,0.39840656,0.005037468224,Up
LINCSCP_222248,"N-{3-[(4-methoxyphenyl)amino]-1,4-dioxo-1,4-dihydronaphthalen-2-yl}acetamide",10uM,6h,HL60,0.39839253,0.005039153777,Up
LINCSCP_35372,BRD-K88899793,10uM,24h,MCF7,0.39835458,0.005043714808,Up
LINCSCP_35452,Tacedinaline,10uM,6h,MCF7,-0.39835443,0.005043732919,Up
LINCSCP_54648,"4-(3-Ethyl[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-6-yl)aniline",10uM,6h,SW948,-0.39834163,0.00504527139,Up
LINCSCP_240187,CP-724714,10uM,6h,MCF7,-0.3983188,0.005048018114,Up
LINCSCP_24721,SB525334,0.5uM,24h,HS578T,0.3982866,0.005051893644,Up
LINCSCP_194080,Trimidox,10uM,6h,A549,-0.39825538,0.005055654501,Up
LINCSCP_50836,ZM336372,100uM,6h,RKO,0.39824467,0.005056944348,Up
LINCSCP_191157,MEGXP0_001030,10uM,6h,A549,0.39823645,0.005057935165,Up
LINCSCP_312127,BRD-K21387011,10uM,6h,VCAP,0.39823407,0.005058222261,Up
LINCSCP_56140,JLK-6,10uM,6h,VCAP,0.39815836,0.005067355759,Up
LINCSCP_88372,PF-04217903,3.33uM,24h,HA1E,-0.39807213,0.005077774545,Up
LINCSCP_15828,MLS000583956,10uM,6h,HA1E,0.39801799,0.005084326341,Up
LINCSCP_54310,BML-259,80uM,6h,SW620,-0.39801035,0.005085251805,Up
LINCSCP_4712,GW 405833,40uM,6h,A549,-0.39799157,0.0050875271,Up
LINCSCP_26770,"(8Xi,11beta,14xi,16beta)-21-Chloro-9-fluoro-11-hydroxy-16-methyl-3,20-dioxopregna-1,4-dien-17-yl propanoate",10uM,6h,HT29,-0.39798148,0.005088748872,Up
LINCSCP_142884,Tomelukast,0.33uM,24h,MCF7,0.3979739,0.005089667562,Up
LINCSCP_254207,Luteolin,3uM,24h,MCF7,-0.39797058,0.005090069811,Up
LINCSCP_68077,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",1uM,6h,PC3,0.39794323,0.005093385426,Up
LINCSCP_147818,AGK 2,3.33uM,24h,NPC.CAS9,0.39792185,0.005095979341,Up
LINCSCP_61181,BRD-K98950492,5uM,6h,VCAP,-0.39789112,0.005099708438,Up
LINCSCP_273329,Acetaminophen,10uM,24h,PC3,0.39787115,0.005102132984,Up
LINCSCP_58105,Levofloxacin,10uM,24h,VCAP,0.39784837,0.005104900694,Up
LINCSCP_14675,Caffeine,10uM,24h,HA1E,-0.39784029,0.005105882986,Up
LINCSCP_20137,MLS000534605,10uM,6h,HCC515,-0.39784001,0.00510591674,Up
LINCSCP_9224,AZD-1152-HQPA,10uM,24h,A549,0.39776197,0.005115409153,Up
LINCSCP_10606,TGX-115,100uM,6h,AGS,-0.39774532,0.005117436167,Up
LINCSCP_35738,PG 490,3uM,6h,MCF7,-0.39769938,0.005123032435,Up
LINCSCP_7048,BRD-K38477985,10uM,24h,A549,-0.39769206,0.005123925338,Up
LINCSCP_2404,MLS-0435526.0001,10uM,6h,A375,0.397671,0.005126492253,Up
LINCSCP_279099,BRD-K52675185,10uM,6h,PC3,0.39766849,0.005126799003,Up
LINCSCP_134724,MG-132,20uM,24h,MCF7,0.39765899,0.005127957214,Up
LINCSCP_67420,Radicicol,10uM,6h,MCF7,0.39764547,0.005129607591,Up
LINCSCP_68252,Vorinostat,10uM,6h,SW620,0.3976401,0.005130261746,Up
LINCSCP_139973,BIIB 021,10uM,24h,MCF7,0.39763452,0.005130942974,Up
LINCSCP_16668,Mirin,10uM,6h,HA1E,0.39761876,0.005132867147,Up
