compound,num_concordant,num_discordant,ratio,mechanism,RMGI,EFO27,RMUGS,HA1E,SNGM,HEPG2,NPC,SKB,VCAP,SKLU1,COV644,HEC108,MCF7,A375,HCC515,MDAMB231,LNCAP,BT20,MCF10A,HME1,ASC,SKBR3,HT29,PC3,HS578T,SW620,SW480,CORL23,OV7,THP1,A549,HCT116,LOVO,CD34,NOMO1,PHH,NPC.TAK,HUVEC,HEK293T,RKO,PL21,ASC.C,SKL,HELA,SW948,SNU1040,TYKNU,NCIH1694,AGS,HUH7,DV90,SKMEL1,U937,T3M10,YAPC,NCIH2073,MDST8,NKDBA,NEU,HL60,SNUC4,U266,HUES3,SKL.C,HCC15,A673,WSUDLCL2,SNUC5,SKMEL28,NCIH1836,NPC.CAS9,H1299,JHUEM2,FIBRNPC,NCIH508,NCIH596,SKM1,MNEU.E,JURKAT,HT115,CL34,HS27A
Cyclosporine,4,1,4,Calcineurin inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36967412,NA,0.47803563,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44817076,NA,NA,NA,NA,NA,NA,0.39861741,0.38144051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chlorpromazine,0,4,0,Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a|D2-like dopamine receptor antagonist,NA,NA,NA,-0.48767512,NA,NA,NA,NA,NA,NA,NA,NA,-0.3270474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36952725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34072396,NA,NA,NA,NA,NA,NA,NA,NA
Bromhexine,0,3,0,Mucolytic agent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36945809,NA,NA,NA,NA,NA,NA,-0.32433096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38065592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iopanoic acid,0,3,0,Radiopaque medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.60434983,-0.47564323,NA,NA,NA,NA,NA,NA,NA,NA,-0.36927442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prostoglandin B2,0,3,0,CAMP inhibitor,NA,NA,NA,NA,NA,-0.36912551,NA,-0.37655456,NA,NA,NA,NA,-0.32686503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fenoldopam,2,2,1,Dopamine receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40943275,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56882879,-0.36299815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36878151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nimodipine,6,1,6,Calcium channel blocker,NA,NA,NA,0.48493564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4574779,NA,NA,NA,0.32851362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36874463,NA,NA,NA,0.3794154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36465749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39512727,NA
Tipifarnib,2,7,0.28571429,Farnesyltransferase inhibitor,NA,NA,NA,-0.49931854,NA,NA,NA,NA,NA,NA,0.39204777,-0.42103405,NA,NA,-0.48834546,NA,NA,NA,NA,NA,NA,NA,0.43605155,NA,NA,NA,NA,NA,NA,NA,NA,-0.52972196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.387243,-0.32702099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36853766,NA
Wortmannin,8,7,1.14285714,PI3K inhibitor,NA,NA,NA,-0.42514951,-0.51621872,-0.42010445,-0.38772039,NA,0.55064809,NA,NA,NA,0.56538481,NA,-0.36850863,NA,NA,NA,NA,NA,NA,NA,NA,-0.55979122,NA,NA,NA,NA,NA,NA,0.44394859,NA,NA,0.43934709,NA,0.46507648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46156686,-0.48237949,0.38554939,NA,NA,NA,NA,NA,NA,NA,NA,0.53767728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methoxsalen,2,2,1,DNA synthesis inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,0.39816803,NA,NA,NA,0.44814108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36831888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36414143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carbetocin,4,2,2,Oxytocin receptor agonist,NA,NA,NA,0.39694025,NA,NA,NA,NA,NA,NA,NA,NA,-0.43775668,NA,-0.36828177,NA,NA,NA,NA,NA,0.41646142,NA,NA,0.65662314,NA,NA,NA,NA,NA,NA,0.43804924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N-Arachidonoyl-gaba (na-gaba),0,2,0,Cannabinoid receptor agonist,NA,NA,NA,NA,NA,-0.36825015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33942551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Endecaphyllin X,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3682132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56773377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Castanospermine,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36820882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47821915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anastrozole,1,2,0.5,Aromatase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36790682,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37778904,-0.3386269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emend,1,2,0.5,Tachykinin antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56560294,-0.43027938,NA,NA,NA,NA,NA,NA,NA,NA,-0.36781179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tosedostat,1,7,0.14285714,Peptidase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36770521,0.56924926,-0.33209679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4548025,NA,-0.41536292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48371092,-0.4746433,NA,NA,NA,NA,NA,NA,NA,-0.36076276,NA
Clozapine,1,3,0.33333333,Dopamine receptor antagonist|Serotonin receptor antagonist,NA,NA,NA,NA,NA,NA,-0.4432238,NA,NA,NA,NA,NA,NA,0.37745216,-0.41753383,NA,NA,NA,NA,NA,NA,NA,NA,-0.36707027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Purmorphamine,0,5,0,Smoothened receptor agonist,NA,NA,NA,NA,NA,-0.34151222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36168206,NA,NA,NA,NA,NA,-0.40639469,NA,NA,NA,NA,NA,-0.34112628,NA,NA,-0.36700293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tropisetron,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36696139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41965993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verrucarin A,0,2,0,Protein synthesis inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36677147,NA,NA,NA,NA,NA,NA,NA,NA,-0.32772542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clocortolone Pivalate,0,2,0,Steroid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36665818,NA,-0.64062118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doxofylline,1,1,1,Adenosine receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3666269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51696057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rofecoxib,4,1,4,Cyclooxygenase inhibitor,NA,NA,NA,-0.36637098,NA,NA,0.41414729,NA,0.33024682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49422216,NA,NA,NA,NA,NA,NA,0.42187472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tcpobop,1,2,0.5,CAR agonist,NA,NA,NA,-0.38807711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36571706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44151722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROTIRELIN,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37558231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36561682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N-Desmethylclozapine,0,3,0,Acetylcholine receptor agonist,NA,NA,NA,-0.4787128,NA,NA,NA,-0.37833718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36529257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinacidil,0,3,0,ATP channel activator|Potassium channel activator,NA,NA,NA,-0.34717787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45614605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36514255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ethyl 6-(2,3-dihydro-1H-indol-1-ylmethyl)-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydro-5-pyrimidinecarboxylate",1,3,0.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38746542,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36501358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36343451,NA,NA,NA,NA,NA,NA,-0.35767753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abiraterone,1,1,1,Androgen biosynthesis inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,0.3781765,NA,NA,NA,-0.36492004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elesclomol,1,1,1,Oxidative stress inducer,NA,NA,NA,0.38514806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36480739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Letrozole,0,2,0,Aromatase inhibitor,NA,NA,NA,-0.36468414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33268935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
midodrine,0,2,0,NA,NA,NA,NA,-0.3645398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3297086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narlaprevir,1,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36447962,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44856563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41209852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bicalutamide,4,3,1.33333333,Androgen receptor antagonist,NA,NA,NA,0.3554588,NA,NA,NA,NA,0.38166104,NA,NA,NA,-0.35404234,0.37736205,-0.36413332,NA,NA,NA,NA,NA,NA,NA,NA,-0.34868071,NA,NA,NA,NA,NA,NA,0.32497852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emtricitabine,1,2,0.5,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45053602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48364045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3640486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Propafenone,4,3,1.33333333,Beta-1 adrenergic receptor antagonist|Beta-2 adrenergic receptor antagonist|Sodium channel alpha subunit blocker,NA,NA,NA,-0.47069219,NA,NA,NA,NA,-0.37622334,NA,NA,NA,0.48836168,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39259686,NA,NA,NA,NA,NA,NA,NA,0.448872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46786817000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36375548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicotin-Amide,1,2,0.5,Protein synthesis stimulant,NA,NA,NA,-0.36363645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45614752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3438903,NA,NA,NA,NA,NA,NA,NA,NA
Estradiol,3,4,0.75,Estrogen receptor alpha agonist,NA,NA,NA,NA,NA,-0.52484442,NA,NA,0.50262263,NA,NA,NA,0.43880238,-0.34773464,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38165723,NA,NA,NA,NA,NA,NA,-0.36324497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33547282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyclophosphamide,0,3,0,DNA alkylating agent,NA,NA,NA,-0.36301193,NA,NA,NA,NA,-0.50776889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Androstenol,2,3,0.66666667,GABA receptor modulator,NA,NA,NA,NA,NA,NA,NA,NA,-0.36267372,NA,NA,NA,0.34978985,0.50658036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47514992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42874706,NA,NA,NA,NA,NA,NA,NA,NA
Selamectin,0,5,0,Nematocide,NA,NA,NA,-0.5789543,NA,NA,NA,NA,-0.33415117,NA,NA,NA,NA,-0.61316232,NA,NA,NA,NA,NA,NA,NA,NA,-0.36236838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47439778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scopolamine,2,2,1,Acetylcholine receptor antagonist,NA,NA,NA,NA,NA,-0.36225367,NA,NA,0.35132349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40227223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32722268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAZOBACTAM,2,1,2,NA,NA,NA,NA,-0.36193257,NA,NA,NA,NA,NA,NA,NA,NA,0.40261716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44471353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mupirocin,0,2,0,Isoleucyl-tRNA synthetase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35221325,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36180375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycophenolic acid,1,3,0.33333333,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor (Inosine-5'-monophosphate dehydrogenase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36158896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40752252,NA,NA,NA,NA,NA,NA,NA,-0.47124387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43244621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
