region,comparison,compound,num_concordant,num_discordant,ratio,mechanism,RMGI,EFO27,RMUGS,HA1E,SNGM,HEPG2,NPC,SKB,VCAP,SKLU1,COV644,HEC108,MCF7,A375,HCC515,MDAMB231,LNCAP,BT20,MCF10A,HME1,ASC,SKBR3,HT29,PC3,HS578T,SW620,SW480,CORL23,OV7,THP1,A549,HCT116,LOVO,CD34,NOMO1,PHH,NPC.TAK,HUVEC,HEK293T,RKO,PL21,ASC.C,SKL,HELA,SW948,SNU1040,TYKNU,NCIH1694,AGS,HUH7,DV90,SKMEL1,U937,T3M10,YAPC,NCIH2073,MDST8,NKDBA,NEU,HL60,SNUC4,U266,HUES3,SKL.C,HCC15,A673,WSUDLCL2,SNUC5,SKMEL28,NCIH1836,NPC.CAS9,H1299,JHUEM2,FIBRNPC,NCIH508,NCIH596,SKM1,MNEU.E,JURKAT,HT115,CL34,HS27A
PFC,05p_males,Nilotinib,7,4,1.75,Abl kinase inhibitor|Bcr-Abl kinase inhibitor,NA,NA,NA,-0.51054691,NA,-0.45861729,NA,NA,NA,NA,NA,NA,-0.73896871,0.4353065,NA,0.46527706,NA,0.49456996,0.52580351,NA,NA,0.42772547,-0.47577613,0.43778171,NA,NA,NA,NA,NA,NA,0.39113777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,"Trichostatin A, Streptomyces Sp.",6,12,0.5,CDK expression enhancer|HDAC inhibitor|ID1 expression inhibitor,NA,NA,NA,-0.73586696,NA,-0.54281129,-0.37670201,NA,-0.47194006,NA,NA,0.42704439,0.54691656,-0.47403029,-0.48874889,NA,NA,NA,NA,NA,NA,NA,0.47095511,0.511595,NA,NA,NA,NA,NA,NA,-0.68814795,0.59739778,NA,-0.4431892,NA,-0.4935269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41371663,NA,NA,NA,NA,NA,-0.58178909,-0.47889286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38550278,NA,NA,NA
PFC,05p_males,Fluvastatin,0,4,0,HMGCR inhibitor,NA,NA,NA,-0.47597754,NA,NA,NA,NA,-0.54124396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45758444,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71005001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Phenoxybenzamine,0,4,0,Adrenergic receptor alpha antagonist,NA,NA,NA,-0.44846054,NA,NA,NA,NA,NA,NA,NA,NA,-0.55283627,NA,-0.68323726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42378255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Rimcazole,3,1,3,Sigma receptor antagonist,NA,NA,NA,-0.67954461,NA,NA,NA,NA,NA,NA,NA,NA,0.44705079,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45753576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33734709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,(+)-Camptothecin,1,1,1,Topoisomerase inhibitor,NA,NA,NA,NA,NA,NA,NA,-0.67731246,NA,NA,NA,NA,NA,NA,0.39167576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Ipratropium,1,1,1,Acetylcholine receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,0.51731184,NA,NA,NA,NA,NA,-0.66934063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Tranilast,2,1,2,Angiogenesis inhibitor,NA,NA,NA,-0.66059567,NA,NA,NA,NA,NA,NA,NA,NA,0.43852815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32455814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Linsitinib,3,5,0.6,IGF-1 inhibitor,NA,NA,NA,NA,NA,-0.37578506,NA,NA,NA,NA,NA,NA,0.36481645,NA,NA,-0.65540064,NA,-0.40754265,-0.44364365,NA,NA,0.32910655,NA,-0.37843701,0.58779296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Tubastatin A,3,1,3,HDAC inhibitor,NA,NA,NA,0.47533206,NA,NA,NA,NA,NA,NA,NA,NA,-0.65356761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44677261,NA,NA,NA,NA,NA,NA,0.33747744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Dexamethasone Acetate,0,3,0,Corticosteroid agonist|Cytochrome P450 inhibitor|Glucocorticoid receptor agonist,NA,NA,NA,-0.64860307,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43143293,-0.4637843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Simeprevir,2,1,2,NA,NA,NA,NA,-0.64720336999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48964944,NA,NA,NA,NA,NA,NA,NA,NA,0.48550173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Fluoxetine,3,2,1.5,Serotonin transporter inhibitor,NA,NA,NA,-0.64659534,NA,NA,NA,NA,NA,NA,NA,NA,0.55422743,0.39205288,0.46706652,NA,NA,NA,NA,NA,NA,NA,-0.40992306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Tacedinaline,2,3,0.66666667,HDAC inhibitor,NA,NA,NA,0.3955997,NA,NA,-0.4009274,NA,NA,NA,NA,NA,-0.63475468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53992383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40555779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Quetiapine,3,4,0.75,Dopamine receptor antagonist|Serotonin receptor antagonist,NA,NA,NA,-0.42401943,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33690568,-0.63433179,NA,NA,NA,NA,NA,NA,NA,0.42903366,0.32208856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44710323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.57094176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Hypericin,0,3,0,Tyrosine kinase inhibitor,NA,NA,NA,-0.63115429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41169305,NA,NA,NA,NA,NA,NA,NA,NA,-0.54866558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Golvatinib (E7050),0,2,0,Hepatocyte growth factor receptor inhibitor|Vascular endothelial growth factor receptor 2 inhibitor,NA,NA,NA,-0.62808261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38941781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Aloisine A,0,2,0,CDK inhibitor|CFTR channel agonist|Glycogen synthase kinase inhibitor,NA,NA,NA,NA,NA,NA,NA,-0.37560367,-0.62678232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Salermide,1,3,0.33333333,SIRT inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55773781,-0.55190919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.62381447,NA,NA,NA,-0.55284184,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,"Apitolisib (gdc-0980, rg7422)",4,7,0.57142857,PI3K inhibitor|mTOR inhibitor,NA,NA,NA,-0.45007302,NA,0.45074478,NA,NA,NA,NA,NA,NA,-0.38783812,NA,-0.50563295,0.44921616,NA,0.58406605,-0.50646074,NA,NA,0.39528171,-0.55506184,NA,-0.62081126,NA,NA,NA,NA,NA,-0.41583532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Fcodpguefhccia-Uhfffaoysa-N,1,3,0.33333333,Caspase activator,NA,NA,-0.62002971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49104356,NA,-0.42204961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3795113,NA,NA
PFC,05p_males,Pefloxacin,1,1,1,Bacterial DNA gyrase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,0.43707708,NA,NA,NA,-0.61160168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Temoporfin,1,4,0.25,NA,NA,NA,NA,-0.46307079,NA,NA,NA,NA,NA,NA,NA,NA,-0.61039552,0.42591517,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42027787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51862819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Oxetane,2,6,0.33333333,NA,NA,NA,NA,-0.60778863,NA,-0.38818901,NA,NA,NA,NA,NA,NA,NA,-0.44080516,-0.45111907,NA,NA,NA,NA,NA,NA,NA,NA,-0.41391012,NA,NA,NA,NA,NA,NA,-0.45032671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37492131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43729744,NA,NA,NA
PFC,05p_males,Talampicillin,0,2,0,Bacterial cell wall synthesis inhibitor,NA,NA,NA,NA,NA,NA,NA,-0.43781032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.60766193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Enrofloxacin,0,4,0,Bacterial DNA gyrase inhibitor,NA,NA,NA,-0.54709361,NA,NA,NA,-0.39326185,-0.39297556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.60527628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Fumonisin-B1,4,1,4,Sphingosine N acyltransferase inhibitor,NA,NA,NA,NA,0.42247163,NA,NA,NA,NA,NA,NA,NA,0.50076601,0.40914746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.60298697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394883,NA,NA,NA,NA,NA
PFC,05p_males,Spiperone,3,2,1.5,Dopamine receptor antagonist,NA,NA,NA,NA,NA,NA,0.42687776,NA,-0.45260613,NA,NA,NA,0.47035876,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47285713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.60298538,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Betamethasone,0,2,0,Glucocorticoid receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6019479,-0.47474954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Mevastatin,1,3,0.33333333,HMGCR inhibitor,NA,NA,NA,-0.45599948,NA,NA,-0.60147159,NA,0.59694403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52294539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Thioguanosine,0,3,0,Purine antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40636667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59974403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37905476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Cefuroxime,1,1,1,Bacterial cell wall synthesis inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,0.35550197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59904204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Aminopurvalanol,2,3,0.66666667,CDK inhibitor|Tyrosine kinase inhibitor,NA,NA,NA,-0.39079673,NA,0.39625256,NA,-0.59549885,NA,NA,NA,NA,0.32859749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46692573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Somatostatin,1,1,1,Somatostatin receptor agonist,NA,NA,NA,-0.59544705,NA,NA,NA,NA,NA,NA,NA,NA,0.39166029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Prochlorperazine,1,3,0.33333333,Dopamine D2 receptor antagonist,NA,NA,NA,NA,NA,NA,-0.59344076,NA,-0.49986681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46654677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46324969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Licochalcone A,1,1,1,NA,NA,NA,NA,0.49836578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59281071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Sertraline HCl,1,2,0.5,NA,NA,NA,NA,-0.59246289,NA,NA,NA,NA,NA,NA,NA,NA,-0.43993937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36674263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,KCl,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59219385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5177782,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Foretinib,4,3,1.33333333,VEGFR inhibitor,NA,NA,NA,-0.42175385,NA,0.42951957,NA,NA,NA,NA,NA,NA,NA,0.38682862,NA,NA,NA,0.44703969,0.58787728,NA,NA,-0.48909175,NA,NA,-0.5901943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Ichthynone,0,4,0,NA,NA,NA,NA,-0.386985,NA,NA,NA,NA,-0.52389122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58331781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42201747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Mifepristone,1,1,1,Glucocorticoid receptor antagonist|Progesterone receptor antagonist,NA,NA,NA,NA,NA,NA,-0.57977359,NA,0.38986443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Bexarotene,1,3,0.33333333,Retinoid X receptor agonist,NA,NA,NA,-0.5783296,NA,NA,NA,NA,NA,NA,NA,NA,-0.48137626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38260201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38192829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Telatinib,0,2,0,Platelet-derived growth factor receptor beta inhibitor|Stem cell growth factor receptor inhibitor|Vascular endothelial growth factor receptor 2 inhibitor|Vascular endothelial growth factor receptor 3 inhibitor,NA,NA,NA,-0.57754796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45352765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_males,Butoconazole,0,3,0,Cytochrome P450 51 inhibitor,NA,NA,NA,-0.38812647,NA,NA,NA,NA,NA,NA,NA,NA,-0.57546946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45914903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
