signatureid,compound,cellline,similarity,region,comparison
LINCSCP_128158,Sunitinib,HUES3,-0.32940206,NAC,05p_males
LINCSCP_19227,Promethazine,HCC515,-0.32934713,NAC,05p_males
LINCSCP_3063,AHOUBRCZNHFOSL-UHFFFAOYSA-N,A375,-0.32925923,NAC,05p_males
LINCSCP_172287,Altretamine,YAPC,-0.3291404,NAC,05p_males
LINCSCP_263890,Glycodeoxycholate,NPC,-0.32899604,NAC,05p_males
LINCSCP_102912,Alectinib,HELA,-0.32842071,NAC,05p_males
LINCSCP_77427,Lafutidine,A375,-0.3283978,NAC,05p_males
LINCSCP_130249,Dasatinib,LNCAP,-0.32820117,NAC,05p_males
LINCSCP_14702,Levomethorphan,HA1E,-0.32803892,NAC,05p_males
LINCSCP_169797,Berberine,YAPC,-0.32787987,NAC,05p_males
LINCSCP_66873,"Trichostatin A, Streptomyces Sp.",HCC15,-0.32774391,NAC,05p_males
LINCSCP_155675,Amlexanox,PC3,-0.32765903,NAC,05p_males
LINCSCP_102199,Tamibarotene,HELA,-0.32718075,NAC,05p_males
LINCSCP_18440,Norethynodrel,HCC515,-0.32711358,NAC,05p_males
LINCSCP_105648,(E)-5-((4-((2-Carboxyethyl)carbamoyl)phenyl)diazenyl)-2-hydroxybenzoic acid,HELA,-0.32706354,NAC,05p_males
LINCSCP_6935,Pseudopelletierine,A549,-0.32701556,NAC,05p_males
LINCSCP_42771,Icariin,NPC,-0.32688233,NAC,05p_males
LINCSCP_141857,Rosuvastatin,MCF7,-0.32682292,NAC,05p_males
LINCSCP_273244,Cefdinir,PC3,-0.32680349,NAC,05p_males
LINCSCP_75326,TIROFIBAN HYDROCHLORIDE,A375,-0.32665336,NAC,05p_males
LINCSCP_138282,Nafamostat Mesylate,MCF7,-0.32663938,NAC,05p_males
LINCSCP_1063,atorvastatin,A375,-0.32656737,NAC,05p_males
LINCSCP_11357,Azacyclonol,ASC,-0.32650929,NAC,05p_males
LINCSCP_203874,Omeprazole,ASC,-0.32640518,NAC,05p_males
LINCSCP_13776,Benzanthrone,HA1E,-0.32615339,NAC,05p_males
LINCSCP_42930,Sinensetin,NPC,-0.32603644,NAC,05p_males
LINCSCP_5827,Epirubicin,A549,-0.3255694,NAC,05p_males
LINCSCP_53028,Selumetinib,SKLU1,-0.32553728,NAC,05p_males
LINCSCP_83160,Rebastinib,ASC.C,-0.32544961,NAC,05p_males
LINCSCP_74400,Vardenafil,A375,-0.32529968,NAC,05p_males
LINCSCP_34438,Tetrahydrozoline,MCF7,-0.32518264,NAC,05p_males
LINCSCP_18537,Vardenafil,HCC515,-0.32509549,NAC,05p_males
LINCSCP_12860,Fluspirilene,DV90,-0.32494543,NAC,05p_males
LINCSCP_120887,Amlexanox,HT29,-0.32493722,NAC,05p_males
LINCSCP_76300,Tiagabine,A375,-0.32487684,NAC,05p_males
LINCSCP_174147,Masitinib,YAPC,-0.32478032,NAC,05p_males
LINCSCP_107514,Amuvatinib,HELA,-0.32455475,NAC,05p_males
LINCSCP_105655,Acetaminophen,HELA,-0.32454776,NAC,05p_males
LINCSCP_13491,Tamatinib,H1299,-0.32434289,NAC,05p_males
LINCSCP_10389,Tivozanib,A673,-0.32417659,NAC,05p_males
LINCSCP_15088,Rivafurazon,HA1E,-0.32402803,NAC,05p_males
LINCSCP_209050,Probenecid,HA1E,-0.32383469,NAC,05p_males
LINCSCP_14418,Butein,HA1E,-0.3234806,NAC,05p_males
LINCSCP_19514,Tamatinib,HCC515,-0.32342627,NAC,05p_males
LINCSCP_158608,Lidoflazine,PC3,-0.32334848,NAC,05p_males
LINCSCP_192285,Telmisartan,A549,-0.3233192,NAC,05p_males
LINCSCP_173681,Candesartan,YAPC,-0.32328395,NAC,05p_males
LINCSCP_110527,Apremilast (CC-10004),HELA,-0.32324029,NAC,05p_males
LINCSCP_96764,Neratinib,HA1E,-0.32324012,NAC,05p_males
LINCSCP_77105,Fluticasone Propionate,A375,-0.32300713,NAC,05p_males
LINCSCP_168707,Amitriptyline,YAPC,-0.32296211,NAC,05p_males
LINCSCP_108190,Antipyrine,HELA,-0.32292591,NAC,05p_males
LINCSCP_44631,Bisindolylmaleimide IX,PC3,-0.32283276,NAC,05p_males
LINCSCP_16257,Tunicamycin From Streptomyces Sp.,HA1E,-0.3227833,NAC,05p_males
LINCSCP_23645,Gangaleoidin,HEPG2,-0.32269948,NAC,05p_males
LINCSCP_239103,Pioglitazone,MCF7,-0.32233425,NAC,05p_males
LINCSCP_4150,Indoprofen,A549,-0.32226733,NAC,05p_males
LINCSCP_11290,Denbufylline,ASC,-0.32212522,NAC,05p_males
LINCSCP_173646,Repaglinide,YAPC,-0.32206238,NAC,05p_males
LINCSCP_19107,Azaperone,HCC515,-0.32204871,NAC,05p_males
LINCSCP_173760,Otilonium Bromide,YAPC,-0.32200845,NAC,05p_males
LINCSCP_44452,Scriptaid,PC3,-0.32186758,NAC,05p_males
LINCSCP_22997,Puromycin Hydrochloride,HEPG2,-0.3217482,NAC,05p_males
LINCSCP_58941,Enzastaurin,VCAP,-0.32164768,NAC,05p_males
LINCSCP_108406,TRAMIPROSATE,HELA,-0.32156508,NAC,05p_males
LINCSCP_12734,Tozasertib,COV644,-0.32143317,NAC,05p_males
LINCSCP_23501,Omacetaxine Mepesuccinate,HEPG2,-0.32131155,NAC,05p_males
LINCSCP_107762,Penciclovir,HELA,-0.32122377,NAC,05p_males
LINCSCP_18760,Alaproclate,HCC515,-0.32107398,NAC,05p_males
LINCSCP_79059,tropisetron,A375,-0.32103531,NAC,05p_males
LINCSCP_44289,Aminopurvalanol,PC3,-0.32081967,NAC,05p_males
LINCSCP_120981,Aliskiren,HT29,-0.32079863,NAC,05p_males
LINCSCP_101196,Licochalcone A,HELA,-0.32077799,NAC,05p_males
LINCSCP_44335,Parthenolide,PC3,-0.32067904,NAC,05p_males
LINCSCP_75529,Cyclobenzaprine,A375,-0.3206593,NAC,05p_males
LINCSCP_111047,Pilaralisib,HELA,-0.32038225,NAC,05p_males
LINCSCP_106012,Cariprazine,HELA,-0.32023129,NAC,05p_males
LINCSCP_104093,Amlexanox,HELA,-0.32018183,NAC,05p_males
LINCSCP_13732,Oxindole I,HA1E,-0.31993114,NAC,05p_males
LINCSCP_39790,Pevonedistat,MDST8,-0.31990494,NAC,05p_males
LINCSCP_7505,Ivachtin,A549,-0.31989861000000003,NAC,05p_males
LINCSCP_107970,ETHYLENEDIAMINE TETRACETATE TETRA-ETHANOLAMINE,HELA,-0.31977627,NAC,05p_males
LINCSCP_8040,"(S, R)-Mefloquine",A549,-0.31938348,NAC,05p_males
LINCSCP_164724,Mocetinostat,SKL.C,-0.31922074,NAC,05p_males
LINCSCP_92488,Adapalene,HA1E,-0.31921495,NAC,05p_males
LINCSCP_109576,Tazarotene,HELA,-0.31901745,NAC,05p_males
LINCSCP_2137,Belinostat,A375,-0.31855601,NAC,05p_males
LINCSCP_119462,"Ridaforolimus (Deforolimus, MK-8669)",HT29,-0.31847206,NAC,05p_males
LINCSCP_175881,Thiothixene,YAPC,-0.31820065,NAC,05p_males
LINCSCP_103877,Benzamil,HELA,-0.31812919,NAC,05p_males
LINCSCP_210663,Flunisolide,HA1E,-0.31811157,NAC,05p_males
LINCSCP_149001,"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",NPC,-0.31804317,NAC,05p_males
LINCSCP_46988,Dacinostat,PC3,-0.31803682,NAC,05p_males
LINCSCP_11073,Reversine,ASC,-0.31792527,NAC,05p_males
LINCSCP_283995,Dacinostat,SKB,-0.31787788,NAC,05p_males
LINCSCP_207212,Halostachine,FIBRNPC,-0.31780547,NAC,05p_males
LINCSCP_171522,Dexfenfluramine,YAPC,-0.31775193,NAC,05p_males
LINCSCP_2266,SUDAHWBOROXANE-UHFFFAOYSA-N,A375,-0.31770444,NAC,05p_males
LINCSCP_117032,Sunitinib,HT29,-0.31763668,NAC,05p_males
LINCSCP_29164,Sepantronium,JHUEM2,-0.31746435,NAC,05p_males
LINCSCP_13924,Milrinone,HA1E,-0.31745221,NAC,05p_males
LINCSCP_153848,"Forskolin, NKH477",PC3,-0.31744087,NAC,05p_males
LINCSCP_31685,Oxedrine,MCF7,-0.31727616,NAC,05p_males
LINCSCP_149710,Pazopanib,NPC.TAK,-0.31706297,NAC,05p_males
LINCSCP_17671,Tamatinib,HCC15,-0.31705661,NAC,05p_males
LINCSCP_273484,Nylidrin,PC3,-0.31683709,NAC,05p_males
LINCSCP_95126,Meclizine,HA1E,-0.31677158,NAC,05p_males
LINCSCP_120987,Donitriptan hydrochloride,HT29,-0.31675488,NAC,05p_males
LINCSCP_157872,Pentoxifylline,PC3,-0.31674126,NAC,05p_males
LINCSCP_171887,Formoterol,YAPC,-0.31657499,NAC,05p_males
LINCSCP_11308,Lidoflazine,ASC,-0.31644859,NAC,05p_males
LINCSCP_32719,Acitretin,MCF7,-0.3163608,NAC,05p_males
LINCSCP_121403,Tasquinimod,HT29,-0.31614345,NAC,05p_males
LINCSCP_201069,Perhexiline,A549,-0.31591453,NAC,05p_males
LINCSCP_156061,Troglitazone,PC3,-0.3158818,NAC,05p_males
LINCSCP_20528,Pimasertib,HCC515,-0.31583386,NAC,05p_males
LINCSCP_14868,Bisindolylmaleimide IX,HA1E,-0.31582787,NAC,05p_males
LINCSCP_111108,Pirfenidone,HELA,-0.31580949,NAC,05p_males
LINCSCP_106343,Dexfenfluramine,HELA,-0.31580786,NAC,05p_males
LINCSCP_240956,Anagrelide,MCF7,-0.31575616,NAC,05p_males
LINCSCP_170840,Apilimod,YAPC,-0.3157449,NAC,05p_males
LINCSCP_54671,Tozasertib,SW948,-0.31562097,NAC,05p_males
LINCSCP_53346,Selumetinib,SKMEL1,-0.31561759,NAC,05p_males
LINCSCP_52493,Hydrastine,SKB,-0.31561414,NAC,05p_males
LINCSCP_49975,Entinostat,PHH,-0.3155899,NAC,05p_males
LINCSCP_58966,Quizartinib,VCAP,-0.31540031,NAC,05p_males
LINCSCP_78728,Urapidil,A375,-0.31493523,NAC,05p_males
LINCSCP_104575,Guanadrel,HELA,-0.31490729,NAC,05p_males
LINCSCP_5682,Pantoprazole,A549,-0.3148684,NAC,05p_males
LINCSCP_125189,Triclabendazole,HT29,-0.31482686,NAC,05p_males
LINCSCP_113517,Linifanib,HME1,-0.31440536,NAC,05p_males
LINCSCP_113120,Canertinib,HME1,-0.31415227,NAC,05p_males
LINCSCP_169075,Cevimeline hydrochloride,YAPC,-0.3141034,NAC,05p_males
LINCSCP_16481,Pimelic diphenylamide 106,HA1E,-0.3140925,NAC,05p_males
LINCSCP_76871,Ethacrynic acid,A375,-0.31405487,NAC,05p_males
LINCSCP_56496,Fipronil,VCAP,-0.3140474,NAC,05p_males
LINCSCP_20135,Trichostatin,HCC515,-0.31397285,NAC,05p_males
LINCSCP_202696,L-Buthionine Sulfoximine,A549,-0.31390484,NAC,05p_males
LINCSCP_123031,Vemurafenib,HT29,-0.31315117,NAC,05p_males
LINCSCP_53675,Tamatinib,SNU1040,-0.31307288,NAC,05p_males
LINCSCP_74033,Apafant,A375,-0.31287764,NAC,05p_males
LINCSCP_136889,Elvitegravir,MCF7,-0.31282015,NAC,05p_males
LINCSCP_170735,Atipamezole (hydrochloride),YAPC,-0.31279084,NAC,05p_males
LINCSCP_4492,(S)-(-)-BAY K 8644,A549,-0.31268205,NAC,05p_males
LINCSCP_104737,Nepafenac,HELA,-0.31262877,NAC,05p_males
LINCSCP_25725,Fedratinib,HT29,-0.31253443,NAC,05p_males
LINCSCP_191236,Axitinib,A549,-0.31247931,NAC,05p_males
LINCSCP_121321,Rimonabant,HT29,-0.31244967,NAC,05p_males
LINCSCP_18905,Loxapine,HCC515,-0.31239018,NAC,05p_males
LINCSCP_5826,Oxcarbazepine,A549,-0.31229615,NAC,05p_males
LINCSCP_146666,Idelalisib,NEU,-0.31213767,NAC,05p_males
LINCSCP_116926,Cabozantinib,HT29,-0.31198402,NAC,05p_males
LINCSCP_12323,Gefitinib,BT20,-0.31193097,NAC,05p_males
LINCSCP_169655,Cisapride,YAPC,-0.31191989,NAC,05p_males
LINCSCP_106999,Tipifarnib,HELA,-0.31190202,NAC,05p_males
LINCSCP_173724,Almorexant (hydrochloride),YAPC,-0.31187295,NAC,05p_males
LINCSCP_11326,AQ-RA-741,ASC,-0.31178488,NAC,05p_males
LINCSCP_105740,Loxoprofen,HELA,-0.31175475,NAC,05p_males
LINCSCP_73273,Toremifene,A375,-0.31174834,NAC,05p_males
LINCSCP_83868,Alectinib,ASC.C,-0.31162644,NAC,05p_males
LINCSCP_17802,Vorinostat,HCC15,-0.31158953,NAC,05p_males
LINCSCP_26833,Domperidone,HT29,-0.31148575,NAC,05p_males
LINCSCP_250115,Isonicotinohydroxamic acid,MCF7,-0.31135034,NAC,05p_males
LINCSCP_94057,Roxithromycin,HA1E,-0.31124615,NAC,05p_males
LINCSCP_13871,Saquinavir,HA1E,-0.31107263,NAC,05p_males
LINCSCP_115967,Dasatinib,HS578T,-0.31107039,NAC,05p_males
LINCSCP_46980,Pictilisib,PC3,-0.31106693,NAC,05p_males
LINCSCP_84213,Pazopanib,ASC,-0.31101445,NAC,05p_males
LINCSCP_105009,Bopindolol  malonate,HELA,-0.31095067,NAC,05p_males
LINCSCP_103722,Trimethobenzamide,HELA,-0.31088389,NAC,05p_males
LINCSCP_29886,Infigratinib,MCF10A,-0.31083847,NAC,05p_males
LINCSCP_88457,Rebastinib,HA1E,-0.3105122,NAC,05p_males
LINCSCP_41352,Gemfibrozil,NEU,-0.31013764,NAC,05p_males
LINCSCP_203935,Prochlorperazine,ASC,-0.31011606,NAC,05p_males
LINCSCP_138919,Epirizole,MCF7,-0.3100587,NAC,05p_males
LINCSCP_43607,Arundine,NPC,-0.30999084,NAC,05p_males
LINCSCP_124864,Refametinib,HT29,-0.30979404,NAC,05p_males
LINCSCP_157097,Paroxetine,PC3,-0.30977944,NAC,05p_males
LINCSCP_104086,Chlorambucil,HELA,-0.30974607,NAC,05p_males
LINCSCP_296258,Diflunisal,VCAP,-0.30970724,NAC,05p_males
LINCSCP_261559,lapatinib,NPC,-0.3096635,NAC,05p_males
LINCSCP_41622,Panobinostat,NKDBA,-0.30965351,NAC,05p_males
LINCSCP_14769,Quetiapine,HA1E,-0.30962013,NAC,05p_males
LINCSCP_14602,Alverine,HA1E,-0.30959231,NAC,05p_males
LINCSCP_148888,Dasatinib,NPC,-0.30957252,NAC,05p_males
LINCSCP_52161,Trichostatin,SKB,-0.30946053,NAC,05p_males
LINCSCP_20496,Tretinoin,HCC515,-0.3093979,NAC,05p_males
LINCSCP_164829,Ischemin,SKL.C,-0.30923516,NAC,05p_males
LINCSCP_192562,Cyclacillin,A549,-0.30920216,NAC,05p_males
LINCSCP_44443,Carbenoxolone,PC3,-0.30905231,NAC,05p_males
LINCSCP_46743,(Z)-Guggulsterone,PC3,-0.30879068,NAC,05p_males
LINCSCP_52693,Pirfenidone,SKB,-0.30871896,NAC,05p_males
LINCSCP_57007,Quinacrine,VCAP,-0.30860651,NAC,05p_males
LINCSCP_5773,Diazoxide,A549,-0.3084721,NAC,05p_males
LINCSCP_152271,Ponatinib,PC3,-0.30842206,NAC,05p_males
LINCSCP_15303,Tolazamide,HA1E,-0.30841696,NAC,05p_males
LINCSCP_132156,Ruxolitinib,MCF7,-0.30835407,NAC,05p_males
LINCSCP_51126,Imiquimod,RMUGS,-0.30829916,NAC,05p_males
LINCSCP_21138,Zileuton,HCT116,-0.30828996,NAC,05p_males
LINCSCP_42558,Methysergide,NPC,-0.30826394,NAC,05p_males
LINCSCP_191813,Carbamazepine,A549,-0.30826106,NAC,05p_males
LINCSCP_281937,Carpindolol,PHH,-0.3080636,NAC,05p_males
LINCSCP_121634,Nicotine,HT29,-0.30787574,NAC,05p_males
LINCSCP_134992,Sotrastaurin,MCF7,-0.30786905,NAC,05p_males
LINCSCP_21373,Selumetinib,HEC108,-0.30772523,NAC,05p_males
LINCSCP_19999,Tryptoline,HCC515,-0.30753759,NAC,05p_males
LINCSCP_74657,Luteolin,A375,-0.30720779,NAC,05p_males
LINCSCP_106446,Niacin,HELA,-0.30718466,NAC,05p_males
LINCSCP_71839,Vanoxerine,A375,-0.30714415,NAC,05p_males
LINCSCP_136345,Cnqx,MCF7,-0.30708869,NAC,05p_males
LINCSCP_260052,Sulindac,NEU,-0.30690151,NAC,05p_males
LINCSCP_43429,Nicotin-Amide,NPC,-0.30690053,NAC,05p_males
LINCSCP_44646,Daunorubicin,PC3,-0.30680896,NAC,05p_males
LINCSCP_157179,Ketorolac,PC3,-0.30657441,NAC,05p_males
LINCSCP_53853,Clonidine,SNUC4,-0.30655657,NAC,05p_males
LINCSCP_102915,Phenformin,HELA,-0.30655334,NAC,05p_males
LINCSCP_53898,Fedratinib,SNUC5,-0.30650016,NAC,05p_males
LINCSCP_173583,TRAMIPROSATE,YAPC,-0.30643934,NAC,05p_males
LINCSCP_122407,Gemifloxacin,HT29,-0.30627586,NAC,05p_males
LINCSCP_137672,Adapalene,MCF7,-0.30622581,NAC,05p_males
LINCSCP_54340,Vorinostat,SW620,-0.30616204,NAC,05p_males
LINCSCP_142961,Tazarotene,MCF7,-0.30593773,NAC,05p_males
LINCSCP_40026,Sirolimus,NCIH2073,-0.30580826,NAC,05p_males
LINCSCP_7430,Abexinostat,A549,-0.3058043,NAC,05p_males
LINCSCP_174856,Leflunomide,YAPC,-0.30570414,NAC,05p_males
LINCSCP_209624,Diphemanil,HA1E,-0.30551494,NAC,05p_males
LINCSCP_145288,Alvocidib,MDAMB231,-0.30529946,NAC,05p_males
LINCSCP_22462,Thiostrepton,HEPG2,-0.30521298,NAC,05p_males
LINCSCP_136574,Butaclamol (+),MCF7,-0.3051617,NAC,05p_males
LINCSCP_137635,Alvelestat,MCF7,-0.30516,NAC,05p_males
LINCSCP_687,Imiquimod,A375,-0.30465497,NAC,05p_males
LINCSCP_41313,N-Acetyldopamine,NEU,-0.30465456,NAC,05p_males
LINCSCP_55804,Digoxin,VCAP,-0.30464222,NAC,05p_males
LINCSCP_121208,Veliparib (ABT-888),HT29,-0.30463542,NAC,05p_males
LINCSCP_168262,Castanospermine,YAPC,-0.3045935,NAC,05p_males
LINCSCP_32302,Pyroxamide,MCF7,-0.30429086,NAC,05p_males
LINCSCP_104099,chlormadinone-acetate,HELA,-0.30407911,NAC,05p_males
LINCSCP_13260,Fenretinide,FIBRNPC,-0.30405454,NAC,05p_males
LINCSCP_161094,Procainamide,PC3,-0.30390517,NAC,05p_males
LINCSCP_140308,Citalopram,MCF7,-0.30384791,NAC,05p_males
LINCSCP_7504,Austricin,A549,-0.30380758,NAC,05p_males
LINCSCP_107163,paroxetine,HELA,-0.30369228,NAC,05p_males
LINCSCP_54596,Loperamide,SW948,-0.30364688,NAC,05p_males
LINCSCP_104915,phylloquinone,HELA,-0.30363313,NAC,05p_males
LINCSCP_48037,Enoxacin,PC3,-0.30362126,NAC,05p_males
LINCSCP_72215,Diflunisal,A375,-0.30342632,NAC,05p_males
LINCSCP_37795,Rhamnetin,MCF7,-0.3034183,NAC,05p_males
LINCSCP_74361,Methazolamide,A375,-0.30323893,NAC,05p_males
LINCSCP_53952,Tozasertib,SNUC5,-0.3031407,NAC,05p_males
LINCSCP_68201,"Trichostatin A, Streptomyces Sp.",SKB,-0.30310424,NAC,05p_males
LINCSCP_7132,Cyclosporin A,A549,-0.30310257,NAC,05p_males
LINCSCP_15759,"Triazine Scaffold, 28",HA1E,-0.30308126,NAC,05p_males
LINCSCP_16632,Brivanib,HA1E,-0.3030431,NAC,05p_males
LINCSCP_137779,EXALAMIDE,MCF7,-0.30299691,NAC,05p_males
LINCSCP_112184,Quizartinib,HEPG2,-0.30268612,NAC,05p_males
LINCSCP_107844,Dasatinib,HELA,-0.30248065,NAC,05p_males
LINCSCP_14726,Loxapine,HA1E,-0.30223381,NAC,05p_males
LINCSCP_106366,CIANIDANOL,HELA,-0.30222932,NAC,05p_males
LINCSCP_263827,Farnesol,NPC,-0.30219456,NAC,05p_males
LINCSCP_6712,Linifanib,A549,-0.30217084,NAC,05p_males
LINCSCP_77900,Refametinib,A375,-0.30212277,NAC,05p_males
LINCSCP_54603,(S)-Tipifarnib,SW948,-0.30203009,NAC,05p_males
LINCSCP_43211,Nemonapride,NPC,-0.30202334,NAC,05p_males
LINCSCP_20185,lapatinib,HCC515,-0.30180169,NAC,05p_males
LINCSCP_34434,Terazosin,MCF7,-0.30179157,NAC,05p_males
LINCSCP_10739,Alitretinoin,ASC,-0.30165149,NAC,05p_males
LINCSCP_41385,Arundine,NEU,-0.30154612,NAC,05p_males
LINCSCP_104185,Aliskiren,HELA,-0.3014863,NAC,05p_males
LINCSCP_6470,Hnha,A549,-0.30143167,NAC,05p_males
LINCSCP_170778,Ketorolac,YAPC,-0.3014133,NAC,05p_males
LINCSCP_220453,Ranolazine,HEPG2,-0.30140442,NAC,05p_males
LINCSCP_35970,O-Demethylated Adapalene,MCF7,-0.30140235,NAC,05p_males
LINCSCP_76390,naftidrofuryl,A375,-0.30136776,NAC,05p_males
LINCSCP_11148,Ticlopidine,ASC,-0.30133676,NAC,05p_males
LINCSCP_120596,Moxonidine,HT29,-0.30132518,NAC,05p_males
LINCSCP_22865,Delcorine,HEPG2,-0.30125496,NAC,05p_males
LINCSCP_41608,Valpropylhydroxamic acid,NEU,-0.30120651,NAC,05p_males
LINCSCP_263861,Bezafibrate,NPC,-0.30115834,NAC,05p_males
LINCSCP_124150,Orlistat,HT29,-0.30097549,NAC,05p_males
LINCSCP_13234,Isotretinoin,FIBRNPC,-0.30095492,NAC,05p_males
LINCSCP_124166,benproperine,HT29,-0.30089249,NAC,05p_males
LINCSCP_205460,Carbacyclin,CD34,-0.30077662,NAC,05p_males
LINCSCP_80524,Istaroxime (hydrochloride),A375,-0.30068114,NAC,05p_males
LINCSCP_47856,Benserazide,PC3,-0.30067556,NAC,05p_males
LINCSCP_11288,Zardaverine,ASC,-0.30066766,NAC,05p_males
LINCSCP_92139,Letrozole,HA1E,-0.3006301,NAC,05p_males
LINCSCP_54655,Vorinostat,SW948,-0.30062097,NAC,05p_males
LINCSCP_87080,I-BET151,CD34,-0.30059939,NAC,05p_males
LINCSCP_78622,CHEBI:82814,A375,-0.30054866,NAC,05p_males
LINCSCP_284627,Dexamethasone Acetate,SKB,-0.30052905,NAC,05p_males
LINCSCP_13153,Oxamflatin,FIBRNPC,-0.30042086,NAC,05p_males
LINCSCP_49973,Reversine,PHH,-0.30039613,NAC,05p_males
LINCSCP_108546,Almorexant (hydrochloride),HELA,-0.30014978,NAC,05p_males
LINCSCP_26634,Deoxy Cholate,HT29,-0.30012117,NAC,05p_males
LINCSCP_172697,Linezolid,YAPC,-0.30007756,NAC,05p_males
LINCSCP_110025,salsoline,HELA,-0.30005496,NAC,05p_males
LINCSCP_73942,Bicalutamide,A375,-0.29997065,NAC,05p_males
LINCSCP_59437,Oxybutynin,VCAP,-0.2999515,NAC,05p_males
LINCSCP_148570,Allitinib,NPC,-0.29987989,NAC,05p_males
LINCSCP_117559,Rabusertib,HT29,-0.29987227,NAC,05p_males
LINCSCP_18183,Guggulsterone,HCC515,-0.29987191,NAC,05p_males
LINCSCP_13913,Vinpocetine,HA1E,-0.29983979,NAC,05p_males
LINCSCP_59620,Stavudine,VCAP,-0.29982054,NAC,05p_males
LINCSCP_17723,Tivozanib,HCC15,-0.29977467,NAC,05p_males
LINCSCP_43449,Genistein,NPC,-0.29969519,NAC,05p_males
LINCSCP_68232,"Trichostatin A, Streptomyces Sp.",SKMEL28,-0.29962262,NAC,05p_males
LINCSCP_174480,D-Serine,YAPC,-0.29960051,NAC,05p_males
LINCSCP_55806,Calpeptin,VCAP,-0.29953666,NAC,05p_males
LINCSCP_271975,DL-Norepinephrine,PC3,-0.29949169,NAC,05p_males
LINCSCP_120279,Pregnenolone,HT29,-0.29945238,NAC,05p_males
LINCSCP_75177,Celecoxib,A375,-0.29944043,NAC,05p_males
LINCSCP_46677,CHROMOMYCIN-A3,PC3,-0.29936302,NAC,05p_males
LINCSCP_43426,Carbacyclin,NPC,-0.29900582,NAC,05p_males
LINCSCP_175235,Lu AE58054 (Hydrochloride),YAPC,-0.29894659,NAC,05p_males
LINCSCP_105623,Valproic acid,HELA,-0.29884207,NAC,05p_males
LINCSCP_103418,Toremifene,HELA,-0.29872023,NAC,05p_males
LINCSCP_81590,Radicicol,A549,-0.29835045,NAC,05p_males
LINCSCP_29530,sorafenib,MCF10A,-0.2982964,NAC,05p_males
LINCSCP_13149,Geldanamycin,FIBRNPC,-0.29811942,NAC,05p_males
LINCSCP_1815,"Triazine Scaffold, 19",A375,-0.2978268,NAC,05p_males
LINCSCP_16469,Axitinib,HA1E,-0.29769611,NAC,05p_males
LINCSCP_50218,Parachlorophenol,PHH,-0.29768761,NAC,05p_males
LINCSCP_108912,Tacalcitol,HELA,-0.29767293,NAC,05p_males
LINCSCP_102993,Piracetam,HELA,-0.29735354,NAC,05p_males
LINCSCP_74808,Tebipenem Pivoxil,A375,-0.29695939,NAC,05p_males
LINCSCP_72612,Levofloxacin,A375,-0.29691966,NAC,05p_males
LINCSCP_31826,Perospirone,MCF7,-0.29676856,NAC,05p_males
LINCSCP_102805,Tolcapone,HELA,-0.29672211,NAC,05p_males
LINCSCP_29123,Gossypol,JHUEM2,-0.29669631,NAC,05p_males
LINCSCP_283808,Tozasertib,SKB,-0.29662296,NAC,05p_males
LINCSCP_165389,Dasatinib,SKL,-0.29638189,NAC,05p_males
LINCSCP_123009,Amonafide,HT29,-0.29632977,NAC,05p_males
LINCSCP_53669,Fedratinib,SNU1040,-0.29632662,NAC,05p_males
LINCSCP_139700,VILAZODONE HYDROCHLORIDE,MCF7,-0.29628572,NAC,05p_males
LINCSCP_104814,Luteolin,HELA,-0.29618549,NAC,05p_males
LINCSCP_52896,Iobenguane,SKB,-0.29605482,NAC,05p_males
LINCSCP_160892,Probucol,PC3,-0.29603874,NAC,05p_males
LINCSCP_5892,Idarubicin,A549,-0.29603587,NAC,05p_males
LINCSCP_178676,Mirtazapine,A375,-0.29600516,NAC,05p_males
LINCSCP_39937,Tamatinib,NCIH1836,-0.29600338,NAC,05p_males
LINCSCP_53924,Tivozanib,SNUC5,-0.29597552,NAC,05p_males
LINCSCP_216593,Latrunculin B,HCC515,-0.29591316,NAC,05p_males
LINCSCP_68248,Vorinostat,SW480,-0.29567723,NAC,05p_males
LINCSCP_27155,Benzamil,HT29,-0.29563332,NAC,05p_males
LINCSCP_170355,DROSPIRENONE,YAPC,-0.29552137,NAC,05p_males
LINCSCP_193521,Diethyltoluamide,A549,-0.29545541,NAC,05p_males
LINCSCP_107939,Capsaicin,HELA,-0.29545356,NAC,05p_males
LINCSCP_52498,Scriptaid,SKB,-0.29538962,NAC,05p_males
LINCSCP_101183,Zaldaride,HELA,-0.29520574,NAC,05p_males
LINCSCP_169362,Aliskiren,YAPC,-0.29515071,NAC,05p_males
LINCSCP_150147,Decitabine,NPC.TAK,-0.29502689,NAC,05p_males
LINCSCP_76691,INOSITOL,A375,-0.29495997,NAC,05p_males
LINCSCP_259894,Hydroxychloroquine,NEU,-0.29494322,NAC,05p_males
LINCSCP_116344,Seliciclib,HT29,-0.29490553,NAC,05p_males
LINCSCP_137217,Gaboxadol,MCF7,-0.2948294,NAC,05p_males
LINCSCP_15696,atorvastatin,HA1E,-0.29473504,NAC,05p_males
LINCSCP_128781,Ricolinostat,HUVEC,-0.29462829,NAC,05p_males
LINCSCP_82328,Anacardic acid,A549,-0.29458022,NAC,05p_males
LINCSCP_171587,Voglibose,YAPC,-0.2945637,NAC,05p_males
LINCSCP_102568,Danusertib,HELA,-0.29442234,NAC,05p_males
