compound,num_concordant,num_discordant,ratio,mechanism,RMGI,EFO27,RMUGS,HA1E,SNGM,HEPG2,NPC,SKB,VCAP,SKLU1,COV644,HEC108,MCF7,A375,HCC515,MDAMB231,LNCAP,BT20,MCF10A,HME1,ASC,SKBR3,HT29,PC3,HS578T,SW620,SW480,CORL23,OV7,THP1,A549,HCT116,LOVO,CD34,NOMO1,PHH,NPC.TAK,HUVEC,HEK293T,RKO,PL21,ASC.C,SKL,HELA,SW948,SNU1040,TYKNU,NCIH1694,AGS,HUH7,DV90,SKMEL1,U937,T3M10,YAPC,NCIH2073,MDST8,NKDBA,NEU,HL60,SNUC4,U266,HUES3,SKL.C,HCC15,A673,WSUDLCL2,SNUC5,SKMEL28,NCIH1836,NPC.CAS9,H1299,JHUEM2,FIBRNPC,NCIH508,NCIH596,SKM1,MNEU.E,JURKAT,HT115,CL34,HS27A
Osimertinib,0,8,0,Epidermal growth factor receptor erbB1 inhibitor|Epidermal growth factor receptor inhibitor,NA,NA,NA,-0.37448682,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41271039,-0.43197418,NA,NA,NA,NA,NA,-0.54845884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45218184,NA,NA,NA,NA,NA,NA,NA,-0.41330387,NA,-0.42276488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39475675,NA,NA,NA,NA
Chlorpromazine,1,3,0.33333333,Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a|D2-like dopamine receptor antagonist,NA,NA,NA,-0.54833594,NA,NA,-0.39913598,NA,NA,NA,NA,NA,NA,NA,-0.4557753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51401787,NA,NA,NA,NA,NA,NA,NA,NA
bupivacaine,0,3,0,NA,NA,NA,NA,-0.54810018,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37540701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46551296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Androstenedone,0,2,0,Aromatase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35698507,-0.54630305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emedastine,1,4,0.25,Histamine receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47643932,-0.54237253,NA,NA,NA,NA,NA,NA,NA,NA,0.38188128,-0.38464755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3685313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idelalisib,4,7,0.57142857,PI3K inhibitor,NA,NA,NA,-0.46623712,NA,0.44016505,NA,NA,NA,NA,NA,NA,NA,0.39989869,0.35355764,NA,NA,NA,NA,NA,-0.40370835,NA,0.47168129,-0.43783941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50773607,-0.36314378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54105271,NA,NA,NA,NA,NA,NA,NA,-0.38813383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrendipine,2,1,2,Calcium channel blocker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54087489,0.39565728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4136766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pracinostat,9,1,9,NA,NA,NA,NA,-0.53921886,NA,0.47222838,NA,NA,NA,NA,NA,NA,0.38832159,NA,NA,NA,NA,NA,NA,0.42971991,0.61128513,NA,0.46639843,0.40510668,NA,NA,NA,NA,NA,NA,0.45242738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66882669,NA,0.35638086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypericin,0,2,0,Tyrosine kinase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46563107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53831934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rigosertib,7,4,1.75,PLK inhibitor,NA,NA,NA,NA,NA,0.4759703,0.34196962,NA,NA,NA,NA,NA,-0.51459418,0.36127326,NA,NA,NA,NA,NA,NA,NA,-0.53797927,NA,NA,NA,NA,NA,NA,NA,NA,0.4181406,NA,NA,NA,NA,NA,0.44788117,0.46466817,NA,NA,NA,NA,-0.38976004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48425149,NA,NA,NA,NA,NA,NA,0.40460363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tivantinib,10,4,2.5,Tyrosine kinase inhibitor,NA,NA,NA,-0.53793312,NA,0.3949601,NA,NA,NA,NA,NA,NA,0.58098435,0.51643002,NA,0.48516570999999997,NA,NA,-0.42952479,NA,NA,NA,NA,0.48735251,-0.46422482,NA,NA,NA,NA,NA,0.40148029,NA,NA,-0.39736523,NA,NA,NA,NA,NA,NA,NA,0.37775189,NA,0.36724346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37481446,NA,NA,NA,NA,NA,NA,NA,0.32622292,NA,NA,NA
Desmethylclomipramine,0,2,0,Selective serotonin reuptake inhibitor (SSRI),NA,NA,NA,NA,NA,NA,-0.45544967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53733048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flumatinib (mesylate),0,2,0,Tyrosine-protein kinase ABL inhibitor,NA,NA,NA,-0.53696322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41904944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rolipram,2,5,0.4,Phosphodiesterase inhibitor,NA,NA,NA,NA,NA,-0.36759417,NA,NA,NA,NA,NA,NA,-0.35714664,0.41273907,-0.45713597,NA,NA,NA,NA,NA,NA,NA,NA,0.5117276,NA,NA,NA,NA,NA,NA,-0.53646411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50359819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deoxycholic acid,1,3,0.33333333,Biliverdin reductase A activator|G protein coupled receptor agonist|G protein-coupled receptor agonist|Unidentified pharmacological activity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44368684,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37911187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34186653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5361608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lovastatin,1,4,0.25,HMG-CoA reductase inhibitor,NA,NA,NA,-0.38192949,NA,NA,-0.43033358,NA,-0.47129759,NA,NA,NA,-0.53583403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49874041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Altanserin,0,2,0,Serotonin receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47319931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53575041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APIXABAN,0,3,0,Coagulation factor X inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39982032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53470515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37417976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afatinib,4,2,2,EGFR inhibitor,NA,NA,NA,0.46676524,NA,NA,NA,0.42188187,NA,NA,NA,NA,NA,0.40581759,NA,NA,NA,NA,NA,NA,NA,NA,0.40566872,NA,NA,NA,NA,NA,NA,NA,-0.53459359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37788496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
amcinonide,1,9,0.11111111,NA,NA,NA,NA,-0.37267531,NA,-0.48261048,-0.53452562,NA,NA,NA,NA,NA,-0.48541628,-0.40269726,-0.41533067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44235966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46450622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5137737,NA,NA,NA,NA,NA,NA,-0.37648559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodomyrtoxin B,0,2,0,Cytotoxic agent|DNA intercalator,NA,NA,NA,-0.42905987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53451295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Docetaxel Intermediate,1,1,1,Tubulin inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49352976,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53422071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flurandrenolide,1,3,0.33333333,Glucocorticoid receptor agonist,NA,NA,NA,0.35857838,NA,-0.40086713,NA,NA,NA,NA,NA,NA,NA,NA,-0.43724078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5340615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amiodarone,2,3,0.66666667,HERG blocker,NA,NA,NA,-0.53338202,NA,NA,NA,NA,NA,NA,NA,NA,-0.35965667,0.65129925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39206815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40150686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salermide,4,2,2,SIRT inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41567314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37712583,NA,NA,NA,NA,NA,NA,NA,-0.53265397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43966022,NA,NA,NA,NA,NA,NA,0.37902064,NA,NA,0.47903715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMIKACIN HYDRATE,1,1,1,NA,NA,NA,NA,0.33650417,NA,NA,NA,NA,NA,NA,NA,NA,-0.53214789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitinoin,0,2,0,Retinoid receptor agonist|Retinoid receptor ligand,NA,NA,NA,NA,NA,NA,-0.53195034,NA,NA,NA,NA,NA,-0.48047052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ursolic acid,2,2,1,11-beta hydroxysteroid dehydrogenase inhibitor|Acetylcholinesterase inhibitor|Caspase inhibitor|HIV protease inhibitor|Lipid peroxidase inhibitor|Quorum sensing signaling modulator|Steryl sulfatase inhibitor|Tyrosine phosphatase inhibitor|ATPase inhibitor|NFkB pathway inhibitor|STAT inhibitor,NA,NA,NA,0.44862478,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38148477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53026186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50533895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INOSITOL,1,4,0.25,NA,NA,NA,NA,-0.45520279,NA,NA,NA,NA,NA,NA,NA,NA,-0.38764298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5298581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39443698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50938671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clioquinol,0,3,0,Chelating agent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52817086,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44485946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48297947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dcpib,0,3,0,Chloride channel blocker|Gap junction modulator|Glutamate inhibitor,NA,NA,NA,-0.52811229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40289487,NA,NA,-0.42669279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afuresertib,4,1,4,Serine/threonine-protein kinase AKT inhibitor,NA,NA,NA,-0.52739545,NA,NA,NA,NA,NA,NA,NA,NA,0.47353096,0.38060468,NA,NA,NA,NA,NA,NA,NA,NA,0.66086812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42028293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CICLESONIDE,1,2,0.5,Glucocorticoid receptor agonist,NA,NA,NA,-0.47049775,NA,NA,NA,NA,NA,NA,NA,NA,0.44388507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52730694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benazepril,1,1,1,Angiotensin converting enzyme inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5271838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36877082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alista,1,1,1,Prostanoid receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52712166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41942532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Navitoclax,1,3,0.33333333,BCL inhibitor,NA,NA,NA,-0.41470758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3822326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52597216,NA,-0.37914011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ilomastat,2,2,1,Matrix metalloprotease inhibitor,NA,NA,NA,-0.37820919,NA,NA,NA,NA,NA,NA,NA,NA,0.41264987,NA,-0.52594856,NA,NA,NA,NA,NA,NA,NA,NA,0.39510063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tigecycline,1,2,0.5,Bacterial 30S ribosomal subunit inhibitor,NA,NA,NA,NA,NA,0.50095879,NA,NA,NA,NA,NA,NA,NA,NA,-0.52567769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3902304,NA,NA,NA
Iloprost,3,1,3,Prostanoid IP receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38388067,NA,0.38276135,-0.52562237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35540128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiflapon,1,5,0.2,Leukotriene inhibitor,NA,NA,NA,NA,NA,-0.39304108,NA,NA,NA,NA,NA,NA,-0.52468579,-0.35724145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35774862,NA,NA,NA,NA,NA,-0.39244434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41086926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siramesine (hydrochloride),0,2,0,NA,NA,NA,NA,-0.52466515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44924865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coumarin,0,2,0,Vitamin K antagonist,NA,NA,NA,NA,NA,NA,NA,-0.52439184,NA,NA,NA,NA,NA,NA,-0.36840027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flutamide,5,3,1.66666667,Androgen Receptor antagonist,NA,NA,NA,0.42604481,NA,NA,NA,NA,NA,NA,NA,NA,-0.3902498,0.43677916,NA,NA,NA,NA,NA,NA,NA,NA,0.50513879,0.32495673,NA,NA,NA,NA,NA,0.32719359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52412154,-0.50267299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rucaparib,1,5,0.2,PARP inhibitor,NA,NA,NA,0.37210829,NA,NA,NA,NA,-0.36239283,NA,NA,NA,-0.36026163,NA,-0.39097809,NA,NA,NA,NA,NA,NA,NA,NA,-0.52403907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3837329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atomoxetine,1,2,0.5,Norepinephrine transporter inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5235241,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43574132,NA,NA,NA,NA,NA,NA,NA,0.36350335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
