source,signatureid,compound,concentration,time,cellline,similarity,pValue,gene_direction,region,comparison,triple
entire_males,LINCSCP_6937,Proscillaridin A,10uM,6h,A549,-0.22862259,3.57927383e-12,none,OFC,entire_males,A549-6h-10uM
entire_males,LINCSCP_17021,Cobalt (Ii) Chloride,10uM,6h,HA1E,-0.2284751,3.69812412e-12,none,OFC,entire_males,HA1E-6h-10uM
entire_males,LINCSCP_31799,Tegaserod,10uM,6h,MCF7,-0.22486009,8.17777837e-12,none,OFC,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_15688,Kinetin Riboside,10uM,6h,HA1E,-0.22223447,1.443065232e-11,none,OFC,entire_males,HA1E-6h-10uM
entire_males,LINCSCP_32308,Obatoclax,10uM,6h,MCF7,-0.22185662,1.565047646e-11,none,OFC,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_4702,Narciclasine,10uM,6h,A549,-0.22137439,1.735449567e-11,none,OFC,entire_males,A549-6h-10uM
entire_males,LINCSCP_44504,Isocycloheximide,10uM,24h,PC3,-0.2177189,3.769499957e-11,none,OFC,entire_males,PC3-24h-10uM
entire_males,LINCSCP_7446,Digoxin,10uM,6h,A549,-0.2175888,3.874038568e-11,none,OFC,entire_males,A549-6h-10uM
entire_males,LINCSCP_69183,Radicicol,10uM,24h,A375,-0.21286967,1.032819149e-10,none,OFC,entire_males,A375-24h-10uM
entire_males,LINCSCP_16623,Tenofovir,10uM,6h,HA1E,-0.21228257,1.164978003e-10,none,OFC,entire_males,HA1E-6h-10uM
entire_males,LINCSCP_19167,Periplocymarin,10uM,6h,HCC515,-0.21217262,1.191500424e-10,none,OFC,entire_males,HCC515-6h-10uM
entire_males,LINCSCP_7384,Isocycloheximide,10uM,6h,A549,-0.21185049,1.272643412e-10,none,OFC,entire_males,A549-6h-10uM
entire_males,LINCSCP_16582,Verrucarin A,10uM,6h,HA1E,-0.2110719,1.491673851e-10,none,OFC,entire_males,HA1E-6h-10uM
entire_males,LINCSCP_3070,Azacitidine,10uM,6h,A375,-0.209645,1.99240874e-10,none,OFC,entire_males,A375-6h-10uM
entire_males,LINCSCP_33717,Lasalocid,10uM,6h,MCF7,-0.20827913,2.623435325e-10,none,OFC,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_36365,Narciclasine,10uM,6h,MCF7,-0.2079818,2.784669403e-10,none,OFC,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_35794,Thioridazine,10uM,6h,MCF7,-0.20795164,2.801551819e-10,none,OFC,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_18451,Anisomycin,10uM,6h,HCC515,-0.20751492,3.057524911e-10,none,OFC,entire_males,HCC515-6h-10uM
entire_males,LINCSCP_4344,Digitoxigenin,10uM,6h,A549,-0.20712945,3.302296007e-10,none,OFC,entire_males,A549-6h-10uM
entire_males,LINCSCP_45690,Mafenide,10uM,24h,PC3,-0.20698454,3.399167402e-10,none,OFC,entire_males,PC3-24h-10uM
entire_males,LINCSCP_30204,Niclosamide,10uM,6h,MCF7,-0.20630244,3.893626218e-10,none,OFC,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_20039,Cladribine,10uM,6h,HCC515,-0.2057877,4.312507262e-10,none,OFC,entire_males,HCC515-6h-10uM
entire_males,LINCSCP_34571,Haloprogin,10uM,6h,MCF7,-0.2056594,4.423560806e-10,none,OFC,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_7704,Niclosamide,10uM,6h,A549,-0.20526219,4.785360397e-10,none,OFC,entire_males,A549-6h-10uM
entire_males,LINCSCP_76242,Voglibose,10uM,24h,A375,-0.20475854,5.285752124e-10,none,OFC,entire_males,A375-24h-10uM
entire_males,LINCSCP_2494,QL-X-138,10uM,6h,A375,-0.20435543,5.722648163e-10,none,OFC,entire_males,A375-6h-10uM
entire_males,LINCSCP_2745,Anisomycin,10uM,6h,A375,-0.20398258,6.157949073e-10,none,OFC,entire_males,A375-6h-10uM
entire_males,LINCSCP_37997,Fccp,10uM,6h,MCF7,-0.20266872,7.964313011e-10,none,OFC,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_32634,Calmidazolium,10uM,6h,MCF7,-0.20227639,8.597293346e-10,none,OFC,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_14030,Digoxigenin,10uM,24h,HA1E,-0.20210164,8.894739433e-10,none,OFC,entire_males,HA1E-24h-10uM
entire_males,LINCSCP_242383,Nortriptyline,10uM,6h,MCF7,-0.20164959,9.711467727e-10,none,OFC,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_20557,QL-XII-47,10uM,6h,HCC515,-0.20162746,9.753275608e-10,none,OFC,entire_males,HCC515-6h-10uM
entire_males,LINCSCP_33695,Cymarin,10uM,6h,MCF7,-0.20081068999999999,1.142487376e-9,none,OFC,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_212188,Danazol,10uM,6h,HA1E,-0.20077602,1.150168948e-9,none,OFC,entire_males,HA1E-6h-10uM
entire_males,LINCSCP_2815,Omacetaxine Mepesuccinate,10uM,6h,A375,-0.20049956,1.213235675e-9,none,OFC,entire_males,A375-6h-10uM
entire_males,LINCSCP_244171,Bendroflumethiazide,10uM,6h,MCF7,-0.30254823,1e-20,none,SUB,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_19168,Quinacrine,10uM,6h,HCC515,-0.27256335,7.586e-17,none,SUB,entire_males,HCC515-6h-10uM
entire_males,LINCSCP_139642,Selumetinib,0.12uM,24h,MCF7,-0.26627193,4.0274e-16,none,SUB,entire_males,MCF7-24h-0.12uM
entire_males,LINCSCP_2461,Pimasertib,10uM,6h,A375,-0.2567006,4.69548e-15,none,SUB,entire_males,A375-6h-10uM
entire_males,LINCSCP_20370,SUDAHWBOROXANE-UHFFFAOYSA-N,10uM,6h,HCC515,-0.25659274,4.82451e-15,none,SUB,entire_males,HCC515-6h-10uM
entire_males,LINCSCP_132819,Selumetinib,0.12uM,24h,MCF7,-0.2529607,1.193103e-14,none,SUB,entire_males,MCF7-24h-0.12uM
entire_males,LINCSCP_32617,SUDAHWBOROXANE-UHFFFAOYSA-N,10uM,6h,MCF7,-0.25013065,2.392124e-14,none,SUB,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_244783,Timolol,10uM,6h,MCF7,-0.24688437,5.256758e-14,none,SUB,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_6730,QL-XI-92,10uM,6h,A549,-0.23900592,3.3905301e-13,none,SUB,entire_males,A549-6h-10uM
entire_males,LINCSCP_20503,Hnha,10uM,6h,HCC515,-0.23175618,1.77853735e-12,none,SUB,entire_males,HCC515-6h-10uM
entire_males,LINCSCP_34618,Leflunomide,10uM,6h,MCF7,-0.22850405,3.67449158e-12,none,SUB,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_90045,Fluoxetine,10uM,24h,HA1E,-0.22777305,4.3189137e-12,none,SUB,entire_males,HA1E-24h-10uM
entire_males,LINCSCP_157852,Dabigatran Etexilate,10uM,24h,PC3,-0.22604405,6.31544266e-12,none,SUB,entire_males,PC3-24h-10uM
entire_males,LINCSCP_99762,Mitoxantrone,10uM,24h,HCC515,-0.21702589,4.359924855e-11,none,SUB,entire_males,HCC515-24h-10uM
entire_males,LINCSCP_244947,Desloratadine,10uM,6h,MCF7,-0.21626808,5.10904524e-11,none,SUB,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_20722,Mitoxantrone,10uM,6h,HCC515,-0.21511119,6.500903432e-11,none,SUB,entire_males,HCC515-6h-10uM
entire_males,LINCSCP_2266,SUDAHWBOROXANE-UHFFFAOYSA-N,10uM,6h,A375,-0.2143685,7.582885262e-11,none,SUB,entire_males,A375-6h-10uM
entire_males,LINCSCP_16932,XUKUURHRXDUEBC-UHFFFAOYSA-N,10uM,6h,HA1E,-0.21428377,7.716961693e-11,none,SUB,entire_males,HA1E-6h-10uM
entire_males,LINCSCP_6550,SUDAHWBOROXANE-UHFFFAOYSA-N,10uM,6h,A549,-0.21075853,1.589853416e-10,none,SUB,entire_males,A549-6h-10uM
entire_males,LINCSCP_1038,Tozasertib,10uM,6h,A375,-0.20861977,2.449886801e-10,none,SUB,entire_males,A375-6h-10uM
entire_males,LINCSCP_157596,L-Sulforaphane,3.33uM,24h,PC3,-0.20655775,3.700847166e-10,none,SUB,entire_males,PC3-24h-3.33uM
entire_males,LINCSCP_20541,Bosutinib,10uM,6h,HCC515,-0.20654214,3.712360544e-10,none,SUB,entire_males,HCC515-6h-10uM
entire_males,LINCSCP_171500,VILAZODONE HYDROCHLORIDE,10uM,24h,YAPC,-0.20501297,5.026909231e-10,none,SUB,entire_males,YAPC-24h-10uM
entire_males,LINCSCP_19604,Neratinib,10uM,6h,HCC515,-0.20377567,6.413257297e-10,none,SUB,entire_males,HCC515-6h-10uM
entire_males,LINCSCP_20490,WHI-P97,10uM,6h,HCC515,-0.20261643,8.045976148e-10,none,SUB,entire_males,HCC515-6h-10uM
entire_males,LINCSCP_158380,"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",3.33uM,24h,PC3,-0.20164197,9.725849683e-10,none,SUB,entire_males,PC3-24h-3.33uM
entire_males,LINCSCP_34569,Meclofenoxate,10uM,6h,MCF7,-0.20161792,9.77135632e-10,none,SUB,entire_males,MCF7-6h-10uM
entire_males,LINCSCP_241472,Dihydroergocristine,10uM,6h,MCF7,-0.2007432,1.157484747e-9,none,SUB,entire_males,MCF7-6h-10uM
entire_females,LINCSCP_1861,Cladribine,10uM,6h,A375,-0.52363216,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_19527,O-Demethylated Adapalene,10uM,6h,HCC515,-0.52178189,0,none,AI,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_6564,Calmidazolium,10uM,6h,A549,-0.50928706,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_6544,Calmidazolium,10uM,6h,A549,-0.49497476,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_14551,Penfluridol,10uM,6h,HA1E,-0.48853896,0,none,AI,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_8053,Heliomycin,10uM,6h,A549,-0.47298367,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_7704,Niclosamide,10uM,6h,A549,-0.46909332,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_17018,Iodoacetic acid,10uM,6h,HA1E,-0.4652321,0,none,AI,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_6681,Nilotinib,10uM,6h,A549,-0.4638119,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_3124,Cladribine,10uM,6h,A375,-0.44364201,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_6937,Proscillaridin A,10uM,6h,A549,-0.44326083,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_4866,pyrvinium-pamoate,10uM,6h,A549,-0.44288798,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_46689,Withaferin-A,10uM,24h,PC3,-0.44250813,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_7737,Strophanthidin,10uM,6h,A549,-0.44130795,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_2144,Sepantronium,10uM,6h,A375,-0.4392404,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_168589,Camostat Mesilate,10uM,24h,YAPC,-0.43705877,0,none,AI,entire_females,YAPC-24h-10uM
entire_females,LINCSCP_954,O-Demethylated Adapalene,10uM,6h,A375,-0.42785161,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_269273,Raltitrexed,10uM,24h,PC3,-0.42733048,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_7642,Cymarin,10uM,6h,A549,-0.42272067,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_46468,Floxuridine,10uM,24h,PC3,-0.42107495,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_7723,Bufalin,10uM,6h,A549,-0.41998831,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_154350,Colforsin,10uM,24h,PC3,-0.40749811,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_47352,Cladribine,10uM,24h,PC3,-0.40404978,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_8009,Lanacordin,10uM,6h,A549,-0.40378278,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_34704,Diloxanide Furoate,10uM,6h,MCF7,-0.39990082,0,none,AI,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_152287,Chelerythrine,10uM,24h,PC3,-0.395455,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_457,Cercosporin,10uM,6h,A375,-0.39519155,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_154351,Colforsin,3.33uM,24h,PC3,-0.3935851,0,none,AI,entire_females,PC3-24h-3.33uM
entire_females,LINCSCP_168469,Ornidazole,10uM,24h,YAPC,-0.38902647,0,none,AI,entire_females,YAPC-24h-10uM
entire_females,LINCSCP_32618,Withaferin-A,10uM,6h,MCF7,-0.38833978,0,none,AI,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_45970,Cladribine,10uM,24h,PC3,-0.38778932,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_3070,Azacitidine,10uM,6h,A375,-0.38459264,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_34571,Haloprogin,10uM,6h,MCF7,-0.38415479,0,none,AI,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_46091,Etoposide,10uM,24h,PC3,-0.38361241,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_20371,Withaferin-A,10uM,6h,HCC515,-0.37959439,0,none,AI,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_2689,Irinotecan,10uM,6h,A375,-0.37603646,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_2591,Penfluridol,10uM,6h,A375,-0.3741217,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_154195,Irinotecan,3.33uM,24h,PC3,-0.37254378,0,none,AI,entire_females,PC3-24h-3.33uM
entire_females,LINCSCP_44021,Dinoprostone,10uM,24h,PC3,-0.3724091,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_809,Menadione,10uM,24h,A375,-0.37217346,0,none,AI,entire_females,A375-24h-10uM
entire_females,LINCSCP_20039,Cladribine,10uM,6h,HCC515,-0.37101359,0,none,AI,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_153996,Fluorouracil,10uM,24h,PC3,-0.37036164,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_7165,Ouabain,10uM,6h,A549,-0.36987985,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_2745,Anisomycin,10uM,6h,A375,-0.36823632,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_46825,Xanthohumol,10uM,24h,PC3,-0.36652217,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_244250,Suloctidil,10uM,6h,MCF7,-0.36577578,0,none,AI,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_7995,Prostratin,10uM,6h,A549,-0.36416036,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_7446,Digoxin,10uM,6h,A549,-0.36356364,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_18451,Anisomycin,10uM,6h,HCC515,-0.36324238,0,none,AI,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_20390,Calmidazolium,10uM,6h,HCC515,-0.3631336,0,none,AI,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_15535,Narciclasine,10uM,6h,HA1E,-0.36165964,0,none,AI,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_46824,Reversine,10uM,24h,PC3,-0.3604749,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_14945,Menadione,10uM,6h,HA1E,-0.35932577,0,none,AI,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_86,Brazilin,10uM,6h,A375,-0.35734444,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_30155,Withaferin A,10uM,6h,MCF7,-0.35705829,0,none,AI,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_47613,Irinotecan,10uM,24h,PC3,-0.35688666,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_2272,Terreic-acid,10uM,6h,A375,-0.35634411,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_2510,Terfenadine,10uM,6h,A375,-0.35556839,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_4756,Niclosamide,10uM,6h,A549,-0.35215499,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_7126,Cucurbitacin I,10uM,6h,A549,-0.35113008,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_15580,O-Demethylated Adapalene,10uM,6h,HA1E,-0.34959051,0,none,AI,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_147,Menadione,10uM,6h,A375,-0.34706101,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_2700,Ouabain,10uM,6h,A375,-0.3449934,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_201212,Perhexiline,10uM,6h,A549,-0.34432758,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_2572,Brazilin,10uM,6h,A375,-0.34398842,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_16710,Nilotinib,10uM,6h,HA1E,-0.3438048,0,none,AI,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_1904,Etoposide,10uM,6h,A375,-0.34371861,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_153444,IB-MECA,10uM,24h,PC3,-0.34365522,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_150883,Withaferin A,10uM,24h,PC3,-0.34240449,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_155356,Alprostadil,3.33uM,24h,PC3,-0.34235722,0,none,AI,entire_females,PC3-24h-3.33uM
entire_females,LINCSCP_4344,Digitoxigenin,10uM,6h,A549,-0.34181812,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_36179,Withaferin A,10uM,6h,MCF7,-0.34180836,0,none,AI,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_921,Narciclasine,10uM,6h,A375,-0.34108697,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_47607,Betaescin,10uM,24h,PC3,-0.34004121,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_174557,Floxuridine,10uM,24h,YAPC,-0.33828518,0,none,AI,entire_females,YAPC-24h-10uM
entire_females,LINCSCP_2529,Suloctidil,10uM,6h,A375,-0.33754661,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_2834,Cyclosporin A,10uM,6h,A375,-0.33676767,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_4318,Cercosporin,10uM,6h,A549,-0.33532438,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_2919,Menadione,10uM,6h,A375,-0.33525789,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_7630,Puromycin Hydrochloride,10uM,6h,A549,-0.33342303,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_111,Piplartine,10uM,6h,A375,-0.33244387,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_245123,Withaferin A,10uM,6h,MCF7,-0.33217223,0,none,AI,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_2267,Withaferin-A,10uM,6h,A375,-0.33204186,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_151237,Withaferin A,10uM,24h,PC3,-0.33198289,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_9603,Niclosamide,10uM,6h,A549,-0.33018741,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_20679,Prostratin,10uM,6h,HCC515,-0.32977691,0,none,AI,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_18588,"Tazac, Axid, Axid Ar, Nizatidine",10uM,24h,HCC515,-0.32926268,0,none,AI,entire_females,HCC515-24h-10uM
entire_females,LINCSCP_1062,pyrvinium-pamoate,10uM,6h,A375,-0.32852044,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_4289,Periplocymarin,10uM,6h,A549,-0.32814375,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_1916,Topotecan,10uM,6h,A375,-0.3275493,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_6543,Verrucarin A,10uM,6h,A549,-0.32716422,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_14318,Anisomycin,10uM,6h,HA1E,-0.32599798,0,none,AI,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_244721,Iopanoic acid,10uM,6h,MCF7,-0.32573634,0,none,AI,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_2784,Digoxin,10uM,6h,A375,-0.32570558,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_6254,Sepantronium,10uM,6h,A549,-0.32448498,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_5840,Tegaserod,10uM,6h,A549,-0.32436654,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_2352,Arundine,10uM,6h,A375,-0.32406291,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_2494,QL-X-138,10uM,6h,A375,-0.32297536,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_1021,Menadione,10uM,6h,A375,-0.32004174,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_2672,Teniposide,10uM,6h,A375,-0.31943938,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_35844,Withaferin A,10uM,6h,MCF7,-0.31719332,0,none,AI,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_36435,Withaferin A,10uM,6h,MCF7,-0.31649962,0,none,AI,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_2675,Cucurbitacin I,10uM,6h,A375,-0.31643416,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_155876,Adapalene,3.33uM,24h,PC3,-0.31348212,0,none,AI,entire_females,PC3-24h-3.33uM
entire_females,LINCSCP_875,Cucurbitacin-I,10uM,6h,A375,-0.31255287,0,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_153619,Clofarabine,3.33uM,24h,PC3,-0.31244521,0,none,AI,entire_females,PC3-24h-3.33uM
entire_females,LINCSCP_158098,Dinoprost,3.33uM,24h,PC3,-0.31111933,0,none,AI,entire_females,PC3-24h-3.33uM
entire_females,LINCSCP_270846,Raltitrexed,10uM,24h,PC3,-0.31093559,0,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_33489,Piplartine,10uM,6h,MCF7,-0.31085942,0,none,AI,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_4260,Rhodomyrtoxin B,10uM,6h,A549,-0.30942905,0,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_31799,Tegaserod,10uM,6h,MCF7,-0.30837401,0,none,AI,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_30198,Piplartine,10uM,6h,MCF7,-0.30647441,1e-20,none,AI,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_4696,Rottlerin,10uM,6h,A549,-0.30531127,1e-20,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_244691,Octopamine,10uM,6h,MCF7,-0.30443092,1e-20,none,AI,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_76,Selamectin,10uM,6h,A375,-0.3043374,1e-20,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_2256,Verrucarin A,10uM,6h,A375,-0.30417224,1e-20,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_16292,MW-A1-14,10uM,6h,HA1E,-0.30385901,1e-20,none,AI,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_46053,Lorazepam,10uM,24h,PC3,-0.30213445,2e-20,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_19016,Teniposide,10uM,6h,HCC515,-0.30177019,2e-20,none,AI,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_18441,Cephaeline,10uM,6h,HCC515,-0.30175521,2e-20,none,AI,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_6243,Obatoclax,10uM,6h,A549,-0.30170428,2e-20,none,AI,entire_females,A549-6h-10uM
entire_females,LINCSCP_43926,Withaferin A,10uM,24h,PC3,-0.30125561,2e-20,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_71635,Indigo Red,10uM,24h,A375,-0.30115777,3e-20,none,AI,entire_females,A375-24h-10uM
entire_females,LINCSCP_872,Perhexiline,10uM,6h,A375,-0.30107738,3e-20,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_47280,Fdurd,10uM,24h,PC3,-0.29974009,4e-20,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_15653,Menadione,10uM,6h,HA1E,-0.29925355,4e-20,none,AI,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_411,etoposide,10uM,6h,A375,-0.29896982,5e-20,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_14571,Puromycin,10uM,6h,HA1E,-0.29835471,6e-20,none,AI,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_266254,Piplartine,10uM,24h,PC3,-0.29833215,6e-20,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_46854,Lypressin,10uM,24h,PC3,-0.29810401,6e-20,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_46074,Carmofur,10uM,24h,PC3,-0.29762756,7e-20,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_15297,O-Demethylated Adapalene,10uM,24h,HA1E,-0.29758775,7e-20,none,AI,entire_females,HA1E-24h-10uM
entire_females,LINCSCP_46683,Calmidazolium,10uM,24h,PC3,-0.29738898,8e-20,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_46073,Latanoprost,10uM,24h,PC3,-0.29704597,9e-20,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_178977,MW-A1-14,10uM,6h,A375,-0.29519059,1.5e-19,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_14184,Puromycin Hydrochloride,10uM,6h,HA1E,-0.29391531,2.2e-19,none,AI,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_2815,Omacetaxine Mepesuccinate,10uM,6h,A375,-0.29390943,2.2e-19,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_18369,Cymarin,10uM,6h,HCC515,-0.29314733,2.7e-19,none,AI,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_69536,Radicicol,10uM,24h,A375,-0.29263246,3.1e-19,none,AI,entire_females,A375-24h-10uM
entire_females,LINCSCP_156840,Olaparib,10uM,24h,PC3,-0.29262251,3.1e-19,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_3038,Prostratin,10uM,6h,A375,-0.29194469,3.8e-19,none,AI,entire_females,A375-6h-10uM
entire_females,LINCSCP_158097,Dinoprost,10uM,24h,PC3,-0.29160528,4.2e-19,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_46189,Latrunculin B,10uM,24h,PC3,-0.29097259,5.1e-19,none,AI,entire_females,PC3-24h-10uM
entire_females,LINCSCP_7199,Cephaeline,10uM,6h,A549,-0.29094449,5.1e-19,none,AI,entire_females,A549-6h-10uM
